key,tangram_A,tangram_B,ori_pre,ori_post,controlled_thread,ada_pre_sim,ada_post_sim,clip_pre_sim,clip_post_sim,sbert_pre_sim,sbert_post_sim,pre_sim,post_sim,gt,eq,lt,human_judgement,ada_diff,clip_diff,sbert_diff
Toh9L3sPeXKpvY4Rz-page4-127-page4-213,page4-127.svg,page4-213.svg,"its in the shape of a y with a diamond on the upper right | long rectangle with triangle attached, with triangle and square tilted next to it",a y that is puking out a diamond | long rectangle with a triangle and 45 degrees turned square attached,False,0.8245528340339661,0.7687516808509827,0.4474245607852936,0.23890617489814758,0.3063865303993225,0.1511760652065277,0.7769084572792053,0.7340854406356812,1.0,0.0,0.0,1.0,0.0558011531829834,0.208518385887146,0.1552104651927948
Toh9L3sPeXKpvY4Rz-page1-125-page3-8,page1-125.svg,page3-8.svg,"an elongated m | sunglasses, two triangles with a rectangle in between",an m with jaggedy bits in the middle | sunglasses,False,0.7641259431838989,0.7843508720397949,0.18850736320018768,0.09582575410604477,0.099673330783844,0.12933598458766937,0.7465541958808899,0.7796096205711365,0.0,1.0,0.0,0.0,-0.020224928855895996,0.09268160909414291,-0.02966265380382538
Toh9L3sPeXKpvY4Rz-page8-192-page5-86,page8-192.svg,page5-86.svg,an animal that has just done a poo | a submarine and animal merged,dog pooing | a turtle/submarine or lochness,False,0.8192480206489563,0.7838397026062012,0.2069212645292282,0.05511907488107681,0.3279324173927307,0.1443517506122589,0.795892596244812,0.7765071988105774,0.0,1.0,0.0,0.0,0.03540831804275513,0.1518021896481514,0.1835806667804718
Toh9L3sPeXKpvY4Rz-page2-157-page6-207,page2-157.svg,page6-207.svg,arrow pointing upwards | arrow on a half boat,"upwards arrow, with the longest bottom and curvs slightly to left | upwards arrow not the one on a boat",True,0.8442374467849731,0.8748042583465576,0.5298467874526978,0.611312747001648,0.49182459712028503,0.6587682366371155,0.8046317100524902,0.8840042948722839,1.0,0.0,0.0,1.0,-0.030566811561584473,-0.0814659595489502,-0.16694363951683044
Toh9L3sPeXKpvY4Rz-page7-130-page7-130,page7-130.svg,page7-130.svg,a duck facing right | a fancy s shape,swan | swan,False,0.7892250418663025,1.0,0.21820150315761566,1.0,0.30515265464782715,1.0,0.7667086720466614,0.999998927116394,0.0,0.0,1.0,-1.0,-0.2107749581336975,-0.7817984968423843,-0.6948473453521729
Toh9L3sPeXKpvY4Rz-page7-24-page4-242,page7-24.svg,page4-242.svg,batman wearing a hat | the letter i with two triangles strapped to either side of top of i,batman graduation hat | batman/letter i with two triangles attached to top of each end,True,0.7566795945167542,0.8408204317092896,0.18252813816070557,0.5353818535804749,0.15308478474617004,0.4056757986545563,0.7581759095191956,0.8417420983314514,0.0,0.0,1.0,-1.0,-0.0841408371925354,-0.3528537154197693,-0.25259101390838623
Toh9L3sPeXKpvY4Rz-page1-185-page1-69,page1-185.svg,page1-69.svg,a vase | diamond/podium shape,a trophy | looks most a chess piece with a diamond shape at the top,True,0.7877888679504395,0.7905715107917786,0.17070931196212769,0.29751238226890564,0.278274267911911,0.31336042284965515,0.7590364813804626,0.7480342984199524,0.0,0.0,1.0,-1.0,-0.0027826428413391113,-0.12680307030677795,-0.03508615493774414
Toh9L3sPeXKpvY4Rz-page8-166-page7-103,page8-166.svg,page7-103.svg,letter f with  triangle at the bottom | a fat f,f/facebook logo | f,True,0.7790095806121826,0.8015284538269043,0.5640636086463928,0.31633469462394714,0.4406498074531555,0.5724952816963196,0.7894552946090698,0.7971457839012146,0.0,0.0,1.0,-1.0,-0.02251887321472168,0.24772891402244568,-0.13184547424316406
Toh9L3sPeXKpvY4Rz-page1-147-page1-51,page1-147.svg,page1-51.svg,"triangle on top of a rectangle | upwards pointing arrow, u[side down v","triangle with squared off edges, basically a stumpy pentagon | up arrow, upside down v, racetrack arrow",False,0.8017855882644653,0.8037649393081665,0.39310207962989807,0.3334727883338928,0.2374652773141861,0.17980463802814484,0.788180410861969,0.7951593995094299,0.0,1.0,0.0,0.0,-0.001979351043701172,0.05962929129600525,0.05766063928604126
wBY5RdB4e8DY4eD2T-page2-172-page4-203,page2-172.svg,page4-203.svg,an axe with the blade facing to the left | an axe,an axe where the blade has been a bit squished. the blade is pointing to the left | axe,False,0.9155150055885315,0.8123086094856262,0.8904650211334229,0.8308982849121094,0.7687335014343262,0.6298174858093262,0.8229527473449707,0.807621419429779,0.0,1.0,0.0,0.0,0.10320639610290527,0.05956673622131348,0.138916015625
wBY5RdB4e8DY4eD2T-page3-40-page2-156,page3-40.svg,page2-156.svg,a skyscraper that is rotated 90 degrees counter-clockwise | space rocket going towards the east,"a skyscraper that has been rotated 90 degrees counter-clockwise, with the top of the building pointing to the left | space rocket pointing to right",False,0.8070714473724365,0.8330999612808228,0.26406654715538025,0.2676643431186676,0.2513219118118286,0.4337286651134491,0.7950619459152222,0.8100199103355408,1.0,0.0,0.0,1.0,-0.02602851390838623,-0.0035977959632873535,-0.18240675330162048
wBY5RdB4e8DY4eD2T-page4-237-page6-202,page4-237.svg,page6-202.svg,it has a diamond shape with a ribbon coming out of the top | a vase odd tall shape triangle on top left,"looks a bit a bong. it is a vertical shape, with a flat bit at the bottom and a jagged bit at the top | fat yoga guy!",True,0.8475306034088135,0.7558953166007996,0.3329370617866516,0.01872665248811245,0.47163382172584534,0.036506954580545425,0.7639111280441284,0.7573106288909912,0.0,1.0,0.0,0.0,0.09163528680801392,0.31421040929853916,0.4351268671452999
wBY5RdB4e8DY4eD2T-page5-209-page6-155,page5-209.svg,page6-155.svg,a dog standing on its back legs | looks a bit a swan with a very long neck,dog standing on back legs | a giraffe with a long neck that is pointing to the left,False,0.8175591230392456,0.8207256197929382,0.11166686564683914,0.25269243121147156,0.19200336933135986,0.285617858171463,0.7827062010765076,0.7857403755187988,0.0,1.0,0.0,0.0,-0.003166496753692627,-0.14102556556463242,-0.09361448884010315
wBY5RdB4e8DY4eD2T-page1-66-page7-241,page1-66.svg,page7-241.svg,a funnel you could pour liquid into | there is a triangle on the bottom with a larger one at the top facing into it,funnel with extr triangle on bottom | a chalice of drinking goblet,False,0.7904532551765442,0.7756646275520325,0.4019624590873718,0.2900407910346985,0.26165640354156494,0.14828892052173615,0.7360072135925293,0.7605326771736145,0.0,1.0,0.0,0.0,0.014788627624511719,0.11192166805267334,0.1133674830198288
wBY5RdB4e8DY4eD2T-page-G-page3-163,page-G.svg,page3-163.svg,a shoe with a square on top | a man praying or bowing,a shoe | a man bowing or praying to the left,True,0.7727012634277344,0.7844748497009277,0.04272369295358658,0.054364919662475586,0.13873949646949768,0.16404330730438232,0.7688658237457275,0.7538611888885498,0.0,1.0,0.0,0.0,-0.01177358627319336,-0.011641226708889008,-0.025303810834884644
wBY5RdB4e8DY4eD2T-page6-163-page2-88,page6-163.svg,page2-88.svg,nearly rectangle  with a square and tringle on bottom | looks a bit a dildo,vertical rectangle with extra square on bottom | a building pointing vertically upwards,True,0.7898051738739014,0.8036269545555115,0.05298435688018799,0.3617212474346161,0.21510228514671326,0.35580575466156006,0.7698733806610107,0.8096641898155212,0.0,0.0,1.0,-1.0,-0.013821780681610107,-0.3087368905544281,-0.1407034695148468
wBY5RdB4e8DY4eD2T-page3-66-page6-121,page3-66.svg,page6-121.svg,a knife or machete | horizontal image a knife,kind of a butter knife with the blade pointing to the left | knife,False,0.8684163093566895,0.8501236438751221,0.7579279541969299,0.8006141781806946,0.5117496848106384,0.5074739456176758,0.8724488019943237,0.850933849811554,0.0,1.0,0.0,0.0,0.018292665481567383,-0.04268622398376465,0.0042757391929626465
wBY5RdB4e8DY4eD2T-page5-0-page5-0,page5-0.svg,page5-0.svg,"something you would put on the wall, a tiki mask | funnel type with two legs and a triangle on bottom",funnel with extra triangle at bottom | you said tiki,True,0.7624296545982361,0.7240845561027527,0.0847649946808815,0.01491883397102356,0.17554913461208344,-0.006629533134400845,0.7642103433609009,0.7424161434173584,0.0,0.0,1.0,-1.0,0.0383450984954834,0.06984616070985794,0.18217866774648428
wBY5RdB4e8DY4eD2T-page7-102-page2-49,page7-102.svg,page2-49.svg,square on top of triangle | a big triangle pointing upwards with a diamond on top,the christmas tree | kind of a fat person doing yoga,True,0.8923850059509277,0.7603427767753601,0.5935798287391663,0.06033207103610039,0.605911135673523,0.046820200979709625,0.895672619342804,0.743175745010376,1.0,0.0,0.0,1.0,0.13204222917556763,0.5332477577030659,0.5590909346938133
DKPcxC567vvBA4csd-page1-26-page1-82,page1-26.svg,page1-82.svg,the letter t on a mound | a jug,letter t on a mound | a pot with flat top,True,0.7969073057174683,0.7791462540626526,0.13885632157325745,0.20653195679187775,0.21035431325435638,0.26170405745506287,0.7607396245002747,0.7532790303230286,0.0,1.0,0.0,0.0,0.017761051654815674,-0.0676756352186203,-0.05134974420070648
DKPcxC567vvBA4csd-page5-123-page8-22,page5-123.svg,page8-22.svg,a ninja star with 5 points | a bird flying towards the ground,a five pointed ninja star | a bird flying down to the left,False,0.7861346006393433,0.7870801091194153,0.2231867015361786,0.17444759607315063,0.14902734756469727,0.2319188266992569,0.7588350772857666,0.7699394226074219,0.0,1.0,0.0,0.0,-0.0009455084800720215,0.048739105463027954,-0.08289147913455963
DKPcxC567vvBA4csd-page3-29-page6-100,page3-29.svg,page6-100.svg,a turtle | a tent,a turtle going right with a tail | a tent with an opening and flat roof,True,0.8325088024139404,0.772472083568573,0.15738770365715027,0.12480277568101883,0.32697540521621704,0.1900874674320221,0.8524426817893982,0.747821569442749,0.0,1.0,0.0,0.0,0.06003671884536743,0.03258492797613144,0.13688793778419495
DKPcxC567vvBA4csd-page2-166-page9-13,page2-166.svg,page9-13.svg,a tent with a wigwam roof | a figure similar to k,a big tent with an opening in the middle | a tree shaped a k,False,0.7549079656600952,0.7949544787406921,-0.10667499899864197,0.05558522045612335,0.10623863339424133,0.1644211858510971,0.7411465048789978,0.750156044960022,0.0,0.0,1.0,-1.0,-0.040046513080596924,-0.16226021945476532,-0.058182552456855774
DKPcxC567vvBA4csd-page5-71-page7-88,page5-71.svg,page7-88.svg,a flying bird | a bird with its mouth open flying up and to the left,a flying bird spreading it's wings | a bird flying to the right with its mouth open,False,0.8990910053253174,0.9062592387199402,0.6271216869354248,0.6899168491363525,0.6995970606803894,0.7064852714538574,0.8555344939231873,0.8708763122558594,0.0,1.0,0.0,0.0,-0.007168233394622803,-0.06279516220092773,-0.006888210773468018
DKPcxC567vvBA4csd-page2-157-page2-131,page2-157.svg,page2-131.svg,a mushroom with triangular top | a lamp,a mushroom with triangular top | a lamp with a point on its right side,False,0.8132889270782471,0.8194856643676758,0.21731193363666534,0.2746765613555908,0.16607312858104706,0.15729501843452454,0.7992603778839111,0.7751952409744263,0.0,0.0,1.0,-1.0,-0.006196737289428711,-0.057364627718925476,0.008778110146522522
DKPcxC567vvBA4csd-page8-18-page8-204,page8-18.svg,page8-204.svg,a swan looking to the left | a bird turning it's neck,a swan pointing left | a chicken looking left but heading right,True,0.8768388628959656,0.8955233693122864,0.3323182165622711,0.37321341037750244,0.45279133319854736,0.613694965839386,0.8348681330680847,0.8265047073364258,1.0,0.0,0.0,1.0,-0.0186845064163208,-0.04089519381523132,-0.16090363264083862
DKPcxC567vvBA4csd-page6-171-page6-171,page6-171.svg,page6-171.svg,a person walking to the right | a person walking with the forward foot raised,person heading right | person going right,False,0.8876217007637024,0.952590823173523,0.8601502776145935,0.8343982696533203,0.7092946767807007,0.7637102603912354,0.8832200765609741,0.9251294136047363,0.0,1.0,0.0,0.0,-0.06496912240982056,0.025752007961273193,-0.05441558361053467
DKPcxC567vvBA4csd-page6-209-page5-81,page6-209.svg,page5-81.svg,a crown | a chicken with its tail raised to the right,"3 headed person | a chicken with a big tail, head to right tail to left",True,0.7932853102684021,0.8186240792274475,0.11983340233564377,0.1733676791191101,0.16175349056720734,0.33318957686424255,0.7453645467758179,0.8163341879844666,1.0,0.0,0.0,1.0,-0.02533876895904541,-0.05353427678346634,-0.17143608629703522
DKPcxC567vvBA4csd-page2-165-page1-108,page2-165.svg,page1-108.svg,a ship or boat | a bowl with a base underneath,"a boat | a bowl with a flat bottom, wider at the top",True,0.7892430424690247,0.8073854446411133,0.24432718753814697,0.30970752239227295,0.17760564386844635,0.14436152577400208,0.7532765865325928,0.7754504084587097,0.0,1.0,0.0,0.0,-0.018142402172088623,-0.06538033485412598,0.033244118094444275
BYeS5ykxKLwhMH2Yc-page1-10-page4-227,page1-10.svg,page4-227.svg,cross arrow pointing down | a ghost with a square head and its arms are outstretched right and left.,cross pointing down | a ghost with a square head and has its triangle arms outstretched,True,0.7866969108581543,0.7944464683532715,0.25538843870162964,0.23666265606880188,0.17126762866973877,0.2672169506549835,0.8042870163917542,0.7962229251861572,0.0,1.0,0.0,0.0,-0.0077495574951171875,0.01872578263282776,-0.09594932198524475
BYeS5ykxKLwhMH2Yc-page8-222-page5-60,page8-222.svg,page5-60.svg,a house with a large front door attached to a garage or car port. | a mountain with small pointed triangle on the left,a house with a large front door and has an attached garage to the right | mountain range,False,0.7765801548957825,0.7678466439247131,0.1004764586687088,0.041321128606796265,0.12243443727493286,0.0704156756401062,0.7697480320930481,0.751672625541687,0.0,1.0,0.0,0.0,0.008733510971069336,0.05915533006191254,0.05201876163482666
BYeS5ykxKLwhMH2Yc-page3-66-page6-121,page3-66.svg,page6-121.svg,a bottle opener with a hook on its right side. | long skinny bridge,a bottle opener with one notch on the right side | long square with notch on the right,False,0.7750758528709412,0.8738020658493042,0.13804006576538086,0.2754732668399811,0.15297548472881317,0.4814355969429016,0.7701563239097595,0.8766430616378784,0.0,0.0,1.0,-1.0,-0.09872621297836304,-0.13743320107460022,-0.32846011221408844
BYeS5ykxKLwhMH2Yc-page7-88-page7-88,page7-88.svg,page7-88.svg,an angel with its arms pointing downwards and a wing parallel to the ground. | kinda a bird flying,angel | angel,False,0.8426348567008972,0.9999985098838806,0.25837621092796326,1.0,0.4266279935836792,1.0,0.8161699175834656,0.9999985098838806,0.0,0.0,1.0,-1.0,-0.1573636531829834,-0.7416237890720367,-0.5733720064163208
BYeS5ykxKLwhMH2Yc-page3-38-page1-159,page3-38.svg,page1-159.svg,"triangle at the top with 2 octogons, 1 in the middle and one at the bottom | a toilet bowl cleaner with two diamond shaped heads pointing downwards.","triangle on top, triangle in the middle and base | double diamonds pointing downwards with a square on top.",True,0.7959100008010864,0.859458327293396,0.2847336530685425,0.6134026050567627,0.14776772260665894,0.3939740061759949,0.7854112386703491,0.8319057822227478,0.0,1.0,0.0,0.0,-0.06354832649230957,-0.3286689519882202,-0.24620628356933594
BYeS5ykxKLwhMH2Yc-page4-33-page5-213,page4-33.svg,page5-213.svg,a person standing that he or she is about to fall to the ground with their heels pointing up.. | person walking to the right,a man facing the left that he's about to fall. his heel is pointed up. | man walking to the right with square head,False,0.8124218583106995,0.8495228290557861,0.4127037227153778,0.3185306787490845,0.35063597559928894,0.42838650941848755,0.825005829334259,0.8626693487167358,1.0,0.0,0.0,1.0,-0.03710097074508667,0.09417304396629333,-0.07775053381919861
BYeS5ykxKLwhMH2Yc-page6-163-page8-157,page6-163.svg,page8-157.svg,retangle long ways with a sharp pointing down | a large hook facing to the right that an l with the bottom curved up.,long straight up and down rectangle with random square on bottom left | the letter l with the bottom curving up,False,0.8257054686546326,0.8369580507278442,0.24777285754680634,0.4139211177825928,0.21200323104858398,0.31578880548477173,0.8216564655303955,0.7884231805801392,0.0,1.0,0.0,0.0,-0.01125258207321167,-0.16614826023578644,-0.10378557443618774
BYeS5ykxKLwhMH2Yc-page6-201-page1-162,page6-201.svg,page1-162.svg,"arrow pointing down with long tail, kind of a triangle at the top | a scythe facing the left with its blade curving down.",jagged arrow pointing down pointed top pointing right | a scythe with the end pointing to the left,True,0.8438665866851807,0.873245120048523,0.40426012873649597,0.13687199354171753,0.28152841329574585,0.41178110241889954,0.809990406036377,0.8640285730361938,0.0,1.0,0.0,0.0,-0.029378533363342285,0.26738813519477844,-0.1302526891231537
BYeS5ykxKLwhMH2Yc-page4-194-page9-38,page4-194.svg,page9-38.svg,long standing straight up with angle wing square head | a scimitar or sword with the blade pointing down.,"square on top facing right, with long pointed base | a sword or scimitar pointing down. handle is on top.",True,0.803733766078949,0.8394660949707031,0.30735641717910767,0.4324667453765869,0.29386648535728455,0.34907349944114685,0.8207762241363525,0.814803421497345,0.0,1.0,0.0,0.0,-0.03573232889175415,-0.12511032819747925,-0.055207014083862305
BYeS5ykxKLwhMH2Yc-page3-61-page7-242,page3-61.svg,page7-242.svg,a key with a hook on the left and a square handle on its right. | kinda of an elephant with the trunk pointing to the right,bottle opener but the notch and hook is on the left. has a handle on the right. | kinda an elephant with his trunk facing right,True,0.7989877462387085,0.7888553142547607,0.2538803815841675,0.12327340245246887,0.26991748809814453,0.12259562313556671,0.7895730137825012,0.7682989835739136,0.0,1.0,0.0,0.0,0.010132431983947754,0.1306069791316986,0.14732186496257782
XAFZuvMakrAC3f67A-page7-17-page3-124,page7-17.svg,page3-124.svg,big block with a foot going to the left | a door open with an arch,close up of legs with the foot towards the left | door open within arches,True,0.7847616076469421,0.7974840402603149,0.048569101840257645,0.1799195259809494,0.2542656362056732,0.3213365375995636,0.7752487063407898,0.8008919954299927,1.0,0.0,0.0,1.0,-0.012722432613372803,-0.13135042414069176,-0.06707090139389038
XAFZuvMakrAC3f67A-page4-214-page6-234,page4-214.svg,page6-234.svg,a candy with one side open | 3 triangles together on the left of the tangram,candw with right side open | a cliff face towards the left,False,0.7766413688659668,0.7923414707183838,0.1086638942360878,0.11816369742155075,0.09361660480499268,0.2680184841156006,0.7651655077934265,0.7723169326782227,0.0,0.0,1.0,-1.0,-0.015700101852416992,-0.009499803185462952,-0.1744018793106079
XAFZuvMakrAC3f67A-page8-153-page8-153,page8-153.svg,page8-153.svg,man standing toward the left with one arm out | a man standing with his hand to the left,man with one arm out to the left | man with arm down to left,True,0.9351994395256042,0.9556548595428467,0.7934327721595764,0.8768866658210754,0.7723868489265442,0.9204064011573792,0.9643915295600891,0.9599831104278564,0.0,1.0,0.0,0.0,-0.02045542001724243,-0.08345389366149902,-0.14801955223083496
XAFZuvMakrAC3f67A-page1-54-page1-37,page1-54.svg,page1-37.svg,a rocket | a bat hanging with closed wings,a rocket | bookmark,False,0.7982152104377747,0.7875562906265259,0.07849735021591187,0.17551164329051971,0.1916169822216034,0.1897108405828476,0.802101194858551,0.8225133419036865,0.0,1.0,0.0,0.0,0.01065891981124878,-0.09701429307460785,0.0019061416387557983
XAFZuvMakrAC3f67A-page4-64-page5-247,page4-64.svg,page5-247.svg,man looking to the left with two arms out | person with a robe pointing to the left,man with 2 arms to the left | man in robe carrying tray to the left,True,0.8886743783950806,0.8763617277145386,0.4331531822681427,0.3583779036998749,0.4510093033313751,0.46263939142227173,0.8721846342086792,0.8594188690185547,0.0,0.0,1.0,-1.0,0.012312650680541992,0.07477527856826782,-0.011630088090896606
XAFZuvMakrAC3f67A-page3-24-page4-140,page3-24.svg,page4-140.svg,a teapot | a pot with a spout on the right,teapot | teapot,False,0.8828292489051819,0.9999991059303284,0.5012353658676147,1.0,0.5258228182792664,1.0,0.8294785022735596,0.9999983906745911,0.0,0.0,1.0,-1.0,-0.11716985702514648,-0.49876463413238525,-0.47417718172073364
XAFZuvMakrAC3f67A-page3-129-page5-215,page3-129.svg,page5-215.svg,a boat with a diamond on the top | a pyramid with two geometric shapes above,a water feature | building with two geometric shapes on top,True,0.8209633827209473,0.7942537069320679,0.45850521326065063,0.14728207886219025,0.2555074095726013,0.10858815163373947,0.7726863622665405,0.7542018890380859,1.0,0.0,0.0,1.0,0.026709675788879395,0.3112231343984604,0.14691925793886185
XAFZuvMakrAC3f67A-page5-134-page3-8,page5-134.svg,page3-8.svg,an up side 3 pyramid | a table with 2 triangle legs,upside down mountains | table with 2 triangle legs,False,0.7980038523674011,0.7672638297080994,0.323534220457077,0.27922558784484863,0.34648942947387695,0.12013513594865799,0.7886714339256287,0.721744179725647,0.0,1.0,0.0,0.0,0.030740022659301758,0.044308632612228394,0.22635429352521896
XAFZuvMakrAC3f67A-page1-114-page1-118,page1-114.svg,page1-118.svg,a fruit bowl | a goblet or font,fruit bowl | a bowl on a pedestal,True,0.8401217460632324,0.8791197538375854,0.44045889377593994,0.5437716245651245,0.1707175374031067,0.6242517828941345,0.7706769108772278,0.8610247373580933,0.0,0.0,1.0,-1.0,-0.03899800777435303,-0.10331273078918457,-0.45353424549102783
XAFZuvMakrAC3f67A-page7-122-page5-244,page7-122.svg,page5-244.svg,a man walking to the left | a person getting ready to sprint,man walking to the left | man running to the left,False,0.8213725090026855,0.9428487420082092,0.40335631370544434,0.725998044013977,0.15920880436897278,0.6817972660064697,0.7882311344146729,0.9304138422012329,0.0,0.0,1.0,-1.0,-0.12147623300552368,-0.3226417303085327,-0.522588461637497
YCC7eMxjeSSS3FTo2-page3-188-page1-175,page3-188.svg,page1-175.svg,an upside down house. | losangle,upside down house | romboid figure,True,0.7613629102706909,0.7763829231262207,0.13136649131774902,0.10928132385015488,0.17028307914733887,0.1539686769247055,0.7544364333152771,0.7451224327087402,0.0,1.0,0.0,0.0,-0.015020012855529785,0.022085167467594147,0.016314402222633362
YCC7eMxjeSSS3FTo2-page5-199-page3-43,page5-199.svg,page3-43.svg,a bird standing upright. | scythe,"bird standing upright on two legs | simbol of soviet union, or communism",True,0.785283088684082,0.7724791765213013,0.07338312268257141,0.011019003577530384,0.014316337183117867,-0.007654354441910982,0.7725560069084167,0.7445202469825745,1.0,0.0,0.0,1.0,0.012803912162780762,0.06236411910504103,0.02197069162502885
YCC7eMxjeSSS3FTo2-page1-103-page1-66,page1-103.svg,page1-66.svg,a house on a pedestal | a chalice,house on a pedestal | upright glass,True,0.8207220435142517,0.8198668360710144,0.19094884395599365,0.33102041482925415,0.12237853556871414,0.31638020277023315,0.7682552337646484,0.795701265335083,0.0,2.0,0.0,0.0,0.0008552074432373047,-0.1400715708732605,-0.194001667201519
YCC7eMxjeSSS3FTo2-page3-207-page7-37,page3-207.svg,page7-37.svg,man walking | a bird looking up,guy walking | person sitting on ground with legs folded,False,0.8198754787445068,0.8268195986747742,0.040937650948762894,0.13348431885242462,0.06892979890108109,0.2888290286064148,0.8061705231666565,0.8160841464996338,0.0,0.0,1.0,-1.0,-0.006944119930267334,-0.09254666790366173,-0.2198992297053337
YCC7eMxjeSSS3FTo2-page4-11-page7-224,page4-11.svg,page7-224.svg,man sitting | a candle,man sitting with a coat | lit candle,False,0.7988722324371338,0.7537785768508911,0.05989956855773926,0.08493368327617645,0.16086991131305695,0.048611100763082504,0.7988194823265076,0.7594941854476929,0.0,1.0,0.0,0.0,0.045093655586242676,-0.025034114718437195,0.11225881054997444
YCC7eMxjeSSS3FTo2-page4-118-page1-68,page4-118.svg,page1-68.svg,cup with a detached arrow pointed up | an upside down glass,cup with a triangle on top | upside down chalice,False,0.8531381487846375,0.8661947250366211,0.3232472836971283,0.5485115051269531,0.3555649220943451,0.2299433946609497,0.7792437672615051,0.8071179986000061,0.0,1.0,0.0,0.0,-0.013056576251983643,-0.22526422142982483,0.12562152743339539
YCC7eMxjeSSS3FTo2-page2-157-page6-207,page2-157.svg,page6-207.svg,a triangle balancing on a pole | twisted arrow pointed up,arrow pointing up | arrow pointed up,True,0.8219245672225952,0.972798764705658,0.5372490286827087,0.7358739972114563,0.2877941429615021,0.9477221965789795,0.8098300695419312,0.9999993443489075,0.0,0.0,1.0,-1.0,-0.15087419748306274,-0.19862496852874756,-0.6599280536174774
YCC7eMxjeSSS3FTo2-page2-176-page8-157,page2-176.svg,page8-157.svg,a hook | letter l,"backward j | letter l, with a tip twisted",True,0.8073079586029053,0.7807043790817261,0.293362557888031,0.2969955503940582,0.26809266209602356,0.2821490466594696,0.7743331789970398,0.7639405727386475,0.0,0.0,1.0,-1.0,0.0266035795211792,-0.0036329925060272217,-0.014056384563446045
YCC7eMxjeSSS3FTo2-page8-30-page8-30,page8-30.svg,page8-30.svg,a person sitting in a boat | guy in a boat,ice cream with cherry | ice-cream,False,0.938765287399292,0.9018527269363403,0.789770781993866,0.6189980506896973,0.7545032501220703,0.7696530818939209,0.9149099588394165,0.9160091876983643,0.0,1.0,0.0,0.0,0.03691256046295166,0.1707727313041687,-0.015149831771850586
YCC7eMxjeSSS3FTo2-page7-102-page7-229,page7-102.svg,page7-229.svg,woman with a dress | a woman in a dress,"a plane flying, the view angle is above the plane | woman in dress",False,0.9823782444000244,0.761095404624939,0.9418810606002808,-0.02079995907843113,0.9749472141265869,0.11562207341194153,0.9999978542327881,0.7415509223937988,1.0,0.0,0.0,1.0,0.22128283977508545,0.9626810196787119,0.8593251407146454
WXTckM4oJxEnFDFLe-page3-47-page7-28,page3-47.svg,page7-28.svg,two large rectangles on horisontally on eachother | a bed from the side angle. there's a headboard and bed.,"two rectangles laying horisontally on top of eachother the one on top slightly to the right | a bed from the side angle, theres a headboard and then the bed part",True,0.8138984441757202,0.8244234919548035,0.26452547311782837,0.35626116394996643,0.22885628044605255,0.3617725372314453,0.7797557711601257,0.7961113452911377,0.0,1.0,0.0,0.0,-0.010525047779083252,-0.09173569083213806,-0.13291625678539276
WXTckM4oJxEnFDFLe-page7-241-page3-45,page7-241.svg,page3-45.svg,hourglass | big square with a small rectangle out the bottom,"an hourglass, bottom half is a triangle | big square with a long rectangle going through it mostly at the bottom",False,0.8220486640930176,0.8502609729766846,0.11017540097236633,0.3053763210773468,0.17012299597263336,0.3690701723098755,0.8210649490356445,0.8116986751556396,0.0,1.0,0.0,0.0,-0.028212308883666992,-0.19520092010498047,-0.19894717633724213
WXTckM4oJxEnFDFLe-page3-23-page3-23,page3-23.svg,page3-23.svg,fox with hat and collar | an x but there's an object blocking the top part,fox | fox,False,0.8088781833648682,0.999996542930603,0.10290045291185379,1.0,0.22368904948234558,1.0,0.7674252390861511,0.9999974370002747,0.0,0.0,1.0,-1.0,-0.19111835956573486,-0.8970995470881462,-0.7763109505176544
WXTckM4oJxEnFDFLe-page1-157-page7-244,page1-157.svg,page7-244.svg,a hoodie with a triangular point at the bottom | small rectangle on top of big triangle with some smaller parts on each side,"a hoodie, there are arms but the bottom is triangular and pointing downwards | small square on top of a large triangle facing downwards into two rectangles witht two triangles at the bottom",True,0.8427163362503052,0.844771146774292,0.4024120569229126,0.32950180768966675,0.3625524044036865,0.31808072328567505,0.8265108466148376,0.8392111659049988,0.0,0.0,1.0,-1.0,-0.0020548105239868164,0.07291024923324585,0.044471681118011475
WXTckM4oJxEnFDFLe-page3-25-page9-42,page3-25.svg,page9-42.svg,square box on downward facing triangles except bottom which is upright | it kind of a flower. the top is flat and there's a stem in a pot.,"a fountain | looks almost a flower in a pot, there's a flat top, a stem and then a pot",True,0.7847997546195984,0.7980466485023499,0.11664249747991562,0.192799374461174,0.11124441772699356,0.26696503162384033,0.7673652768135071,0.7689903378486633,0.0,1.0,0.0,0.0,-0.013246893882751465,-0.07615687698125839,-0.15572061389684677
WXTckM4oJxEnFDFLe-page1-6-page7-133,page1-6.svg,page7-133.svg,a triangle with a diamond underneath | block of many triangles,lamp with triangular lamp shade | a big lump with no specifics,False,0.8410035967826843,0.7618394494056702,0.48170533776283264,0.17134340107440948,0.48889169096946716,0.0617256686091423,0.8454487919807434,0.7445732355117798,1.0,0.0,0.0,1.0,0.07916414737701416,0.31036193668842316,0.42716602236032486
WXTckM4oJxEnFDFLe-page6-107-page1-79,page6-107.svg,page1-79.svg,spaceship | a tree. it's a rectangle with three triangles along it.,"a sppaceship, thick upper part | a rectangle wth three triangles along it, a tree",True,0.7684674263000488,0.795525848865509,0.13491296768188477,0.0997793972492218,0.16553394496440887,0.15239861607551575,0.7577545046806335,0.7206059694290161,0.0,1.0,0.0,0.0,-0.027058422565460205,0.035133570432662964,0.013135328888893127
