Unnamed: 0,player_id,is_same_thread,phase2_text,phase2_image,phase3_text,phase3_image,phase2_thread,phase3_thread,image_sim,text_sim
821,271,False,3 triangles on bottom. funnel on top,page7-22.svg,person standing up. triangle balancing on stomach,page6-177.svg,"['page7-22.svg', 'page7-22.svg', 'page7-22.svg']","['page2-143.svg', 'page6-177.svg', 'page5-178.svg']",0.1052158698439598,0.8288412690162659
822,271,True,waiter with glass,page5-178.svg,person standing up. triangle balancing on stomach,page6-177.svg,"['page2-143.svg', 'page6-177.svg', 'page5-178.svg']","['page2-143.svg', 'page6-177.svg', 'page5-178.svg']",0.5347837209701538,0.793128490447998
823,271,False,waiter with glass,page5-178.svg,3 triangles with funnel on top,page7-22.svg,"['page2-143.svg', 'page6-177.svg', 'page5-178.svg']","['page7-22.svg', 'page7-22.svg', 'page7-22.svg']",-0.0006306958966888,0.8033925294876099
824,271,True,toilet backwards side angle,page7-219.svg,havent had this one. 2 black shapes. larger on the right. a knife blade shape through middle,page8-217.svg,"['page8-217.svg', 'page9-25.svg', 'page7-219.svg']","['page8-217.svg', 'page9-25.svg', 'page7-219.svg']",0.4406062662601471,0.7609747052192688
825,271,False,toilet backwards side angle,page7-219.svg,person standing up. triangle balancing on stomach,page6-177.svg,"['page8-217.svg', 'page9-25.svg', 'page7-219.svg']","['page2-143.svg', 'page6-177.svg', 'page5-178.svg']",0.1499553024768829,0.7881714105606079
826,153,True,side back view of a toilet,page7-219.svg,y-shaped wrench,page9-25.svg,"['page8-217.svg', 'page9-25.svg', 'page7-219.svg']","['page8-217.svg', 'page9-25.svg', 'page7-219.svg']",0.3441182672977447,0.7969226837158203
827,153,False,side back view of a toilet,page7-219.svg,waiter holding glass,page2-143.svg,"['page8-217.svg', 'page9-25.svg', 'page7-219.svg']","['page2-143.svg', 'page6-177.svg', 'page5-178.svg']",0.0616671107709407,0.7888582348823547
828,153,True,funnel resting on shapes,page7-22.svg,funnel sitting on top of shapes,page7-22.svg,"['page7-22.svg', 'page7-22.svg', 'page7-22.svg']","['page7-22.svg', 'page7-22.svg', 'page7-22.svg']",1.0,0.95915287733078
829,153,False,funnel resting on shapes,page7-22.svg,y-shaped wrench,page9-25.svg,"['page7-22.svg', 'page7-22.svg', 'page7-22.svg']","['page8-217.svg', 'page9-25.svg', 'page7-219.svg']",-0.1887464821338653,0.8170304298400879
830,153,True,mountain range,page5-58.svg,mountain range,page7-15.svg,"['page7-15.svg', 'page5-57.svg', 'page5-58.svg']","['page7-15.svg', 'page5-57.svg', 'page5-58.svg']",0.7632442116737366,1.0
831,153,False,mountain range,page5-58.svg,y-shaped wrench,page9-25.svg,"['page7-15.svg', 'page5-57.svg', 'page5-58.svg']","['page8-217.svg', 'page9-25.svg', 'page7-219.svg']",-0.0637699589133262,0.7707777619361877
832,153,True,bow and arrow,page7-234.svg,a chevron,page1-85.svg,"['page1-85.svg', 'page7-185.svg', 'page7-234.svg']","['page1-85.svg', 'page7-185.svg', 'page7-234.svg']",0.3474637567996979,0.8342543244361877
833,153,False,bow and arrow,page7-234.svg,mountain range,page7-15.svg,"['page1-85.svg', 'page7-185.svg', 'page7-234.svg']","['page7-15.svg', 'page5-57.svg', 'page5-58.svg']",0.0552372448146343,0.7961798906326294
834,153,True,waiter holding glass,page5-178.svg,waiter holding glass,page2-143.svg,"['page2-143.svg', 'page6-177.svg', 'page5-178.svg']","['page2-143.svg', 'page6-177.svg', 'page5-178.svg']",0.665454626083374,0.9999986886978148
835,153,False,waiter holding glass,page5-178.svg,y-shaped wrench,page9-25.svg,"['page2-143.svg', 'page6-177.svg', 'page5-178.svg']","['page8-217.svg', 'page9-25.svg', 'page7-219.svg']",-0.0786542668938636,0.7749364376068115
836,159,True,upside down triangle,page6-198.svg,chinese style hat or large triangle on person,page1-5.svg,"['page1-5.svg', 'page7-85.svg', 'page6-198.svg']","['page1-5.svg', 'page7-85.svg', 'page6-198.svg']",0.3583301305770874,0.8417409658432007
837,159,False,upside down triangle,page6-198.svg,man on knees,page6-192.svg,"['page1-5.svg', 'page7-85.svg', 'page6-198.svg']","['page6-192.svg', 'page6-192.svg', 'page6-192.svg']",0.0928274467587471,0.7953410148620605
838,159,True,small square atop diamond,page7-105.svg,small square atop two rectangles,page7-96.svg,"['page7-96.svg', 'page1-49.svg', 'page7-105.svg']","['page7-96.svg', 'page1-49.svg', 'page7-105.svg']",0.742436408996582,0.914461314678192
839,159,False,small square atop diamond,page7-105.svg,man on knees,page6-192.svg,"['page7-96.svg', 'page1-49.svg', 'page7-105.svg']","['page6-192.svg', 'page6-192.svg', 'page6-192.svg']",-0.1661043316125869,0.7768563628196716
840,159,True,galloping horse,page5-86.svg,long sheep or dachsund,page9-32.svg,"['page5-84.svg', 'page9-32.svg', 'page5-86.svg']","['page5-84.svg', 'page9-32.svg', 'page5-86.svg']",0.6894433498382568,0.8028066158294678
841,159,False,galloping horse,page5-86.svg,small square atop two rectangles,page7-96.svg,"['page5-84.svg', 'page9-32.svg', 'page5-86.svg']","['page7-96.svg', 'page1-49.svg', 'page7-105.svg']",-0.1061858907341957,0.7744787335395813
842,159,True,sheep,page7-145.svg,a dog on its hind legs,page8-189.svg,"['page2-79.svg', 'page8-189.svg', 'page7-145.svg']","['page2-79.svg', 'page8-189.svg', 'page7-145.svg']",0.6428009271621704,0.8175458312034607
843,159,False,sheep,page7-145.svg,small square atop two rectangles,page7-96.svg,"['page2-79.svg', 'page8-189.svg', 'page7-145.svg']","['page7-96.svg', 'page1-49.svg', 'page7-105.svg']",-0.0180979892611503,0.7655075788497925
844,159,True,sleeping standing up or man on knees,page6-192.svg,man on knees,page6-192.svg,"['page6-192.svg', 'page6-192.svg', 'page6-192.svg']","['page6-192.svg', 'page6-192.svg', 'page6-192.svg']",1.0,0.9037997722625732
845,159,False,sleeping standing up or man on knees,page6-192.svg,a dog on its hind legs,page8-189.svg,"['page6-192.svg', 'page6-192.svg', 'page6-192.svg']","['page2-79.svg', 'page8-189.svg', 'page7-145.svg']",0.1163614615797996,0.8294768929481506
846,224,True,gallopping horse,page5-86.svg,galloping horse,page5-84.svg,"['page5-84.svg', 'page9-32.svg', 'page5-86.svg']","['page5-84.svg', 'page9-32.svg', 'page5-86.svg']",0.7044152617454529,0.9874540567398072
847,224,False,gallopping horse,page5-86.svg,square small on diamond,page1-49.svg,"['page5-84.svg', 'page9-32.svg', 'page5-86.svg']","['page7-96.svg', 'page1-49.svg', 'page7-105.svg']",-0.079437717795372,0.7391427159309387
848,224,True,small square ontop diamond,page7-105.svg,square small on diamond,page1-49.svg,"['page7-96.svg', 'page1-49.svg', 'page7-105.svg']","['page7-96.svg', 'page1-49.svg', 'page7-105.svg']",0.5979276299476624,0.9437952041625975
849,224,False,small square ontop diamond,page7-105.svg,man on knees,page6-192.svg,"['page7-96.svg', 'page1-49.svg', 'page7-105.svg']","['page6-192.svg', 'page6-192.svg', 'page6-192.svg']",-0.1661043316125869,0.7785671949386597
850,224,True,sheep or triangle on top diamond,page7-145.svg,toitoise without a head,page2-79.svg,"['page2-79.svg', 'page8-189.svg', 'page7-145.svg']","['page2-79.svg', 'page8-189.svg', 'page7-145.svg']",0.6524016261100769,0.7633792757987976
851,224,False,sheep or triangle on top diamond,page7-145.svg,square small on diamond,page1-49.svg,"['page2-79.svg', 'page8-189.svg', 'page7-145.svg']","['page7-96.svg', 'page1-49.svg', 'page7-105.svg']",-0.0008814450702629,0.8678388595581055
852,224,True,man on his knees,page6-192.svg,man on knees,page6-192.svg,"['page6-192.svg', 'page6-192.svg', 'page6-192.svg']","['page6-192.svg', 'page6-192.svg', 'page6-192.svg']",1.0,0.9810413122177124
853,224,False,man on his knees,page6-192.svg,toitoise without a head,page2-79.svg,"['page6-192.svg', 'page6-192.svg', 'page6-192.svg']","['page2-79.svg', 'page8-189.svg', 'page7-145.svg']",0.0635902732610702,0.7877062559127808
854,219,True,christmas tree with a top,page4-148.svg,three triangle and 2 square all black,page2-16.svg,"['page4-217.svg', 'page2-16.svg', 'page4-148.svg']","['page4-217.svg', 'page2-16.svg', 'page4-148.svg']",0.5373733043670654,0.770294725894928
855,219,False,christmas tree with a top,page4-148.svg,praying man,page-D.svg,"['page4-217.svg', 'page2-16.svg', 'page4-148.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",0.0883198007941246,0.7715213894844055
856,219,True,man praying,page3-198.svg,praying man,page-D.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",0.6559743285179138,0.9390109777450562
857,219,False,man praying,page3-198.svg,a rocket falling,page3-69.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page3-69.svg', 'page5-144.svg', 'page6-199.svg']",0.008561672642827,0.791138768196106
858,219,True,christmas tree without a top,page6-199.svg,a rocket falling,page3-69.svg,"['page3-69.svg', 'page5-144.svg', 'page6-199.svg']","['page3-69.svg', 'page5-144.svg', 'page6-199.svg']",0.4465940296649933,0.7807130813598633
859,219,False,christmas tree without a top,page6-199.svg,three triangle and 2 square all black,page2-16.svg,"['page3-69.svg', 'page5-144.svg', 'page6-199.svg']","['page4-217.svg', 'page2-16.svg', 'page4-148.svg']",0.0240246336907148,0.7716083526611328
860,219,True,h,page9-14.svg,letter m,page8-158.svg,"['page8-158.svg', 'page4-93.svg', 'page9-14.svg']","['page8-158.svg', 'page4-93.svg', 'page9-14.svg']",0.4365456104278564,0.8179150819778442
861,219,False,h,page9-14.svg,praying man,page-D.svg,"['page8-158.svg', 'page4-93.svg', 'page9-14.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",-0.0206273347139358,0.7829347848892212
862,219,True,the dinausor,page2-155.svg,a dinausor,page4-177.svg,"['page4-177.svg', 'page7-236.svg', 'page2-155.svg']","['page4-177.svg', 'page7-236.svg', 'page2-155.svg']",0.7788749933242798,0.9654595851898192
863,219,False,the dinausor,page2-155.svg,a rocket falling,page3-69.svg,"['page4-177.svg', 'page7-236.svg', 'page2-155.svg']","['page3-69.svg', 'page5-144.svg', 'page6-199.svg']",-0.1747360229492187,0.7430419921875
864,132,True,christmas tree without top,page6-199.svg,a rocket taking off,page5-144.svg,"['page3-69.svg', 'page5-144.svg', 'page6-199.svg']","['page3-69.svg', 'page5-144.svg', 'page6-199.svg']",0.4075509905815124,0.7508118748664856
865,132,False,christmas tree without top,page6-199.svg,a h,page4-93.svg,"['page3-69.svg', 'page5-144.svg', 'page6-199.svg']","['page8-158.svg', 'page4-93.svg', 'page9-14.svg']",-0.1285055875778198,0.7484856843948364
866,132,True,man praying,page3-198.svg,man praying,page4-11.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",0.745482325553894,0.9999983906745912
867,132,False,man praying,page3-198.svg,christmas tree with top,page4-217.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page4-217.svg', 'page2-16.svg', 'page4-148.svg']",0.1032426133751869,0.7752176523208618
868,132,True,dinosaur,page2-155.svg,a llama,page7-236.svg,"['page4-177.svg', 'page7-236.svg', 'page2-155.svg']","['page4-177.svg', 'page7-236.svg', 'page2-155.svg']",0.5478112697601318,0.8389968872070312
869,132,False,dinosaur,page2-155.svg,man praying,page4-11.svg,"['page4-177.svg', 'page7-236.svg', 'page2-155.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",-0.0159228891134262,0.7908740043640137
870,132,True,h,page9-14.svg,a h,page4-93.svg,"['page8-158.svg', 'page4-93.svg', 'page9-14.svg']","['page8-158.svg', 'page4-93.svg', 'page9-14.svg']",0.4361799955368042,0.8923775553703308
871,132,False,h,page9-14.svg,a llama,page7-236.svg,"['page8-158.svg', 'page4-93.svg', 'page9-14.svg']","['page4-177.svg', 'page7-236.svg', 'page2-155.svg']",0.0169539395719766,0.7956279516220093
872,132,True,christmas tree with top,page4-148.svg,christmas tree with top,page4-217.svg,"['page4-217.svg', 'page2-16.svg', 'page4-148.svg']","['page4-217.svg', 'page2-16.svg', 'page4-148.svg']",0.5833468437194824,0.9999984502792358
873,132,False,christmas tree with top,page4-148.svg,a h,page4-93.svg,"['page4-217.svg', 'page2-16.svg', 'page4-148.svg']","['page8-158.svg', 'page4-93.svg', 'page9-14.svg']",0.0955351740121841,0.7588329315185547
874,31,True,"man kneeling, holding something or praying",page3-198.svg,a man holding something or praying facing lef5,page-D.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",0.6559743285179138,0.9193853735923768
875,31,False,"man kneeling, holding something or praying",page3-198.svg,a cat or fox,page5-80.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page5-96.svg', 'page5-80.svg', 'page5-85.svg']",-0.0859571322798729,0.7894023060798645
876,31,True,cup with a snake,page4-97.svg,a cup with a snwke facing right,page4-97.svg,"['page4-97.svg', 'page4-97.svg', 'page4-97.svg']","['page4-97.svg', 'page4-97.svg', 'page4-97.svg']",1.0,0.8825924396514893
877,31,False,cup with a snake,page4-97.svg,a man holding something or praying facing lef5,page-D.svg,"['page4-97.svg', 'page4-97.svg', 'page4-97.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",0.0276177730411291,0.787848174571991
878,31,True,"open mouth face, facing right",page7-191.svg,"an upside down bat, sleeping",page4-157.svg,"['page4-157.svg', 'page4-214.svg', 'page7-191.svg']","['page4-157.svg', 'page4-214.svg', 'page7-191.svg']",0.3814444541931152,0.7917276620864868
879,31,False,"open mouth face, facing right",page7-191.svg,man bent over facing left and picking up one leg,page6-179.svg,"['page4-157.svg', 'page4-214.svg', 'page7-191.svg']","['page6-179.svg', 'page6-173.svg', 'page6-181.svg']",-0.1375737935304641,0.8267151117324829
880,31,True,hunched over man walking left,page6-181.svg,man bent over facing left and picking up one leg,page6-179.svg,"['page6-179.svg', 'page6-173.svg', 'page6-181.svg']","['page6-179.svg', 'page6-173.svg', 'page6-181.svg']",0.8550229072570801,0.8905609846115112
881,31,False,hunched over man walking left,page6-181.svg,a cat or fox,page5-80.svg,"['page6-179.svg', 'page6-173.svg', 'page6-181.svg']","['page5-96.svg', 'page5-80.svg', 'page5-85.svg']",-0.0787043422460556,0.7741335034370422
882,31,True,cat or fox,page5-85.svg,a cat or fox,page5-80.svg,"['page5-96.svg', 'page5-80.svg', 'page5-85.svg']","['page5-96.svg', 'page5-80.svg', 'page5-85.svg']",0.6392082571983337,0.9701340198516846
883,31,False,cat or fox,page5-85.svg,a man holding something or praying facing lef5,page-D.svg,"['page5-96.svg', 'page5-80.svg', 'page5-85.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",-0.0874823257327079,0.78352290391922
884,289,True,a cat or fox,page5-85.svg,cat or fox,page5-96.svg,"['page5-96.svg', 'page5-80.svg', 'page5-85.svg']","['page5-96.svg', 'page5-80.svg', 'page5-85.svg']",0.6761398911476135,0.9701516032218932
885,289,False,a cat or fox,page5-85.svg,cup with a snake pointing right,page4-97.svg,"['page5-96.svg', 'page5-80.svg', 'page5-85.svg']","['page4-97.svg', 'page4-97.svg', 'page4-97.svg']",0.1248656883835792,0.8091701865196228
886,289,True,man praying or holding a bowl facing the bottom left,page3-198.svg,man praying or sadly facing to the left at an angle,page4-11.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",0.745482325553894,0.9291048049926758
887,289,False,man praying or holding a bowl facing the bottom left,page3-198.svg,man hunched facing right,page6-173.svg,"['page4-11.svg', 'page-D.svg', 'page3-198.svg']","['page6-179.svg', 'page6-173.svg', 'page6-181.svg']",0.2266323566436767,0.8687145709991455
888,289,True,turtle mouth facing the right,page7-191.svg,"a horn facing to the left, very bottom right",page4-214.svg,"['page4-157.svg', 'page4-214.svg', 'page7-191.svg']","['page4-157.svg', 'page4-214.svg', 'page7-191.svg']",0.3466709852218628,0.8525948524475098
889,289,False,turtle mouth facing the right,page7-191.svg,man hunched facing right,page6-173.svg,"['page4-157.svg', 'page4-214.svg', 'page7-191.svg']","['page6-179.svg', 'page6-173.svg', 'page6-181.svg']",-0.133147045969963,0.862408459186554
890,289,True,man hunched over walking to the left,page6-181.svg,man hunched facing right,page6-173.svg,"['page6-179.svg', 'page6-173.svg', 'page6-181.svg']","['page6-179.svg', 'page6-173.svg', 'page6-181.svg']",0.7889203429222107,0.9308056831359864
891,289,False,man hunched over walking to the left,page6-181.svg,man praying or sadly facing to the left at an angle,page4-11.svg,"['page6-179.svg', 'page6-173.svg', 'page6-181.svg']","['page4-11.svg', 'page-D.svg', 'page3-198.svg']",0.2617450654506683,0.8841907382011414
892,289,True,cup with a snake facing the right,page4-97.svg,cup with a snake pointing right,page4-97.svg,"['page4-97.svg', 'page4-97.svg', 'page4-97.svg']","['page4-97.svg', 'page4-97.svg', 'page4-97.svg']",1.0,0.9737870693206788
893,289,False,cup with a snake facing the right,page4-97.svg,man hunched facing right,page6-173.svg,"['page4-97.svg', 'page4-97.svg', 'page4-97.svg']","['page6-179.svg', 'page6-173.svg', 'page6-181.svg']",0.0365553647279739,0.8659918904304504
894,300,True,person sitting on the ground,page7-52.svg,person sitting on the ground,page7-52.svg,"['page7-52.svg', 'page7-52.svg', 'page7-52.svg']","['page7-52.svg', 'page7-52.svg', 'page7-52.svg']",1.0,1.0
895,300,False,person sitting on the ground,page7-52.svg,a wavy angled road that runs from the top to the bottom and doesn't touch either side,page3-21.svg,"['page7-52.svg', 'page7-52.svg', 'page7-52.svg']","['page3-21.svg', 'page1-36.svg', 'page2-100.svg']",-0.1129335537552833,0.7617822289466858
896,300,True,stop sign with wavy pole,page2-100.svg,a wavy angled road that runs from the top to the bottom and doesn't touch either side,page3-21.svg,"['page3-21.svg', 'page1-36.svg', 'page2-100.svg']","['page3-21.svg', 'page1-36.svg', 'page2-100.svg']",0.5599146485328674,0.829683244228363
897,300,False,stop sign with wavy pole,page2-100.svg,person sitting on the ground,page7-52.svg,"['page3-21.svg', 'page1-36.svg', 'page2-100.svg']","['page7-52.svg', 'page7-52.svg', 'page7-52.svg']",-0.0603211112320423,0.777411937713623
898,300,True,an arrow pointing to the lower left,page6-72.svg,"a large triangle covering half the square with the point in the top right, then the left corner is folded down. point in the lower right",page6-234.svg,"['page6-21.svg', 'page6-234.svg', 'page6-72.svg']","['page6-21.svg', 'page6-234.svg', 'page6-72.svg']",0.3994410634040832,0.8633111119270325
899,300,False,an arrow pointing to the lower left,page6-72.svg,a wavy angled road that runs from the top to the bottom and doesn't touch either side,page3-21.svg,"['page6-21.svg', 'page6-234.svg', 'page6-72.svg']","['page3-21.svg', 'page1-36.svg', 'page2-100.svg']",-0.1204617917537689,0.7821668982505798
900,300,True,low table with two pointy things,page6-141.svg,a crown with a flat bottom and four pointy things pointing straight up,page2-182.svg,"['page2-26.svg', 'page2-182.svg', 'page6-141.svg']","['page2-26.svg', 'page2-182.svg', 'page6-141.svg']",0.4400952160358429,0.8597021698951721
901,300,False,low table with two pointy things,page6-141.svg,person sitting on the ground,page7-52.svg,"['page2-26.svg', 'page2-182.svg', 'page6-141.svg']","['page7-52.svg', 'page7-52.svg', 'page7-52.svg']",0.0164716616272926,0.81058669090271
902,300,True,rectangle with wings on both sides,page3-191.svg,a sit in video game with a big rectangle on the right side,page7-140.svg,"['page7-140.svg', 'page6-208.svg', 'page3-191.svg']","['page7-140.svg', 'page6-208.svg', 'page3-191.svg']",0.5416668057441711,0.8289559483528137
903,300,False,rectangle with wings on both sides,page3-191.svg,a crown with a flat bottom and four pointy things pointing straight up,page2-182.svg,"['page7-140.svg', 'page6-208.svg', 'page3-191.svg']","['page2-26.svg', 'page2-182.svg', 'page6-141.svg']",0.1484895497560501,0.8292402625083923
904,66,True,a rectangle with wings,page3-191.svg,a long flat bottom with a single pointy mid top,page6-208.svg,"['page7-140.svg', 'page6-208.svg', 'page3-191.svg']","['page7-140.svg', 'page6-208.svg', 'page3-191.svg']",0.5374168753623962,0.8429051637649536
905,66,False,a rectangle with wings,page3-191.svg,a tag that looks ripped with a flat top and a pointy bottom,page6-21.svg,"['page7-140.svg', 'page6-208.svg', 'page3-191.svg']","['page6-21.svg', 'page6-234.svg', 'page6-72.svg']",0.075627364218235,0.7991522550582886
906,66,True,a person sitting on the ground,page7-52.svg,a man sitting on the ground,page7-52.svg,"['page7-52.svg', 'page7-52.svg', 'page7-52.svg']","['page7-52.svg', 'page7-52.svg', 'page7-52.svg']",1.0,0.9759388566017152
907,66,False,a person sitting on the ground,page7-52.svg,a long flat bottom with a single pointy mid top,page6-208.svg,"['page7-52.svg', 'page7-52.svg', 'page7-52.svg']","['page7-140.svg', 'page6-208.svg', 'page3-191.svg']",0.1940334290266037,0.812140703201294
908,66,True,a stop sign with wave pole no worries,page2-100.svg,a stop sign with a straight pole,page1-36.svg,"['page3-21.svg', 'page1-36.svg', 'page2-100.svg']","['page3-21.svg', 'page1-36.svg', 'page2-100.svg']",0.5051647424697876,0.9253413677215576
909,66,False,a stop sign with wave pole no worries,page2-100.svg,a tag that looks ripped with a flat top and a pointy bottom,page6-21.svg,"['page3-21.svg', 'page1-36.svg', 'page2-100.svg']","['page6-21.svg', 'page6-234.svg', 'page6-72.svg']",-0.0517591498792171,0.7628839015960693
910,66,True,low table with two pointy things on top,page6-141.svg,a spaceship with three triangles pointed down and 2 pointed up,page2-26.svg,"['page2-26.svg', 'page2-182.svg', 'page6-141.svg']","['page2-26.svg', 'page2-182.svg', 'page6-141.svg']",0.4608204662799835,0.8541683554649353
911,66,False,low table with two pointy things on top,page6-141.svg,a long flat bottom with a single pointy mid top,page6-208.svg,"['page2-26.svg', 'page2-182.svg', 'page6-141.svg']","['page7-140.svg', 'page6-208.svg', 'page3-191.svg']",0.3651974499225616,0.8886860013008118
912,66,True,arrow pointing bottom left,page6-72.svg,a tag that looks ripped with a flat top and a pointy bottom,page6-21.svg,"['page6-21.svg', 'page6-234.svg', 'page6-72.svg']","['page6-21.svg', 'page6-234.svg', 'page6-72.svg']",0.404067724943161,0.8175392746925354
913,66,False,arrow pointing bottom left,page6-72.svg,a man sitting on the ground,page7-52.svg,"['page6-21.svg', 'page6-234.svg', 'page6-72.svg']","['page7-52.svg', 'page7-52.svg', 'page7-52.svg']",0.0642201229929924,0.7927209138870239
914,230,True,cat,page5-80.svg,cat,page5-85.svg,"['page5-96.svg', 'page5-85.svg', 'page5-80.svg']","['page5-96.svg', 'page5-85.svg', 'page5-80.svg']",0.6392082571983337,1.0
915,230,False,cat,page5-80.svg,person facingright,page4-192.svg,"['page5-96.svg', 'page5-85.svg', 'page5-80.svg']","['page5-106.svg', 'page4-192.svg', 'page-C.svg']",-0.0397275686264038,0.7622612714767456
916,230,True,person with both hands up,page-C.svg,person facingright,page4-192.svg,"['page5-106.svg', 'page4-192.svg', 'page-C.svg']","['page5-106.svg', 'page4-192.svg', 'page-C.svg']",0.3708946406841278,0.849805474281311
917,230,False,person with both hands up,page-C.svg,an arrow facing up,page5-232.svg,"['page5-106.svg', 'page4-192.svg', 'page-C.svg']","['page6-231.svg', 'page5-232.svg', 'page5-160.svg']",-0.14616259932518,0.8370932936668396
918,230,True,upwatd arrow,page5-160.svg,an arrow facing up,page5-232.svg,"['page6-231.svg', 'page5-232.svg', 'page5-160.svg']","['page6-231.svg', 'page5-232.svg', 'page5-160.svg']",0.4189852476119995,0.8797814846038818
919,230,False,upwatd arrow,page5-160.svg,cat,page5-85.svg,"['page6-231.svg', 'page5-232.svg', 'page5-160.svg']","['page5-96.svg', 'page5-85.svg', 'page5-80.svg']",-0.0256219431757926,0.744239866733551
920,230,True,tree,page1-69.svg,the one that loooks a weird tree,page1-103.svg,"['page1-103.svg', 'page1-66.svg', 'page1-69.svg']","['page1-103.svg', 'page1-66.svg', 'page1-69.svg']",0.781656801700592,0.844589352607727
921,230,False,tree,page1-69.svg,an arrow facing up,page5-232.svg,"['page1-103.svg', 'page1-66.svg', 'page1-69.svg']","['page6-231.svg', 'page5-232.svg', 'page5-160.svg']",0.1481432318687439,0.7912481427192688
922,230,True,weird arrow going down,page8-179.svg,the one that loooks a swan looking left,page7-188.svg,"['page7-188.svg', 'page8-215.svg', 'page8-179.svg']","['page7-188.svg', 'page8-215.svg', 'page8-179.svg']",0.5556188821792603,0.8039591908454895
923,230,False,weird arrow going down,page8-179.svg,the one that loooks a weird tree,page1-103.svg,"['page7-188.svg', 'page8-215.svg', 'page8-179.svg']","['page1-103.svg', 'page1-66.svg', 'page1-69.svg']",-0.0153193389996886,0.8168804049491882
924,268,True,downward arrow with sharp edge to the right,page8-179.svg,letter s,page8-215.svg,"['page7-188.svg', 'page8-215.svg', 'page8-179.svg']","['page7-188.svg', 'page8-215.svg', 'page8-179.svg']",0.5453952550888062,0.7937313914299011
925,268,False,downward arrow with sharp edge to the right,page8-179.svg,a lamp with flat bottom,page1-66.svg,"['page7-188.svg', 'page8-215.svg', 'page8-179.svg']","['page1-103.svg', 'page1-66.svg', 'page1-69.svg']",-0.0896785482764244,0.7966367602348328
926,268,True,cat,page5-80.svg,cat,page5-96.svg,"['page5-96.svg', 'page5-85.svg', 'page5-80.svg']","['page5-96.svg', 'page5-85.svg', 'page5-80.svg']",0.7526707649230957,1.0
927,268,False,cat,page5-80.svg,a lamp with flat bottom,page1-66.svg,"['page5-96.svg', 'page5-85.svg', 'page5-80.svg']","['page1-103.svg', 'page1-66.svg', 'page1-69.svg']",0.0807471722364425,0.7628942728042603
928,268,True,up arrow between hills,page5-160.svg,an arrown btween hills,page6-231.svg,"['page6-231.svg', 'page5-232.svg', 'page5-160.svg']","['page6-231.svg', 'page5-232.svg', 'page5-160.svg']",0.475182443857193,0.9279623031616212
929,268,False,up arrow between hills,page5-160.svg,a lamp with flat bottom,page1-66.svg,"['page6-231.svg', 'page5-232.svg', 'page5-160.svg']","['page1-103.svg', 'page1-66.svg', 'page1-69.svg']",0.0746927484869957,0.7658469080924988
930,268,True,waving with two hands,page-C.svg,y but has sharp point on one hand,page5-106.svg,"['page5-106.svg', 'page4-192.svg', 'page-C.svg']","['page5-106.svg', 'page4-192.svg', 'page-C.svg']",0.3992749452590942,0.8301421403884888
931,268,False,waving with two hands,page-C.svg,a lamp with flat bottom,page1-66.svg,"['page5-106.svg', 'page4-192.svg', 'page-C.svg']","['page1-103.svg', 'page1-66.svg', 'page1-69.svg']",0.0821783691644668,0.788022518157959
932,268,True,weird lamp with flat base,page1-69.svg,a lamp with flat bottom,page1-66.svg,"['page1-103.svg', 'page1-66.svg', 'page1-69.svg']","['page1-103.svg', 'page1-66.svg', 'page1-69.svg']",0.6223198771476746,0.9418094158172609
933,268,False,weird lamp with flat base,page1-69.svg,an arrown btween hills,page6-231.svg,"['page1-103.svg', 'page1-66.svg', 'page1-69.svg']","['page6-231.svg', 'page5-232.svg', 'page5-160.svg']",0.0148907108232378,0.7643328309059143
934,211,True,axe,page3-44.svg,an axe where the blade has been a bit squished. the blade is pointing to the left,page2-172.svg,"['page2-172.svg', 'page4-203.svg', 'page3-44.svg']","['page2-172.svg', 'page4-203.svg', 'page3-44.svg']",0.5968866944313049,0.8122289180755615
935,211,False,axe,page3-44.svg,a giraffe with a long neck that is pointing to the left,page6-155.svg,"['page2-172.svg', 'page4-203.svg', 'page3-44.svg']","['page5-209.svg', 'page6-155.svg', 'page5-229.svg']",0.0717371702194213,0.7784988880157471
936,211,True,funnel,page9-27.svg,a chalice of drinking goblet,page7-241.svg,"['page1-66.svg', 'page7-241.svg', 'page9-27.svg']","['page1-66.svg', 'page7-241.svg', 'page9-27.svg']",0.489009290933609,0.8132192492485046
