phase,similarity,pair-id,game,tangrams,is_control,bin,p1_description,p2_description,tangram1_snd,tangram2_snd,interactive_phase_tangram,interactive_phase_snd,thread_avg_snd,tangram_A,tangram_B,context_id,thread_id,sim_A_interactive,sim_B_interactive,avg_sim_AB_interactive,jaccard_index,prepost_avg_snd
post,0.7474087476730347,469,YfjyoZxZ6vfPzZGKK,"['page8-218.svg', 'page7-23.svg']",True,6,number 3,hook snake face left,0.7999999999999999,0.888888888888889,page7-136,0.812962962962963,0.8339506172839507,page8-218,page7-23,104,2,0.6833579540252686,0.5307937860488892,0.6070758700370789,0.0,0.8444444444444444
pre,0.7909802794456482,470,YfjyoZxZ6vfPzZGKK,"['page4-135.svg', 'page7-197.svg']",False,1,arrow pointing picture rocket picture,flower face upwards,0.9,0.973148148148148,page7-92,0.9333333333333332,0.9354938271604936,page4-135,page7-197,18,7,0.4152413606643677,0.3964366018772125,0.4058389812707901,0.0,0.936574074074074
post,0.7827998995780945,470,YfjyoZxZ6vfPzZGKK,"['page4-135.svg', 'page7-197.svg']",False,1,arrow pointing image rocket,stack shape triangle base diamond diamond,0.9,0.973148148148148,page7-92,0.9333333333333332,0.9354938271604936,page4-135,page7-197,18,7,0.4152413606643677,0.3964366018772125,0.4058389812707901,0.0,0.936574074074074
pre,0.8466539978981018,471,YfjyoZxZ6vfPzZGKK,"['page2-39.svg', 'page5-95.svg']",False,7,snake face left,sure snake,0.9333333333333332,0.7944444444444445,page4-142,1.0,0.9092592592592592,page2-39,page5-95,40,1,0.7291380167007446,0.6019206047058105,0.6655293107032776,0.5,0.8638888888888889
post,0.8452255129814148,471,YfjyoZxZ6vfPzZGKK,"['page2-39.svg', 'page5-95.svg']",False,7,snake face leave,uprite snake slither right,0.9333333333333332,0.7944444444444445,page4-142,1.0,0.9092592592592592,page2-39,page5-95,40,1,0.7291380167007446,0.6019206047058105,0.6655293107032776,0.25,0.8638888888888889
pre,0.7899107933044434,472,YfjyoZxZ6vfPzZGKK,"['page5-162.svg', 'page6-114.svg']",True,0,upside letter m,opened box,0.9283333333333332,0.977777777777778,page4-169,0.9416666666666668,0.9492592592592594,page5-162,page6-114,68,8,0.3801548480987549,0.3655303120613098,0.3728425800800323,0.0,0.9530555555555555
post,0.8374245166778564,472,YfjyoZxZ6vfPzZGKK,"['page5-162.svg', 'page6-114.svg']",True,0,2 upside triangle letter w,open box half triangle inside,0.9283333333333332,0.977777777777778,page4-169,0.9416666666666668,0.9492592592592594,page5-162,page6-114,68,8,0.3801548480987549,0.3655303120613098,0.3728425800800323,0.2,0.9530555555555555
pre,0.7647796869277954,473,YfjyoZxZ6vfPzZGKK,"['page3-129.svg', 'page5-215.svg']",True,4,spaceship shoot,square triangle balance bridge,0.8814814814814815,0.974074074074074,page8-207,0.8694444444444445,0.9083333333333332,page3-129,page5-215,47,4,0.560160756111145,0.4779273867607116,0.5190440714359283,0.0,0.9277777777777778
post,0.8342069387435913,473,YfjyoZxZ6vfPzZGKK,"['page3-129.svg', 'page5-215.svg']",True,4,space ship diamond,diamond triangle bridge,0.8814814814814815,0.974074074074074,page8-207,0.8694444444444445,0.9083333333333332,page3-129,page5-215,47,4,0.560160756111145,0.4779273867607116,0.5190440714359283,0.3333333333333333,0.9277777777777778
pre,0.7800867557525635,474,YfjyoZxZ6vfPzZGKK,"['page6-181.svg', 'page6-181.svg']",False,9,curved wrench,person walk crouch left,0.8070370370370371,0.8070370370370371,page6-181,0.8070370370370371,0.8070370370370371,page6-181,page6-181,104,9,0.9999997615814208,0.9999997615814208,0.9999997615814208,0.0,0.8070370370370371
post,0.9527896046638488,474,YfjyoZxZ6vfPzZGKK,"['page6-181.svg', 'page6-181.svg']",False,9,man look wrench foot,man lean wrench foot,0.8070370370370371,0.8070370370370371,page6-181,0.8070370370370371,0.8070370370370371,page6-181,page6-181,104,9,0.9999997615814208,0.9999997615814208,0.9999997615814208,0.75,0.8070370370370371
pre,0.7548292875289917,475,YfjyoZxZ6vfPzZGKK,"['page3-71.svg', 'page5-60.svg']",False,8,boat move left,miniature mountain range,0.9398148148148148,0.976851851851852,page3-95,0.961111111111111,0.9592592592592591,page3-71,page5-60,10,0,0.7730509042739868,0.5159763693809509,0.6445136368274689,0.0,0.9583333333333334
post,0.7755835056304932,475,YfjyoZxZ6vfPzZGKK,"['page3-71.svg', 'page5-60.svg']",False,8,train face left,small mountain rangle,0.9398148148148148,0.976851851851852,page3-95,0.961111111111111,0.9592592592592591,page3-71,page5-60,10,0,0.7730509042739868,0.5159763693809509,0.6445136368274689,0.0,0.9583333333333334
pre,0.7825959920883179,476,YfjyoZxZ6vfPzZGKK,"['page4-243.svg', 'page7-18.svg']",True,2,siren,duck look dow,0.9055555555555556,0.9824074074074074,page4-208,0.9851851851851852,0.9577160493827162,page4-243,page7-18,104,6,0.4902443587779999,0.4207694828510284,0.4555069208145141,0.0,0.9439814814814815
post,0.775736927986145,476,YfjyoZxZ6vfPzZGKK,"['page4-243.svg', 'page7-18.svg']",True,2,siren look figure,idea hat,0.9055555555555556,0.9824074074074074,page4-208,0.9851851851851852,0.9577160493827162,page4-243,page7-18,104,6,0.4902443587779999,0.4207694828510284,0.4555069208145141,0.0,0.9439814814814815
pre,0.7639092803001404,477,YfjyoZxZ6vfPzZGKK,"['page8-236.svg', 'page8-215.svg']",False,5,duck face right,letter s,0.8925925925925926,0.6666666666666667,page7-188,0.8444444444444443,0.8012345679012345,page8-236,page8-215,104,3,0.6069481372833252,0.5769968032836914,0.5919724702835083,0.0,0.7796296296296297
post,0.7785578370094299,477,YfjyoZxZ6vfPzZGKK,"['page8-236.svg', 'page8-215.svg']",False,5,goose,similar letter s,0.8925925925925926,0.6666666666666667,page7-188,0.8444444444444443,0.8012345679012345,page8-236,page8-215,104,3,0.6069481372833252,0.5769968032836914,0.5919724702835083,0.0,0.7796296296296297
pre,0.767058789730072,478,FQb7FGBwtgj3hFigv,"['page2-88.svg', 'page2-88.svg']",False,9,monolith rocket launch,oven,0.9851851851851852,0.9851851851851852,page2-88,0.9851851851851852,0.9851851851851852,page2-88,page2-88,94,9,1.0,1.0,1.0,0.0,0.9851851851851852
post,0.8769195079803467,478,FQb7FGBwtgj3hFigv,"['page2-88.svg', 'page2-88.svg']",False,9,rocket monolith,rocket,0.9851851851851852,0.9851851851851852,page2-88,0.9851851851851852,0.9851851851851852,page2-88,page2-88,94,9,1.0,1.0,1.0,1.0,0.9851851851851852
pre,0.7409670948982239,479,FQb7FGBwtgj3hFigv,"['page4-97.svg', 'page4-95.svg']",True,7,asymetrical triangle base,duck,0.9685185185185186,0.9481481481481484,page4-96,1.0,0.9722222222222224,page4-97,page4-95,94,1,0.7280892133712769,0.5715141892433167,0.6498017013072968,0.0,0.9583333333333335
post,0.9814285039901732,479,FQb7FGBwtgj3hFigv,"['page4-97.svg', 'page4-95.svg']",True,7,pot crooked handle right,pot crooked handle,0.9685185185185186,0.9481481481481484,page4-96,1.0,0.9722222222222224,page4-97,page4-95,94,1,0.7280892133712769,0.5715141892433167,0.6498017013072968,1.0,0.9583333333333335
pre,0.7835296988487244,480,FQb7FGBwtgj3hFigv,"['page4-11.svg', 'page8-56.svg']",False,5,smoking,person face left lean forward face wind,0.738888888888889,0.7055555555555555,page4-34,0.8098148148148148,0.7514197530864198,page4-11,page8-56,22,3,0.6027809381484985,0.5918054580688477,0.5972931981086731,0.0,0.7222222222222223
post,0.783074676990509,480,FQb7FGBwtgj3hFigv,"['page4-11.svg', 'page8-56.svg']",False,5,stop sign,person walk leave lean forwards walk wind,0.738888888888889,0.7055555555555555,page4-34,0.8098148148148148,0.7514197530864198,page4-11,page8-56,22,3,0.6027809381484985,0.5918054580688477,0.5972931981086731,0.0,0.7222222222222223
pre,0.7432049512863159,481,FQb7FGBwtgj3hFigv,"['page9-14.svg', 'page1-129.svg']",False,1,letter h,mask white cutout form eye,0.9071428571428573,0.9851851851851852,page4-93,0.951851851851852,0.9480599647266312,page9-14,page1-129,6,7,0.4361800253391266,0.4129400253295898,0.4245600253343582,0.0,0.9461640211640212
post,0.750230610370636,481,FQb7FGBwtgj3hFigv,"['page9-14.svg', 'page1-129.svg']",False,1,letter h,black mask white cut out eye symmetrical,0.9071428571428573,0.9851851851851852,page4-93,0.951851851851852,0.9480599647266312,page9-14,page1-129,6,7,0.4361800253391266,0.4129400253295898,0.4245600253343582,0.0,0.9461640211640212
pre,0.7422083020210266,482,FQb7FGBwtgj3hFigv,"['page7-194.svg', 'page2-59.svg']",True,4,scale balance,penis hang,0.9657407407407408,0.9,page8-72,0.9555555555555556,0.940432098765432,page7-194,page2-59,94,4,0.5682290196418762,0.5661695003509521,0.5671992599964142,0.0,0.9328703703703705
post,0.7845228314399719,482,FQb7FGBwtgj3hFigv,"['page7-194.svg', 'page2-59.svg']",True,4,wine glass,penis hang,0.9657407407407408,0.9,page8-72,0.9555555555555556,0.940432098765432,page7-194,page2-59,94,4,0.5682290196418762,0.5661695003509521,0.5671992599964142,0.0,0.9328703703703705
pre,0.757256269454956,483,FQb7FGBwtgj3hFigv,"['page1-79.svg', 'page3-101.svg']",True,3,pine tree triangle connect upright,airplane,0.977777777777778,0.7939393939393937,page5-44,0.9055555555555556,0.8924242424242425,page1-79,page3-101,94,5,0.5305787920951843,0.5159863233566284,0.5232825577259064,0.0,0.8858585858585859
post,0.7558450102806091,483,FQb7FGBwtgj3hFigv,"['page1-79.svg', 'page3-101.svg']",True,3,triangle connect vertical post,rocket,0.977777777777778,0.7939393939393937,page5-44,0.9055555555555556,0.8924242424242425,page1-79,page3-101,94,5,0.5305787920951843,0.5159863233566284,0.5232825577259064,0.0,0.8858585858585859
pre,0.8118856549263,484,FQb7FGBwtgj3hFigv,"['page4-177.svg', 'page7-236.svg']",False,8,house block lopsided chimney left,mini house,0.9444444444444446,0.9222222222222224,page2-155,0.8,0.888888888888889,page4-177,page7-236,14,0,0.7788748741149902,0.5478113293647766,0.6633431017398834,0.5,0.9333333333333336
post,0.757117509841919,484,FQb7FGBwtgj3hFigv,"['page4-177.svg', 'page7-236.svg']",False,8,animal square foot neck left top triangle head,chimmney,0.9444444444444446,0.9222222222222224,page2-155,0.8,0.888888888888889,page4-177,page7-236,14,0,0.7788748741149902,0.5478113293647766,0.6633431017398834,0.0,0.9333333333333336
pre,0.7573795318603516,485,FQb7FGBwtgj3hFigv,"['page7-106.svg', 'page7-220.svg']",True,2,sneaker,dog animal facing leave head,0.9555555555555556,0.888888888888889,page9-35,0.962962962962963,0.9358024691358026,page7-106,page7-220,94,6,0.4939408302307129,0.4805688261985779,0.4872548282146454,0.0,0.9222222222222223
post,0.7696194052696228,485,FQb7FGBwtgj3hFigv,"['page7-106.svg', 'page7-220.svg']",True,2,box,animal facing leave head raise,0.9555555555555556,0.888888888888889,page9-35,0.962962962962963,0.9358024691358026,page7-106,page7-220,94,6,0.4939408302307129,0.4805688261985779,0.4872548282146454,0.0,0.9222222222222223
pre,0.7498539090156555,486,FQb7FGBwtgj3hFigv,"['page6-201.svg', 'page1-162.svg']",True,0,staircase,large left face hook claw,0.9611111111111112,0.9,page6-245,1.0,0.9537037037037036,page6-201,page1-162,3,8,0.387180358171463,0.3674854636192322,0.3773329108953476,0.0,0.9305555555555556
post,0.7719458937644958,486,FQb7FGBwtgj3hFigv,"['page6-201.svg', 'page1-162.svg']",True,0,bird,large claw talon hook left,0.9611111111111112,0.9,page6-245,1.0,0.9537037037037036,page6-201,page1-162,3,8,0.387180358171463,0.3674854636192322,0.3773329108953476,0.0,0.9305555555555556
pre,0.8320021033287048,487,Z55bteYGPcFwKvWb3,"['page7-58.svg', 'page5-153.svg']",True,3,pipe,bowl,0.9611111111111112,0.6425925925925926,page3-70,1.0,0.8679012345679012,page7-58,page5-153,53,5,0.5183215141296387,0.4987489283084869,0.5085352212190628,0.0,0.8018518518518519
post,0.8085307478904724,487,Z55bteYGPcFwKvWb3,"['page7-58.svg', 'page5-153.svg']",True,3,tobacco pipe,bowl,0.9611111111111112,0.6425925925925926,page3-70,1.0,0.8679012345679012,page7-58,page5-153,53,5,0.5183215141296387,0.4987489283084869,0.5085352212190628,0.0,0.8018518518518519
pre,0.7529801726341248,488,Z55bteYGPcFwKvWb3,"['page6-208.svg', 'page7-127.svg']",False,1,somewhat sail boat extra triangle,bird fly left,1.0,0.6222222222222222,page8-22,0.3444444444444444,0.6555555555555556,page6-208,page7-127,35,7,0.4188388586044311,0.4121094942092895,0.4154741764068603,0.0,0.8111111111111111
post,0.7564464807510376,488,Z55bteYGPcFwKvWb3,"['page6-208.svg', 'page7-127.svg']",False,1,sailboat suck describe maybe kind dog head,bird,1.0,0.6222222222222222,page8-22,0.3444444444444444,0.6555555555555556,page6-208,page7-127,35,7,0.4188388586044311,0.4121094942092895,0.4154741764068603,0.0,0.8111111111111111
pre,0.9396311044692992,489,Z55bteYGPcFwKvWb3,"['page4-16.svg', 'page7-122.svg']",True,6,person walk left,person walk,0.8407407407407407,0.4939393939393939,page5-249,0.8583333333333332,0.7310044893378226,page4-16,page7-122,53,2,0.673052966594696,0.6567696928977966,0.6649113297462463,1.0,0.6673400673400673
post,0.9397277235984802,489,Z55bteYGPcFwKvWb3,"['page4-16.svg', 'page7-122.svg']",True,6,person walk left,person walk,0.8407407407407407,0.4939393939393939,page5-249,0.8583333333333332,0.7310044893378226,page4-16,page7-122,53,2,0.673052966594696,0.6567696928977966,0.6649113297462463,1.0,0.6673400673400673
pre,0.8335327506065369,490,Z55bteYGPcFwKvWb3,"['page7-23.svg', 'page4-176.svg']",False,2,hook,lamp,0.888888888888889,0.888888888888889,page7-13,0.9888888888888888,0.9222222222222222,page7-23,page4-176,53,6,0.4763042628765106,0.4374915361404419,0.4568978995084762,0.0,0.888888888888889
post,0.7659539580345154,490,Z55bteYGPcFwKvWb3,"['page7-23.svg', 'page4-176.svg']",False,2,hook captain hook hand,lamp,0.888888888888889,0.888888888888889,page7-13,0.9888888888888888,0.9222222222222222,page7-23,page4-176,53,6,0.4763042628765106,0.4374915361404419,0.4568978995084762,0.0,0.888888888888889
pre,0.7980309128761292,491,Z55bteYGPcFwKvWb3,"['page6-163.svg', 'page2-88.svg']",True,0,straight little poking leave,person leg foot,0.9703703703703704,0.9851851851851852,page8-188,0.9833333333333334,0.9796296296296296,page6-163,page2-88,53,8,0.3548020124435425,0.3503874838352203,0.3525947481393814,0.0,0.9777777777777779
post,0.8263477683067322,491,Z55bteYGPcFwKvWb3,"['page6-163.svg', 'page2-88.svg']",True,0,straight arrow right square leave,leg foot face right,0.9703703703703704,0.9851851851851852,page8-188,0.9833333333333334,0.9796296296296296,page6-163,page2-88,53,8,0.3548020124435425,0.3503874838352203,0.3525947481393814,0.25,0.9777777777777779
pre,0.8090648055076599,492,Z55bteYGPcFwKvWb3,"['page8-166.svg', 'page7-103.svg']",True,4,f shape,capital f,1.0,0.977777777777778,page9-17,0.976851851851852,0.9848765432098766,page8-166,page7-103,20,4,0.5662588477134705,0.5142040252685547,0.5402314364910126,0.5,0.9888888888888889
post,0.8166606426239014,492,Z55bteYGPcFwKvWb3,"['page8-166.svg', 'page7-103.svg']",True,4,f,capital f,1.0,0.977777777777778,page9-17,0.976851851851852,0.9848765432098766,page8-166,page7-103,20,4,0.5662588477134705,0.5142040252685547,0.5402314364910126,0.5,0.9888888888888889
pre,0.87157142162323,493,Z55bteYGPcFwKvWb3,"['page3-170.svg', 'page3-170.svg']",False,9,tree,christmas tree,0.9166666666666669,0.9166666666666669,page3-170,0.9166666666666669,0.9166666666666666,page3-170,page3-170,51,9,1.0,1.0,1.0,0.5,0.9166666666666669
post,0.9999983310699464,493,Z55bteYGPcFwKvWb3,"['page3-170.svg', 'page3-170.svg']",False,9,tree,tree,0.9166666666666669,0.9166666666666669,page3-170,0.9166666666666669,0.9166666666666666,page3-170,page3-170,51,9,1.0,1.0,1.0,1.0,0.9166666666666669
pre,0.7931934595108032,494,Z55bteYGPcFwKvWb3,"['page3-60.svg', 'page1-76.svg']",False,7,pyramid,table,0.8518518518518519,0.8777777777777777,page1-186,0.4972222222222222,0.7422839506172839,page3-60,page1-76,4,1,0.7234447002410889,0.6967129707336426,0.7100788354873657,0.0,0.8648148148148147
post,0.7949126958847046,494,Z55bteYGPcFwKvWb3,"['page3-60.svg', 'page1-76.svg']",False,7,pyramid black,triangle square middle,0.8518518518518519,0.8777777777777777,page1-186,0.4972222222222222,0.7422839506172839,page3-60,page1-76,4,1,0.7234447002410889,0.6967129707336426,0.7100788354873657,0.0,0.8648148148148147
pre,0.8551602363586426,495,Z55bteYGPcFwKvWb3,"['page7-86.svg', 'page3-156.svg']",True,5,person face right,man stand straight,0.9333333333333332,0.975925925925926,page7-224,0.9453703703703704,0.9515432098765432,page7-86,page3-156,53,3,0.6500162482261658,0.6482502818107605,0.6491332650184631,0.0,0.9546296296296296
post,0.837281346321106,495,Z55bteYGPcFwKvWb3,"['page7-86.svg', 'page3-156.svg']",True,5,person face right,person leg,0.9333333333333332,0.975925925925926,page7-224,0.9453703703703704,0.9515432098765432,page7-86,page3-156,53,3,0.6500162482261658,0.6482502818107605,0.6491332650184631,0.5,0.9546296296296296
pre,0.8089069724082947,496,AtfLQDnGkCxSMrxdG,"['page6-159.svg', 'page6-159.svg']",True,9,vertical line arrow face leave,point left symmetric,0.9703703703703704,0.9703703703703704,page6-159,0.9703703703703704,0.9703703703703704,page6-159,page6-159,91,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.9703703703703704
post,0.8574591875076294,496,AtfLQDnGkCxSMrxdG,"['page6-159.svg', 'page6-159.svg']",True,9,vertical line triangle pointing leave,point face leave,0.9703703703703704,0.9703703703703704,page6-159,0.9703703703703704,0.9703703703703704,page6-159,page6-159,91,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.3333333333333333,0.9703703703703704
pre,0.7552371621131897,497,AtfLQDnGkCxSMrxdG,"['page2-138.svg', 'page5-57.svg']",False,4,leave,point flat point,0.9222222222222222,0.9592592592592591,page9-43,0.977777777777778,0.9530864197530864,page2-138,page5-57,91,4,0.5965454578399658,0.5655671954154968,0.5810563266277313,0.0,0.9407407407407407
post,0.7346084713935852,497,AtfLQDnGkCxSMrxdG,"['page2-138.svg', 'page5-57.svg']",False,4,car face leave,pyramid flat tall pyramid,0.9222222222222222,0.9592592592592591,page9-43,0.977777777777778,0.9530864197530864,page2-138,page5-57,91,4,0.5965454578399658,0.5655671954154968,0.5810563266277313,0.0,0.9407407407407407
pre,0.8234098553657532,498,AtfLQDnGkCxSMrxdG,"['page6-181.svg', 'page6-179.svg']",True,8,wrench,person bend,0.8070370370370371,0.8925925925925926,page6-173,0.8694444444444445,0.856358024691358,page6-181,page6-179,75,0,0.7889202833175659,0.7171454429626465,0.7530328631401062,0.0,0.8498148148148148
post,0.7847704291343689,498,AtfLQDnGkCxSMrxdG,"['page6-181.svg', 'page6-179.svg']",True,8,wrench stooped man,person face leave,0.8070370370370371,0.8925925925925926,page6-173,0.8694444444444445,0.856358024691358,page6-181,page6-179,75,0,0.7889202833175659,0.7171454429626465,0.7530328631401062,0.0,0.8498148148148148
pre,0.7737135291099548,499,AtfLQDnGkCxSMrxdG,"['page6-155.svg', 'page6-83.svg']",True,7,camel long neck animal walk left,loch ness monster,1.0,0.977777777777778,page6-164,0.8962962962962961,0.9580246913580248,page6-155,page6-83,91,1,0.7480684518814087,0.7389746904373169,0.7435215711593628,0.0,0.9888888888888889
post,0.9685866236686708,499,AtfLQDnGkCxSMrxdG,"['page6-155.svg', 'page6-83.svg']",True,7,long necked animal walking leave,long neck animal look leave,1.0,0.977777777777778,page6-164,0.8962962962962961,0.9580246913580248,page6-155,page6-83,91,1,0.7480684518814087,0.7389746904373169,0.7435215711593628,0.6,0.9888888888888889
pre,0.7923251986503601,500,AtfLQDnGkCxSMrxdG,"['page2-134.svg', 'page7-209.svg']",True,5,duck,stump lean right,0.977777777777778,0.8518518518518519,page5-37,0.961111111111111,0.9302469135802468,page2-134,page7-209,18,3,0.6311872005462646,0.5878552198410034,0.609521210193634,0.0,0.914814814814815
post,0.7832033634185791,500,AtfLQDnGkCxSMrxdG,"['page2-134.svg', 'page7-209.svg']",True,5,duck face leave,tree trunk lean right,0.977777777777778,0.8518518518518519,page5-37,0.961111111111111,0.9302469135802468,page2-134,page7-209,18,3,0.6311872005462646,0.5878552198410034,0.609521210193634,0.0,0.914814814814815
pre,0.7621263861656189,501,AtfLQDnGkCxSMrxdG,"['page7-233.svg', 'page4-214.svg']",True,2,profile face nose face leave,speaker foghorn,0.9462962962962962,0.977777777777778,page3-59,1.0,0.9746913580246912,page7-233,page4-214,50,6,0.461929976940155,0.4015496969223022,0.4317398369312286,0.0,0.962037037037037
post,0.8546326756477356,501,AtfLQDnGkCxSMrxdG,"['page7-233.svg', 'page4-214.svg']",True,2,profile head nose pointing leave,speaker face leave,0.9462962962962962,0.977777777777778,page3-59,1.0,0.9746913580246912,page7-233,page4-214,50,6,0.461929976940155,0.4015496969223022,0.4317398369312286,0.3333333333333333,0.962037037037037
pre,0.7712178826332092,502,AtfLQDnGkCxSMrxdG,"['page1-162.svg', 'page5-128.svg']",False,6,arch,long necked animal take drink bend right,0.9,0.9925925925925926,page6-168,0.9833333333333334,0.958641975308642,page1-162,page5-128,19,2,0.6554697155952454,0.576064944267273,0.6157673299312592,0.0,0.9462962962962963
post,0.7207038998603821,502,AtfLQDnGkCxSMrxdG,"['page1-162.svg', 'page5-128.svg']",False,6,backwards low case letter r,long neck animal drink right,0.9,0.9925925925925926,page6-168,0.9833333333333334,0.958641975308642,page1-162,page5-128,19,2,0.6554697155952454,0.576064944267273,0.6157673299312592,0.0,0.9462962962962963
pre,0.7870075702667236,503,AtfLQDnGkCxSMrxdG,"['page5-162.svg', 'page6-114.svg']",False,0,flat arrow middle,envelope wing,0.9283333333333332,0.977777777777778,page4-169,0.9416666666666668,0.9492592592592594,page5-162,page6-114,68,8,0.3801548480987549,0.3655303120613098,0.3728425800800323,0.0,0.9530555555555555
post,0.7920635342597961,503,AtfLQDnGkCxSMrxdG,"['page5-162.svg', 'page6-114.svg']",False,0,flat table arrow pointing middle,box w,0.9283333333333332,0.977777777777778,page4-169,0.9416666666666668,0.9492592592592594,page5-162,page6-114,68,8,0.3801548480987549,0.3655303120613098,0.3728425800800323,0.0,0.9530555555555555
pre,0.7915471792221069,504,AtfLQDnGkCxSMrxdG,"['page4-148.svg', 'page5-33.svg']",False,3,small box large box flare,candle holder,0.9851851851851852,0.950925925925926,page2-16,0.6722222222222223,0.8694444444444445,page4-148,page5-33,91,5,0.5373731851577759,0.508996844291687,0.5231850147247314,0.0,0.9680555555555556
post,0.7801629304885864,504,AtfLQDnGkCxSMrxdG,"['page4-148.svg', 'page5-33.svg']",False,3,small box big box flare,candle holder symmetric,0.9851851851851852,0.950925925925926,page2-16,0.6722222222222223,0.8694444444444445,page4-148,page5-33,91,5,0.5373731851577759,0.508996844291687,0.5231850147247314,0.0,0.9680555555555556
pre,0.7971458435058594,505,6nS7fWuc5xZoxKWvD,"['page4-157.svg', 'page4-214.svg']",True,0,triangle center left little bit,fog horn speaker face right,0.9642857142857144,0.977777777777778,page7-191,1.0,0.9806878306878308,page4-157,page4-214,1,8,0.3814444839954376,0.3466709554195404,0.364057719707489,0.0,0.9710317460317461
post,0.8314295411109924,505,6nS7fWuc5xZoxKWvD,"['page4-157.svg', 'page4-214.svg']",True,0,kind chair  triangle center left bit,elephant right angle trunk face right,0.9642857142857144,0.977777777777778,page7-191,1.0,0.9806878306878308,page4-157,page4-214,1,8,0.3814444839954376,0.3466709554195404,0.364057719707489,0.0,0.9710317460317461
pre,0.8269997835159302,506,6nS7fWuc5xZoxKWvD,"['page7-133.svg', 'page7-71.svg']",True,3,sailboat triangle left,whale big box fish swim left screen spikey tale right hand corner,0.8444444444444444,0.9166666666666669,page5-121,0.9925925925925926,0.9179012345679012,page7-133,page7-71,47,5,0.5414209961891174,0.5081561803817749,0.5247885882854462,0.0833333333333333,0.8805555555555556
post,0.8630508184432983,506,6nS7fWuc5xZoxKWvD,"['page7-133.svg', 'page7-71.svg']",True,3,sailboat triangle left,boxy fish face left triangle fin right hand point pointing,0.8444444444444444,0.9166666666666669,page5-121,0.9925925925925926,0.9179012345679012,page7-133,page7-71,47,5,0.5414209961891174,0.5081561803817749,0.5247885882854462,0.2,0.8805555555555556
pre,0.7632325887680054,507,6nS7fWuc5xZoxKWvD,"['page2-90.svg', 'page2-90.svg']",True,9,tall building triangle base,shoe leg come,0.9703703703703704,0.9703703703703704,page2-90,0.9703703703703704,0.9703703703703704,page2-90,page2-90,47,9,0.9999997615814208,0.9999997615814208,0.9999997615814208,0.0,0.9703703703703704
post,0.8364851474761963,507,6nS7fWuc5xZoxKWvD,"['page2-90.svg', 'page2-90.svg']",True,9,leg,leg go shoe,0.9703703703703704,0.9703703703703704,page2-90,0.9703703703703704,0.9703703703703704,page2-90,page2-90,47,9,0.9999997615814208,0.9999997615814208,0.9999997615814208,0.3333333333333333,0.9703703703703704
pre,0.8667763471603394,508,6nS7fWuc5xZoxKWvD,"['page8-18.svg', 'page7-188.svg']",False,5,swan,swan bird box face left,0.3777777777777778,0.8444444444444443,page8-236,0.8925925925925926,0.7049382716049383,page8-18,page7-188,17,3,0.6456195116043091,0.6069481372833252,0.6262838244438171,0.2,0.611111111111111
post,0.9581004977226256,508,6nS7fWuc5xZoxKWvD,"['page8-18.svg', 'page7-188.svg']",False,5,swan face left,swan face left box,0.3777777777777778,0.8444444444444443,page8-236,0.8925925925925926,0.7049382716049383,page8-18,page7-188,17,3,0.6456195116043091,0.6069481372833252,0.6262838244438171,0.75,0.611111111111111
pre,0.7957501411437988,509,6nS7fWuc5xZoxKWvD,"['page7-34.svg', 'page6-86.svg']",False,6,lizard face left relax,skinny dog,0.8666666666666666,0.8888888888888887,page8-235,0.9333333333333332,0.8962962962962963,page7-34,page6-86,20,2,0.6847809553146362,0.6657729148864746,0.6752769351005554,0.0,0.8777777777777777
post,0.7894443273544312,509,6nS7fWuc5xZoxKWvD,"['page7-34.svg', 'page6-86.svg']",False,6,lizard lay face right,snakey sunglass,0.8666666666666666,0.8888888888888887,page8-235,0.9333333333333332,0.8962962962962963,page7-34,page6-86,20,2,0.6847809553146362,0.6657729148864746,0.6752769351005554,0.0,0.8777777777777777
pre,0.8261553049087524,510,6nS7fWuc5xZoxKWvD,"['page2-182.svg', 'page7-247.svg']",False,2,box 4 triangle 2 small outside 2 large inside symmetrical middle,large random mess shape,0.9444444444444446,0.9666666666666666,page5-182,0.977777777777778,0.9629629629629632,page2-182,page7-247,29,6,0.4867604970932007,0.4405696392059326,0.4636650681495666,0.25,0.9555555555555556
post,0.7773153781890869,510,6nS7fWuc5xZoxKWvD,"['page2-182.svg', 'page7-247.svg']",False,2,rectangle triangle small triangle near edge large one middle triangle face,fish random mess shape,0.9444444444444446,0.9666666666666666,page5-182,0.977777777777778,0.9629629629629632,page2-182,page7-247,29,6,0.4867604970932007,0.4405696392059326,0.4636650681495666,0.0,0.9555555555555556
pre,0.8072501420974731,511,6nS7fWuc5xZoxKWvD,"['page3-129.svg', 'page5-215.svg']",True,4,candle diamond flame,bunker upside triangle diamond,0.8814814814814815,0.974074074074074,page8-207,0.8694444444444445,0.9083333333333332,page3-129,page5-215,47,4,0.560160756111145,0.4779273867607116,0.5190440714359283,0.25,0.9277777777777778
post,0.8016301989555359,511,6nS7fWuc5xZoxKWvD,"['page3-129.svg', 'page5-215.svg']",True,4,candle diamond flame,bunker upside triangle diamond triangle,0.8814814814814815,0.974074074074074,page8-207,0.8694444444444445,0.9083333333333332,page3-129,page5-215,47,4,0.560160756111145,0.4779273867607116,0.5190440714359283,0.2,0.9277777777777778
