key,pair0_image_sim,pair1_image_sim,gt,eq,lt,human_judgement,pair0_phase2_image,pair0_phase3_image,pair1_phase2_image,pair1_phase3_image,sim_diff
EyfXvO7ZSD00mH8DEXib,0.4824425280094147,0.6711161732673645,0,0,1,-1.0,page7-85.svg,page3-41.svg,page2-165.svg,page1-156.svg,-0.18867364525794983
EzOx7O0w9HdYXy5lHbpc,-0.011538166552782,0.5535370111465454,0,0,1,-1.0,page2-85.svg,page4-16.svg,page1-105.svg,page5-233.svg,-0.5650751776993274
EzZNMsjXNPubOMGaHHVV,0.0524783954024314,0.2489024996757507,1,0,0,1.0,page1-78.svg,page5-45.svg,page6-113.svg,page9-11.svg,-0.1964241042733193
EzdkWhoNvtPDRtYOvTbf,0.5532742738723755,0.6887171864509583,1,0,0,1.0,page3-170.svg,page5-191.svg,page5-58.svg,page5-57.svg,-0.13544291257858276
F0vY0RoaCjFLWQfUXy52,0.4824425280094147,0.0135018080472946,1,0,0,1.0,page7-85.svg,page3-41.svg,page7-191.svg,page7-236.svg,0.46894071996212006
F1zZjY5ed6N8aNHwbLlS,0.7133030295372009,0.1624257117509842,1,0,0,1.0,page4-194.svg,page4-192.svg,page6-52.svg,page8-192.svg,0.5508773177862167
F5d7FDkI11TAty0s3UJt,0.0770173966884613,0.0363444834947586,0,1,0,0.0,page6-83.svg,page4-214.svg,page9-17.svg,page6-50.svg,0.040672913193702705
F9NkjukCgq81swvD5d5h,0.0732665583491325,0.5609046816825867,0,0,1,-1.0,page9-39.svg,page2-131.svg,page2-159.svg,page5-151.svg,-0.4876381233334542
FAJKNI8OzU8q7Zdj5xDK,0.8656717538833618,0.6411093473434448,1,0,0,1.0,page4-92.svg,page5-81.svg,page1-125.svg,page3-8.svg,0.224562406539917
FAP1iEDysjP4JrhoQFSl,-0.0554133243858814,0.3708946406841278,0,0,1,-1.0,page1-186.svg,page9-36.svg,page-C.svg,page4-192.svg,-0.42630796507000923
FCKW7By1SpATzvPsoHma,0.6019748449325562,-0.0304711032658815,1,0,0,1.0,page7-16.svg,page1-85.svg,page6-162.svg,page4-16.svg,0.6324459481984377
FFdOXXNaG8xuO2pfz6Of,-0.0779831260442733,1.0,0,0,1,-1.0,page8-22.svg,page7-23.svg,page1-16.svg,page1-16.svg,-1.0779831260442734
FFjwuQxUtG1W6nUs8XmL,0.5947669744491577,0.1691369414329528,1,0,0,1.0,page9-7.svg,page8-175.svg,page4-59.svg,page2-129.svg,0.42563003301620495
FPEWtdsvu18gQDBQ5hLi,0.0592439360916614,0.7234447002410889,0,1,0,0.0,page5-81.svg,page4-238.svg,page1-186.svg,page3-60.svg,-0.6642007641494274
FR57PmhdNPppaRzBlxGN,1.0,-0.0576135963201522,1,0,0,1.0,page2-65.svg,page2-65.svg,page2-85.svg,page4-89.svg,1.0576135963201523
FSlauTLiakK1y5VGOIoH,0.4188387989997864,0.0818962678313255,1,0,0,1.0,page8-22.svg,page6-208.svg,page8-217.svg,page6-121.svg,0.33694253116846085
FTkGrDmczlEUnL6tOJWX,0.5313445925712585,0.4659090340137481,1,0,0,1.0,page8-210.svg,page3-207.svg,page8-180.svg,page8-8.svg,0.06543555855751043
FVlkabwiRNHL0nSySWFq,0.1204452812671661,0.6456195712089539,0,0,1,-1.0,page4-202.svg,page2-67.svg,page8-236.svg,page8-18.svg,-0.5251742899417877
FZPABaXlPmOg6P3AbiTs,0.0706140622496604,0.5303627252578735,0,0,1,-1.0,page3-193.svg,page5-249.svg,page6-123.svg,page7-73.svg,-0.45974866300821315
Fbg9HHVsjgDv1wg4OkU8,0.6125973463058472,0.3789400458335876,0,1,0,0.0,page6-143.svg,page7-244.svg,page7-36.svg,page7-205.svg,0.23365730047225958
FdX2W2Bryv2LBaM61Drj,-0.1198494285345077,0.3731105327606201,0,1,0,0.0,page8-20.svg,page6-50.svg,page7-79.svg,page7-70.svg,-0.4929599612951278
FjUcUtRmpazFekXbRBYG,0.6758745908737183,0.5546596646308899,1,0,0,1.0,page7-102.svg,page7-229.svg,page3-35.svg,page1-183.svg,0.12121492624282837
Fn0Ndno6m7qkV9W40Ohi,0.6330641508102417,-0.0297330990433692,1,0,0,1.0,page1-105.svg,page5-74.svg,page4-89.svg,page6-106.svg,0.6627972498536109
FoOzA7owC7fBiMlBMH7F,0.5141338109970093,-0.0717774778604507,1,0,0,1.0,page4-194.svg,page3-141.svg,page7-184.svg,page1-70.svg,0.58591128885746
FqoHEOSBhMlImzVK6gsP,0.1548827141523361,-0.0202125366777181,0,0,1,-1.0,page2-148.svg,page2-39.svg,page4-34.svg,page7-96.svg,0.1750952508300542
Fqru8WMLsDgQZGxMyPYA,0.1507504284381866,0.7525508403778076,0,0,1,-1.0,page8-39.svg,page6-135.svg,page4-16.svg,page6-171.svg,-0.601800411939621
FryyY9VCVxkxqRCZSkB8,0.1728242039680481,0.5889616012573242,0,0,1,-1.0,page3-101.svg,page3-171.svg,page4-141.svg,page6-163.svg,-0.4161373972892761
FtXjungQBOfr4LYpkUvh,-0.0840014219284057,0.0632393062114715,0,1,0,0.0,page1-122.svg,page3-170.svg,page7-226.svg,page2-24.svg,-0.1472407281398772
FvJb2uRodoXkchXtj1PZ,-0.0964126363396644,-0.0284357443451881,0,1,0,0.0,page6-83.svg,page2-59.svg,page2-101.svg,page4-188.svg,-0.0679768919944763
G4KCSX5jTloBA8tcVKES,0.4508084952831268,0.671675443649292,0,0,1,-1.0,page3-187.svg,page1-132.svg,page4-89.svg,page3-207.svg,-0.22086694836616522
G6cGJ3l45w1ubp4NunKd,0.641990602016449,0.006221845280379,1,0,0,1.0,page4-64.svg,page4-81.svg,page6-198.svg,page1-16.svg,0.63576875673607
G7raIhuQFBbT1SQKm0xD,0.6367610692977905,0.5504117012023926,0,1,0,0.0,page2-157.svg,page2-131.svg,page2-126.svg,page3-56.svg,0.08634936809539795
GFzRsxA7rElnVueykG94,0.1009344384074211,0.446104884147644,1,0,0,1.0,page4-16.svg,page7-224.svg,page5-143.svg,page7-76.svg,-0.3451704457402229
GHtFfEmzA7peMuMLIe9X,0.6213169693946838,0.0569484643638134,1,0,0,1.0,page3-56.svg,page5-33.svg,page3-35.svg,page2-65.svg,0.5643685050308704
GIOYLvNUwRIUm4Yzd6RC,0.6411093473434448,0.1629159748554229,1,0,0,1.0,page1-125.svg,page3-8.svg,page6-205.svg,page2-182.svg,0.47819337248802196
GMNzMAmaYmJp7PLTKWfw,0.7525508403778076,0.3801548779010772,1,0,0,1.0,page4-16.svg,page6-171.svg,page4-169.svg,page5-162.svg,0.3723959624767304
GNtx609fUZvujiJ4n2Sh,0.6495060920715332,0.2946108281612396,0,1,0,0.0,page8-63.svg,page6-94.svg,page1-148.svg,page5-71.svg,0.3548952639102936
GPyAOKvUO8oGFKmX9PRD,-0.0967501029372215,0.0582891851663589,0,1,0,0.0,page1-183.svg,page5-84.svg,page1-130.svg,page6-155.svg,-0.1550392881035804
GQ8kFy4PytWfSP04HZ8X,0.0887041613459587,0.0466539785265922,0,1,0,0.0,page2-126.svg,page7-17.svg,page4-5.svg,page7-130.svg,0.0420501828193665
GRdnaHhdGx1PiGjsV3A4,0.742436408996582,0.5524677634239197,0,1,0,0.0,page7-96.svg,page7-105.svg,page4-3.svg,page3-199.svg,0.18996864557266235
GaRaFbyfrseqKSLevfUz,0.5048357248306274,0.1940334290266037,0,0,1,-1.0,page5-102.svg,page2-39.svg,page7-52.svg,page6-208.svg,0.31080229580402374
GcqHOib9JWolp5KZgAWW,0.655160129070282,0.6458542943000793,0,1,0,0.0,page8-152.svg,page5-249.svg,page2-32.svg,page3-20.svg,0.009305834770202637
GmdNElEgsqXBL5PDuO5L,-0.1412668228149414,0.4000606536865234,0,0,1,-1.0,page2-65.svg,page2-88.svg,page6-158.svg,page4-227.svg,-0.5413274765014648
GpDtF5MZm2bPY0u1cx7l,0.6879882216453552,0.771430492401123,0,1,0,0.0,page8-240.svg,page1-25.svg,page1-125.svg,page5-134.svg,-0.08344227075576782
GtKSOjTEBIMLJ80tLQS9,0.0240264870226383,0.6847811341285706,0,0,1,-1.0,page6-23.svg,page4-214.svg,page8-235.svg,page7-34.svg,-0.6607546471059322
GwfTt5eXMbaHyWIafG5k,0.2113998532295227,0.0687484368681907,0,0,1,-1.0,page5-58.svg,page7-185.svg,page3-60.svg,page8-85.svg,0.142651416361332
Gz9ZQ2trLEocCFEhBaEP,0.1817406564950943,0.1627887338399887,2,0,0,1.0,page6-192.svg,page8-143.svg,page3-201.svg,page2-65.svg,0.01895192265510559
GzPNIyTGOGSClg04s6a9,0.1304827779531479,0.7171453833580017,0,0,1,-1.0,page4-194.svg,page3-124.svg,page6-179.svg,page6-173.svg,-0.5866626054048538
H2VzUmGCWlkO9usdT4u5,-0.0143673149868845,0.1481432318687439,0,0,1,-1.0,page3-20.svg,page5-248.svg,page1-69.svg,page5-232.svg,-0.1625105468556284
H6A17Rp9wXApTUZriHT2,-0.0154822412878274,0.4339570105075836,0,1,0,0.0,page8-188.svg,page9-42.svg,page4-165.svg,page7-125.svg,-0.449439251795411
H7Bc1ny92DxPRR15ec2R,0.636606752872467,0.0027713319286704,1,0,0,1.0,page5-63.svg,page6-106.svg,page7-191.svg,page8-215.svg,0.6338354209437966
HBvppQVHrrD40LlC9fLI,-0.1145281046628952,0.0501337461173534,0,0,1,-1.0,page7-166.svg,page6-163.svg,page8-180.svg,page5-85.svg,-0.1646618507802486
HFBf8hnxorYGwRKiyiK3,-0.0122103709727525,0.6636022329330444,0,0,1,-1.0,page1-103.svg,page1-76.svg,page5-176.svg,page1-79.svg,-0.6758126039057969
HH8cSTf4ICXu7D2bt9lY,0.4365456104278564,0.1729028970003128,1,0,0,1.0,page9-14.svg,page8-158.svg,page7-79.svg,page2-65.svg,0.2636427134275436
HIvU5aKAwKCqkDXinrBm,0.6554697155952454,0.6646162271499634,0,1,0,0.0,page6-168.svg,page1-162.svg,page2-65.svg,page2-72.svg,-0.009146511554718018
HKKS1sZB8hFAVP6I1Mpb,0.1557967066764831,-0.0015899037243798,1,0,0,1.0,page7-16.svg,page4-180.svg,page1-165.svg,page4-140.svg,0.1573866104008629
HNtF8cVlE4sbL7hGN4tb,-0.089570976793766,0.0786945894360542,0,1,0,0.0,page4-118.svg,page6-83.svg,page7-166.svg,page9-33.svg,-0.1682655662298202
HP5bn4b5GsJOLsl8NxWi,-0.006984170526266,0.5980551242828369,0,0,1,-1.0,page7-72.svg,page7-185.svg,page1-65.svg,page1-70.svg,-0.6050392948091029
HQaDbOxJo0ZJ1lFnoTXN,0.657787561416626,0.550159215927124,1,0,0,1.0,page2-65.svg,page7-76.svg,page4-220.svg,page3-43.svg,0.10762834548950195
HRg6vLSzyb3qOcqJg3fN,0.0408357232809066,-0.1088580340147018,0,1,0,0.0,page2-124.svg,page6-124.svg,page4-118.svg,page3-55.svg,0.1496937572956084
HSQXp3MWEjdiJU1hbFTo,0.6576952338218689,0.0413006655871868,1,0,0,1.0,page1-113.svg,page1-118.svg,page4-193.svg,page2-72.svg,0.6163945682346821
HU3jg9OEwB3VEmuYdZzd,0.0665384232997894,-0.1110097914934158,1,0,0,1.0,page1-142.svg,page7-85.svg,page6-198.svg,page7-15.svg,0.1775482147932052
HjadkNRwl2BJbWkGrwEc,0.5918055772781372,0.5573762655258179,1,0,0,1.0,page4-34.svg,page8-56.svg,page2-24.svg,page4-180.svg,0.034429311752319336
HmjGa1LzELA0P9x215Ck,0.4344756007194519,0.499798834323883,0,0,1,-1.0,page4-95.svg,page4-188.svg,page5-106.svg,page9-7.svg,-0.0653232336044311
Hr4Ed9sNNS7BAoQtmm7R,0.1603905707597732,0.0316195599734783,0,1,0,0.0,page7-36.svg,page1-133.svg,page8-210.svg,page5-106.svg,0.12877101078629488
Hs6QixorI3tWVcHqUG44,0.5385257601737976,0.0183234941214323,0,1,0,0.0,page7-166.svg,page4-233.svg,page7-244.svg,page4-208.svg,0.5202022660523653
HtIrSXTwPzsFaYeKyL0w,0.1131815910339355,0.1056256517767906,0,1,0,0.0,page1-56.svg,page1-133.svg,page7-205.svg,page1-66.svg,0.0075559392571449
HuxiKoI5D8jsnRgJR0xt,0.4074601233005523,-0.0749986618757247,1,0,0,1.0,page6-205.svg,page6-75.svg,page4-156.svg,page3-128.svg,0.482458785176277
Hv8YXdWDSxd4qVWsxjwI,-0.1269518882036209,-0.0547915436327457,0,0,1,-1.0,page1-105.svg,page3-70.svg,page6-83.svg,page3-4.svg,-0.07216034457087521
I1mV65RxytXNUESwHW9s,0.5885884165763855,-0.1866945028305053,1,0,0,1.0,page3-163.svg,page6-5.svg,page7-169.svg,page5-122.svg,0.7752829194068908
I28ynBzk082jwyj1agl8,0.7289258241653442,0.6392082571983337,0,1,0,0.0,page6-192.svg,page6-196.svg,page5-80.svg,page5-85.svg,0.0897175669670105
I4Q0yknReigUtvSmZQkn,-0.1626757085323333,0.070697583258152,0,1,0,0.0,page2-133.svg,page1-151.svg,page8-156.svg,page7-107.svg,-0.23337329179048527
I7IvqVMXyJ31luGeaqjU,0.4659090340137481,0.8550229072570801,0,1,0,0.0,page8-180.svg,page8-8.svg,page6-181.svg,page6-179.svg,-0.38911387324333196
I9XVB9QTvMOBl2Q1ohnv,0.3854845762252807,0.1388252675533294,0,1,0,0.0,page6-226.svg,page5-151.svg,page9-16.svg,page4-161.svg,0.2466593086719513
I9Z0wKtS1un3slhWlXsK,0.7526707649230957,-0.0558597445487976,1,0,0,1.0,page5-80.svg,page5-96.svg,page1-40.svg,page9-13.svg,0.8085305094718933
IAxyePZS2y2oJBjCo0Pf,-0.115993358194828,0.7730507850646973,0,0,1,-1.0,page3-128.svg,page5-246.svg,page3-95.svg,page3-71.svg,-0.8890441432595253
ICAU94RPophkZYP2iT9m,-0.0964076071977615,0.1282585263252258,0,1,0,0.0,page5-74.svg,page4-89.svg,page2-157.svg,page5-71.svg,-0.2246661335229873
ID0SrIbGo1xYHXDhWX4V,0.4293631017208099,0.028290532529354,1,0,0,1.0,page7-169.svg,page1-175.svg,page3-163.svg,page7-244.svg,0.4010725691914559
IFRJCpgz0FsutR85uDpn,0.576064944267273,0.6405991315841675,1,0,0,1.0,page6-168.svg,page5-128.svg,page6-143.svg,page1-10.svg,-0.06453418731689453
IHXt7MWX4ctCWEHGcCgL,0.503318190574646,-0.0631909668445587,0,1,0,0.0,page8-181.svg,page1-128.svg,page4-93.svg,page4-11.svg,0.5665091574192047
IIFj9sN5A0joi0JoeK1P,0.1420829594135284,-0.1450643986463546,1,0,0,1.0,page4-19.svg,page9-32.svg,page5-84.svg,page5-143.svg,0.287147358059883
IIzjeHWWVCx3lbhX3NwJ,0.1679134368896484,0.5063260793685913,0,0,1,-1.0,page5-101.svg,page8-215.svg,page3-171.svg,page2-61.svg,-0.33841264247894287
IJJNPvSYthFT3QkvzPX7,-0.1465646475553512,0.6928691864013672,0,0,1,-1.0,page6-137.svg,page6-52.svg,page5-207.svg,page7-122.svg,-0.8394338339567184
IJiCwHwpXaZpBbP2ATmT,0.671675443649292,0.5763867497444153,0,1,0,0.0,page4-89.svg,page3-207.svg,page5-145.svg,page2-170.svg,0.09528869390487671
IKCuvOLJz3pnZw9vDhY9,0.089363545179367,0.2383338958024978,1,0,0,1.0,page-F.svg,page5-246.svg,page7-185.svg,page3-8.svg,-0.1489703506231308
IL0bUa1z9QTiW8AtxGuW,0.2254838347434997,-0.1313386708498001,0,0,1,-1.0,page2-143.svg,page3-32.svg,page5-193.svg,page3-8.svg,0.3568225055932998
ILkDICE6jJNzcvL10ZvK,0.6084930300712585,0.7044152617454529,0,1,0,0.0,page5-145.svg,page5-71.svg,page5-84.svg,page5-86.svg,-0.09592223167419434
IPqbJSotTekzOTI2xX6F,0.5777063965797424,0.7214486598968506,0,0,1,-1.0,page2-159.svg,page2-156.svg,page4-130.svg,page3-29.svg,-0.14374226331710815
IQlnHubVjyMK1sjRM8UT,0.4472954273223877,-0.0780581682920456,1,0,0,1.0,page5-143.svg,page8-203.svg,page7-226.svg,page9-20.svg,0.5253535956144333
IYU69jfpG1zAZ6V1ehV6,0.598862886428833,0.677067756652832,0,0,1,-1.0,page2-148.svg,page2-139.svg,page5-207.svg,page5-244.svg,-0.07820487022399902
IZ6pePufwYI8vWQaBdwN,0.3450072407722473,-0.0548229217529296,1,0,0,1.0,page3-23.svg,page7-241.svg,page6-16.svg,page5-207.svg,0.3998301625251769
Icd2ZgFueLHp3PoZWXFa,0.1903049498796463,0.7788749933242798,0,0,1,-1.0,page1-142.svg,page7-41.svg,page2-155.svg,page4-177.svg,-0.5885700434446335
Iczvxz2gBPb9nd2RJOkB,0.4219454228878021,0.3395117521286011,0,0,1,-1.0,page8-190.svg,page3-206.svg,page6-92.svg,page2-145.svg,0.08243367075920105
Idm4eOSpBkehpALYpVBx,0.3789400458335876,0.5018699169158936,0,0,1,-1.0,page7-36.svg,page7-205.svg,page7-67.svg,page7-257.svg,-0.12292987108230596
IdwJqWX91oivtpTGjiQW,0.3738264739513397,1.0,0,0,1,-1.0,page3-133.svg,page5-219.svg,page7-88.svg,page7-88.svg,-0.6261735260486603
IfQ7uBLjkCzILMbeA2Xy,0.1982856690883636,0.3735939562320709,0,0,1,-1.0,page4-118.svg,page3-4.svg,page2-166.svg,page3-124.svg,-0.17530828714370733
IfqosNUFIX4HqE0kHVpG,0.7044152617454529,0.6414077877998352,0,1,0,0.0,page5-84.svg,page5-86.svg,page-D.svg,page4-47.svg,0.06300747394561768
IgidI28Ep6YzmBzt28GR,0.1365518867969513,0.0469663478434085,0,1,0,0.0,page5-132.svg,page2-65.svg,page4-10.svg,page3-193.svg,0.08958553895354279
IjoxD9Us4mPZ3kXrby6W,0.7171453833580017,-0.0629872605204582,1,0,0,1.0,page6-179.svg,page6-173.svg,page7-88.svg,page3-66.svg,0.7801326438784599
IpTXnPZfotGLqtMEds41,0.506499707698822,0.5374304056167603,1,0,0,1.0,page2-40.svg,page4-142.svg,page8-222.svg,page5-56.svg,-0.030930697917938232
IpxnWEEbE0Hp56z2km8Y,0.3687168955802917,1.0,0,0,1,-1.0,page5-220.svg,page3-193.svg,page1-40.svg,page1-40.svg,-0.6312831044197083
IqbNlodZPDAg9QHlCtNk,1.0,0.4796136915683746,1,0,0,1.0,page5-142.svg,page5-142.svg,page4-97.svg,page1-178.svg,0.5203863084316254
IxpLBysV1saqIuFGqJlS,0.0001009797633741,-0.1456282883882522,0,1,0,0.0,page6-28.svg,page7-186.svg,page2-133.svg,page8-246.svg,0.1457292681516263
IyDnsHoydKXcNEC80JS3,-0.0816310793161392,-0.0480141788721084,1,0,0,1.0,page5-143.svg,page1-47.svg,page5-63.svg,page4-92.svg,-0.033616900444030796
IyevIzDWDIb56sCx4pot,0.4233290553092956,0.1572991907596588,1,0,0,1.0,page-B.svg,page3-163.svg,page5-40.svg,page5-220.svg,0.2660298645496368
J3IWEYekJUW7BfYuokXJ,0.3836750388145447,0.0889488905668258,0,1,0,0.0,page7-17.svg,page2-166.svg,page6-159.svg,page2-131.svg,0.29472614824771887
J3i85UbYsQ1cB21FsotB,0.0677878335118293,1.0,0,0,1,-1.0,page1-54.svg,page8-16.svg,page3-187.svg,page3-187.svg,-0.9322121664881707
J696RZamt70gudAkwmVt,-0.1474770456552505,-0.0315708853304386,0,1,0,0.0,page2-88.svg,page2-72.svg,page7-236.svg,page6-160.svg,-0.1159061603248119
JEnKLzhk7sdYbLZ9RJNl,0.3337921798229217,0.4405696392059326,0,1,0,0.0,page7-234.svg,page7-185.svg,page5-182.svg,page7-247.svg,-0.10677745938301092
JJ2fYjnnxSDDzdDrbtAu,0.4493336975574493,0.3886250555515289,1,0,0,1.0,page5-157.svg,page3-56.svg,page7-36.svg,page8-184.svg,0.06070864200592041
JMW998402BEAuI2CuFtW,-0.0571231059730052,0.6083151698112488,0,0,1,-1.0,page6-171.svg,page1-51.svg,page9-42.svg,page1-150.svg,-0.665438275784254
JMuB3yc0HdB7g1TPKaXM,0.1457572728395462,0.0581835843622684,0,1,0,0.0,page6-16.svg,page3-49.svg,page3-187.svg,page7-40.svg,0.08757368847727781
JNW07hHalMLFK9WScV1I,-0.0285530369728803,-0.0080367513000965,0,1,0,0.0,page5-107.svg,page9-13.svg,page3-193.svg,page7-35.svg,-0.020516285672783803
JOUKTnrF0N07dbHEEoID,0.4404482543468475,0.1327902823686599,1,0,0,1.0,page5-167.svg,page9-41.svg,page1-22.svg,page5-96.svg,0.30765797197818756
JTvj63gZCE8JvdUO9QdK,0.0652886256575584,0.0181206315755844,0,1,0,0.0,page5-207.svg,page1-37.svg,page7-85.svg,page8-204.svg,0.047167994081974
JboYBiYjqUvHmexm4lG5,0.3994392156600952,0.7666731476783752,0,0,1,-1.0,page7-251.svg,page6-96.svg,page1-148.svg,page5-122.svg,-0.36723393201828003
JlMB2mUvsx5p6WKC3xZt,-0.1007491126656532,0.0597866624593734,0,1,0,0.0,page3-57.svg,page7-10.svg,page7-79.svg,page5-210.svg,-0.1605357751250266
Jlrq92DO0JQlaSX5Lfdj,0.0935209840536117,0.3933693766593933,0,1,0,0.0,page7-109.svg,page4-188.svg,page3-57.svg,page3-168.svg,-0.2998483926057816
Jn04VOCIo0FqMArU1Tl4,0.0275974385440349,0.292748749256134,0,1,0,0.0,page7-188.svg,page3-71.svg,page8-2.svg,page8-46.svg,-0.2651513107120991
Jo1XHG9ewHv8oK92ASHe,-0.0554914474487304,-0.2149273306131363,0,1,0,0.0,page3-170.svg,page5-80.svg,page4-194.svg,page7-165.svg,0.15943588316440588
JoLirRueJtcmwmuWIJkX,0.0915270969271659,0.565416157245636,0,0,1,-1.0,page2-72.svg,page1-25.svg,page7-202.svg,page7-194.svg,-0.4738890603184701
JrOcOglBWpCRM3ujCX6v,0.5918055772781372,0.447437047958374,1,0,0,1.0,page4-34.svg,page8-56.svg,page7-164.svg,page4-142.svg,0.14436852931976318
JvBKJUZ2PIxKyPiHZvSu,0.7526707649230957,0.1775688976049423,1,0,0,1.0,page5-80.svg,page5-96.svg,page8-240.svg,page5-249.svg,0.5751018673181534
K1qsnSBdZmhQbWUaWavz,0.4619299471378326,0.143678143620491,1,0,0,1.0,page3-59.svg,page7-233.svg,page2-138.svg,page6-173.svg,0.3182518035173416
K2V7q5FaYgTG2ek0cat8,0.4464941024780273,0.4444485604763031,0,1,0,0.0,page7-209.svg,page7-236.svg,page7-172.svg,page8-235.svg,0.0020455420017241877
K9RnjczchdkSP6jTkBGC,0.5441074371337891,0.1651543974876403,1,0,0,1.0,page7-202.svg,page8-72.svg,page8-236.svg,page4-247.svg,0.3789530396461488
KE2CvX0G0atYxh5sKCPH,-0.1358864605426788,0.1961868405342102,0,1,0,0.0,page3-66.svg,page7-245.svg,page3-44.svg,page6-121.svg,-0.33207330107688904
KG2c9FAn12LNyIPualTN,0.4700167179107666,0.0737904831767082,0,1,0,0.0,page1-178.svg,page5-37.svg,page6-168.svg,page3-121.svg,0.3962262347340584
KGsyU3C4sTpejy4iu2KR,-0.0647306069731712,0.260570228099823,0,0,1,-1.0,page6-219.svg,page5-60.svg,page-D.svg,page4-16.svg,-0.32530083507299423
KKADF8LdpXLb6WnDTxLn,0.0961843281984329,0.5873013138771057,0,0,1,-1.0,page5-57.svg,page5-102.svg,page7-127.svg,page8-204.svg,-0.4911169856786728
KNQiMBSRKBNsz1CexeLq,0.6721524000167847,0.2080462723970413,1,0,0,1.0,page6-23.svg,page4-16.svg,page2-155.svg,page4-220.svg,0.46410612761974335
KPImYUnUZXU7sePsFMSw,0.2060742974281311,0.0457285456359386,1,0,0,1.0,page-K.svg,page4-5.svg,page4-232.svg,page2-166.svg,0.16034575179219251
KPiLe8DmqkKYUQvjcpBd,0.6311872601509094,-0.0405080802738666,1,0,0,1.0,page2-134.svg,page5-37.svg,page7-13.svg,page3-60.svg,0.6716953404247761
KVOApsUe9b6AG5mMbeXZ,0.4745730757713318,0.0045083155855536,1,0,0,1.0,page5-132.svg,page5-210.svg,page8-249.svg,page3-56.svg,0.4700647601857782
KY1OjeC0szO6GhRWll81,0.1709026843309402,0.4234068989753723,0,0,1,-1.0,page3-57.svg,page5-252.svg,page6-43.svg,page3-33.svg,-0.2525042146444321
KZ80VAwr7U1FuQ8H8XPu,0.162308394908905,0.1066382154822349,1,0,0,1.0,page1-129.svg,page1-69.svg,page1-171.svg,page3-45.svg,0.0556701794266701
Kaa2AfDtpa4asbBZg7Z7,0.584367036819458,0.0560623332858085,1,0,0,1.0,page6-70.svg,page8-56.svg,page3-56.svg,page2-61.svg,0.5283047035336496
KfRj7ix2XEREVAr31duJ,0.5074838995933533,0.7851441502571106,0,0,1,-1.0,page5-173.svg,page6-22.svg,page3-207.svg,page4-16.svg,-0.2776602506637573
KnuuQ6b51ANoPBAS4OHO,0.3548019826412201,0.4978068768978119,0,0,1,-1.0,page8-188.svg,page6-163.svg,page1-82.svg,page1-42.svg,-0.1430048942565918
KwXmiZjCAbbG5Sj0VyXZ,0.5237093567848206,0.5051647424697876,0,0,1,-1.0,page7-45.svg,page5-187.svg,page2-100.svg,page1-36.svg,0.01854461431503296
KyA13uon70fy60ClMQDj,0.050824973732233,0.0489067435264587,1,0,0,1.0,page4-92.svg,page2-61.svg,page9-32.svg,page5-60.svg,0.0019182302057743003
KytxjeEmRXTTHTesm9hK,0.4847346544265747,0.1639451682567596,0,1,0,0.0,page3-47.svg,page7-28.svg,page5-57.svg,page8-157.svg,0.3207894861698151
KzL4ukvzLZTAYzf4IHyk,0.7632442116737366,0.0498386248946189,1,0,0,1.0,page7-15.svg,page5-58.svg,page7-191.svg,page7-23.svg,0.7134055867791177
L0XInHjTospyeM1z8FpU,0.4386852085590362,0.3814444541931152,0,1,0,0.0,page8-217.svg,page5-85.svg,page7-191.svg,page4-157.svg,0.05724075436592102
L1aMrrjsRsCMajRO1WMx,0.0312231443822383,1.0,0,0,1,-1.0,page6-198.svg,page1-3.svg,page3-32.svg,page3-32.svg,-0.9687768556177617
L5RSb5JqFv0DLwEBIJbe,0.137144535779953,0.3779006898403168,0,1,0,0.0,page5-220.svg,page2-17.svg,page7-79.svg,page5-89.svg,-0.24075615406036377
L8fSVp9SmSXqgY8P5w6U,0.0283739231526851,0.5325391888618469,0,1,0,0.0,page5-38.svg,page2-131.svg,page7-10.svg,page7-4.svg,-0.5041652657091619
LAKjlIfOjG7pLIXHFwka,-0.1036622822284698,0.771430492401123,0,0,1,-1.0,page5-145.svg,page4-142.svg,page1-125.svg,page5-134.svg,-0.8750927746295929
LEKRX0gwS0GXwHyYGgmL,0.6349318027496338,0.1072217747569084,0,1,0,0.0,page2-138.svg,page5-60.svg,page7-97.svg,page4-214.svg,0.5277100279927254
LJt0lxz36ma3Mq028l7Q,0.1050756052136421,0.6832513213157654,0,0,1,-1.0,page6-158.svg,page3-207.svg,page4-89.svg,page4-16.svg,-0.5781757161021233
LKf6BXbCGfPMeO0vSPdn,0.0969360396265983,0.3395117521286011,0,1,0,0.0,page3-99.svg,page3-8.svg,page6-92.svg,page2-145.svg,-0.24257571250200277
LSW3JNDD1nkOe9l6yh3w,0.5242788195610046,-0.0150668807327747,0,1,0,0.0,page6-73.svg,page1-130.svg,page6-43.svg,page8-218.svg,0.5393457002937794
LSelWpJdqEx9dO1egZrh,0.0867750346660614,0.0151768494397401,0,1,0,0.0,page2-65.svg,page5-89.svg,page7-85.svg,page6-83.svg,0.0715981852263213
LUV8oYNAQzQwe6Zsqmyf,0.1131305992603302,0.3708946406841278,0,0,1,-1.0,page5-106.svg,page7-23.svg,page-C.svg,page4-192.svg,-0.2577640414237976
LVmL28IKSb0z7v3yV1Zl,0.7378087639808655,-0.052950482815504,1,0,0,1.0,page7-41.svg,page7-39.svg,page7-226.svg,page3-37.svg,0.7907592467963694
