,block,snd_value,snd_class,sec_until_click,correct,controlled,response,game_id,speaker_desc,speaker_len,listener_desc,listener_len,total_len,chat_len,target
284,1,0.848148148148148,low,5,True,False,page3-99.svg,ovxMKmT3ueGohm4Gw,['a flame'],2,[''],1,3,2,page3-99.svg
285,0,0.851851851851852,high,24,True,False,page7-209.svg,9hFQyFjgEPjewnCCG,"['kind of hard to describelooks like a large neck', 'or maybe a thumb']",13,[''],1,14,3,page7-209.svg
286,0,0.738888888888889,low,5,True,False,page3-207.svg,rD3tT6TFviEKWgKY3,"['a person stepping to the left', 'one foot off ground']",10,[''],1,11,3,page3-207.svg
287,3,0.983333333333333,high,11,True,False,page6-168.svg,LYvnioYGtCpdKE5y2,['The bridge longer span at left'],6,[''],1,7,2,page6-168.svg
288,1,0.983333333333333,high,3,True,False,page8-188.svg,Qg3XJk4dBFRrJE2WA,"['Tall rectangle with slant on the right foot', 'large slant']",10,[''],1,11,3,page8-188.svg
289,2,0.9,high,2,True,False,page-C.svg,wwLmWsuAJdu92R5Ww,['the one with a man with two hands up'],9,[''],1,10,2,page-C.svg
290,2,0.825925925925926,low,5,True,False,page1-5.svg,rMgoeNprYSWQMKzwi,['Man in a Chinese hat'],5,[''],1,6,2,page1-5.svg
291,0,0.988888888888889,high,6,False,True,page5-33.svg,pSYzHChWFeCNcu2Bv,['It looks like a man with a square head and square body'],12,[''],1,13,2,page2-188.svg
292,3,0.933333333333333,high,8,True,False,page8-235.svg,LYvnioYGtCpdKE5y2,"['The map one', 'Like wings']",5,[''],1,6,3,page8-235.svg
293,0,0.985185185185185,high,11,False,False,page1-7.svg,ea6efpMT4GLuFawB2,['a funny looking candle holder'],5,[''],1,6,2,page6-198.svg
294,0,0.555555555555556,low,2,True,False,page5-80.svg,wwLmWsuAJdu92R5Ww,['A cat facing the left side of the screen'],9,[''],1,10,2,page5-80.svg
295,2,0.988888888888889,high,3,False,False,page3-57.svg,fykfQxfgLMTtPxajN,"['cube on shaft', 'house base']",5,[''],1,6,3,page3-133.svg
296,4,1.0,high,7,False,False,page7-147.svg,JoHuebSfKZ4gxMXfZ,"['i meant left', 'weird shape with diamond square']",8,[''],1,9,3,page2-85.svg
297,0,0.983333333333333,high,6,True,False,page7-102.svg,87qTyjteqHhW7Tpkd,"['square on top pointing up', 'traingle below']",7,[''],1,8,3,page7-102.svg
298,0,0.559259259259259,low,6,True,False,page6-160.svg,9WG4gdhs3DhrN7nLB,"['Looks like an arrow pointing right with a diamond shape on the tip', 'Pointing Left']",15,[''],1,16,3,page6-160.svg
299,1,0.8,low,4,True,False,page2-155.svg,Qg3XJk4dBFRrJE2WA,"['A giraffe', 'with two square feet']",6,[''],1,7,3,page2-155.svg
300,0,0.844444444444445,low,1,True,False,page4-156.svg,zFYDFvxH9t2tDdHCm,['its just a long left to right stick or knife'],10,[''],1,11,2,page4-156.svg
301,2,0.483333333333333,low,4,True,False,page5-86.svg,inTa2YPiDSjCmcRAf,"['pegasus', 'horse gallop']",3,[''],1,4,3,page5-86.svg
302,0,0.977777777777778,high,7,True,False,page8-240.svg,wKdxFyXxW9kX5KXow,"['Looks like a serving bowl with handle handle on right', 'small base']",12,[''],1,13,3,page8-240.svg
303,0,0.977777777777778,high,10,True,False,page2-166.svg,rMgoeNprYSWQMKzwi,['A teepee with a tee at the top'],8,[''],1,9,2,page2-166.svg
304,2,0.977777777777778,high,12,True,False,page2-166.svg,rMgoeNprYSWQMKzwi,['Teepee with half a fat X on top'],8,[''],1,9,2,page2-166.svg
305,2,0.983333333333333,high,5,True,False,page6-168.svg,LYvnioYGtCpdKE5y2,"['Like bridge one span longer at left', 'Like bridge one span longer at left']",14,[''],1,15,3,page6-168.svg
306,0,0.983333333333333,high,18,True,False,page7-97.svg,LeX3Jahr3QGT6aBZi,"['like a mouth that is opening to the right', 'sorry thats not a great description']",15,[''],1,16,3,page7-97.svg
307,4,0.761111111111111,low,3,True,False,page7-10.svg,WYGLaqqjz2oKmegF5,['perched bird looking thing'],4,[''],1,5,2,page7-10.svg
308,3,1.0,high,6,False,True,page8-148.svg,aLT3NYxYWHxNWHpsN,"['flat left side with angle at the bottom and tiny triangle at top', 'almost like a bird on a branch']",20,[''],1,21,3,page9-34.svg
309,3,0.983333333333333,high,1,True,True,page7-167.svg,Kw6oSMYPaiajMaAK3,['it looks like an arm first time for this one'],10,[''],1,11,2,page7-167.svg
310,0,0.977777777777778,high,5,True,False,page7-26.svg,NrMLccbNao9XPX7Pr,"['it sort of looks like a robot face facing to the left with mouth open', 'an extra box on right side of robot face']",24,[''],1,25,3,page7-26.svg
311,0,0.511111111111111,low,8,True,False,page5-84.svg,Toh9L3sPeXKpvY4Rz,['Looks the most like an animal but not the swan looking one'],12,[''],1,13,2,page5-84.svg
312,0,0.977777777777778,high,8,True,False,page6-83.svg,Tc2wRMWLp4GmwgzZe,['it looks like an animal with 2 legs and a long neck'],12,[''],1,13,2,page6-83.svg
313,2,0.844444444444444,low,5,True,False,page2-54.svg,ea6efpMT4GLuFawB2,"['wide tunel', 'long tunnel']",4,[''],1,5,3,page2-54.svg
314,0,0.934259259259259,high,13,False,False,page4-89.svg,fykfQxfgLMTtPxajN,"['Person with square head looking forward', 'Stubby legs']",8,[''],1,9,3,page3-57.svg
315,1,0.825925925925926,low,8,True,False,page1-5.svg,rMgoeNprYSWQMKzwi,['looks like a man with a chinese big hat on his head facing us'],14,[''],1,15,2,page1-5.svg
316,0,0.727777777777778,low,4,True,False,page5-232.svg,Hx9XTmMHdgbjpTQYw,"['an upward arrow', 'pointing up']",5,[''],1,6,3,page5-232.svg
317,0,0.971969696969697,high,4,True,False,page5-31.svg,QrFwHQDosuyFWkzWx,['A square with a six sided shape cut out in the middle'],12,[''],1,13,2,page5-31.svg
318,1,0.688518518518519,low,7,True,False,page3-163.svg,jN767K8sXvqrSmFwu,"['the dolphin looking think with a square', 'or it looks like a man praying to the left']",17,[''],1,18,3,page3-163.svg
319,0,0.516666666666667,low,5,True,False,page5-85.svg,pSYzHChWFeCNcu2Bv,['It looks like a cat runnig to the right'],9,[''],1,10,2,page5-85.svg
320,0,0.97037037037037,high,5,True,False,page1-63.svg,ovxMKmT3ueGohm4Gw,['squiggly up arrow'],3,[''],1,4,2,page1-63.svg
321,0,0.993518518518519,high,18,False,False,page2-145.svg,oC528mJu5HCE7rpuW,"['volcano on an island', 'cylindrical glass resting on table']",9,[''],1,10,3,page7-22.svg
322,1,0.977777777777778,high,4,True,False,page8-180.svg,jtAxitc55Avdzyx7C,"['diamond inside a house with a taik', 'tail']",8,[''],1,9,3,page8-180.svg
323,0,0.961111111111111,high,3,False,True,page4-185.svg,F2GkaqGEehkz6K6eg,"['looks like an L but to the left', 'and its fat']",11,[''],1,12,3,page3-95.svg
324,4,0.840740740740741,low,23,False,False,page4-60.svg,Kw6oSMYPaiajMaAK3,['person kicking leg up to the left why did we get timed out on the last one'],17,[''],1,18,2,page4-16.svg
325,0,0.937037037037037,high,5,True,False,page3-198.svg,pSYzHChWFeCNcu2Bv,['It  looks like a man holding a bowl'],9,[''],1,10,2,page3-198.svg
326,2,0.87962962962963,high,6,True,False,page4-89.svg,fykfQxfgLMTtPxajN,"['man walking to left', 'high leg']",6,[''],1,7,3,page4-89.svg
327,2,0.8,low,3,True,False,page2-155.svg,QrFwHQDosuyFWkzWx,['a truck with a chute pointing right'],7,[''],1,8,2,page2-155.svg
328,0,0.903703703703704,high,7,False,False,page2-152.svg,Aqtpdb3MK2aYN9P3k,"['facing left looks like someone reading but no legs just a block', 'something sticking out behind']",16,[''],1,17,3,page2-67.svg
329,1,0.969444444444444,high,15,False,False,page8-179.svg,wwLmWsuAJdu92R5Ww,['the one that loooks like a arrow facing upward'],9,[''],1,10,2,page5-160.svg
330,0,0.383333333333333,low,7,True,False,page5-71.svg,nneQrXMkMoBwsA39P,"['Looks like a bird', 'With wings spread out']",8,[''],1,9,3,page5-71.svg
331,1,0.934259259259259,high,4,True,False,page3-57.svg,fykfQxfgLMTtPxajN,"['a diamond on a shaft', 'split at the bottom']",9,[''],1,10,3,page3-57.svg
332,3,0.968518518518519,high,5,True,True,page4-229.svg,vjTTSvQWvJTA9TZiu,"['an arrow sigh with a tail that is angled', 'arrow sign']",11,[''],1,12,3,page4-229.svg
333,4,0.511111111111111,low,1,True,False,page5-84.svg,Toh9L3sPeXKpvY4Rz,['animal not swan'],3,[''],1,4,2,page5-84.svg
334,0,0.983333333333333,high,4,True,False,page5-105.svg,Toh9L3sPeXKpvY4Rz,"['Pretty much looks like a tree', 'triangle as leaves']",9,[''],1,10,3,page5-105.svg
335,0,0.755555555555556,low,5,True,False,page7-41.svg,GvKqmzaRNpoDLRkWv,['house boat'],2,[''],1,3,2,page7-41.svg
336,2,0.777777777777778,low,13,True,False,page7-79.svg,rMgoeNprYSWQMKzwi,['Monster swimming to the right with long neck up and a flipper'],12,[''],1,13,2,page7-79.svg
337,4,0.95,high,4,True,True,page4-185.svg,F2GkaqGEehkz6K6eg,['its the L one but not to the left'],9,[''],1,10,2,page4-185.svg
338,0,1.0,high,14,True,False,page7-191.svg,pSYzHChWFeCNcu2Bv,['Its a big triangle missing the right corner and a smaller triangle coming out of the bottom right'],18,[''],1,19,2,page7-191.svg
339,2,1.0,high,4,True,False,page3-59.svg,Zs2cbSHmvytSeDxbp,"['thick blade', 'flat top']",4,[''],1,5,3,page3-59.svg
340,3,0.977777777777778,high,6,True,False,page2-166.svg,rMgoeNprYSWQMKzwi,"['looks like salad tongs wide open with half of an x on top', 'also looks like a shirt on top']",20,[''],1,21,3,page2-166.svg
341,1,1.0,high,20,True,True,page6-245.svg,wwLmWsuAJdu92R5Ww,['the one that loooks like a a backwards L'],9,[''],1,10,2,page6-245.svg
342,2,0.990740740740741,high,4,True,True,page1-7.svg,GvKqmzaRNpoDLRkWv,"['looks like a vase with the two ears', 'maybe a bunny head']",12,[''],1,13,3,page1-7.svg
343,1,0.8,low,9,True,False,page2-155.svg,9hFQyFjgEPjewnCCG,"['a giraffe looking to the right', 'blocky body']",8,[''],1,9,3,page2-155.svg
344,3,0.845555555555556,low,24,False,False,page5-233.svg,RioKfCbKjZsCqiEW4,"['a crown cut into a rectangle', 'also looks like bart simpsons head']",12,[''],1,13,3,page1-125.svg
345,3,0.944444444444444,high,5,True,False,page4-60.svg,Kw6oSMYPaiajMaAK3,['person lying down lifting their leg up  yes easier to describe'],12,[''],1,13,2,page4-60.svg
346,3,0.644444444444445,low,9,True,True,page6-192.svg,LYvnioYGtCpdKE5y2,"['Person at prayer kneeling not Buddhist monk', 'Faces right']",9,[''],1,10,3,page6-192.svg
347,1,0.933333333333333,high,18,True,False,page8-235.svg,LYvnioYGtCpdKE5y2,"['Like a map as before', 'Like wings of bird']",9,[''],1,10,3,page8-235.svg
348,0,0.913888888888889,high,2,False,False,page4-169.svg,jtAxitc55Avdzyx7C,"['imagine a a buff guys shirt', 'liek muscles']",8,[''],1,9,3,page7-47.svg
349,4,1.0,high,10,True,True,page6-52.svg,gMQBocS2BM9XmeiN2,['a two fingered hand pointing to the right'],8,[''],1,9,2,page6-52.svg
350,0,0.931481481481482,high,4,True,False,page1-171.svg,WXTckM4oJxEnFDFLe,"['No worries i struggled with the explanation', 'this one is an upside down U']",14,[''],1,15,3,page1-171.svg
351,0,0.905555555555556,high,14,False,True,page6-245.svg,FQb7FGBwtgj3hFigv,"['Pyramid shape with arrow on top and a triangle cut out at bottom', 'like a gateway']",16,[''],1,17,3,page5-44.svg
352,2,0.988888888888889,high,10,True,True,page2-188.svg,EHfMENoA8iENJNGkP,"['Box on bottom updide down arrow', 'Upside down']",8,[''],1,9,3,page2-188.svg
353,0,0.955,high,4,True,True,page9-4.svg,wwLmWsuAJdu92R5Ww,['it looks like a u'],5,[''],1,6,2,page9-4.svg
354,0,0.977777777777778,high,6,True,False,page1-85.svg,fykfQxfgLMTtPxajN,"['House with pointy ends', 'Arrow pointing up']",7,[''],1,8,3,page1-85.svg
355,0,0.872222222222222,high,11,True,False,page7-88.svg,BYeS5ykxKLwhMH2Yc,['Ok it looks like an angel or a dragon facing the left with its arms pointing down'],17,[''],1,18,2,page7-88.svg
356,0,0.844444444444445,low,10,False,False,page6-219.svg,BYeS5ykxKLwhMH2Yc,"['it kinda looks like a knife facing the right', 'kinda like a box cutter']",14,[''],1,15,3,page4-156.svg
357,1,0.666666666666667,low,19,True,False,page5-101.svg,jN767K8sXvqrSmFwu,"['the m pointing left that has a space that looks like a white forked tongue', 'it looks like a spartan helmet rotated']",22,[''],1,23,3,page5-101.svg
358,0,0.977777777777778,high,4,True,True,page8-240.svg,oC528mJu5HCE7rpuW,"['a little like a bird with a beak quite flat', 'looking right']",12,[''],1,13,3,page8-240.svg
359,4,1.0,high,3,True,True,page7-44.svg,87qTyjteqHhW7Tpkd,['door in between 2 bases'],5,[''],1,6,2,page7-44.svg
360,0,0.962962962962963,high,23,False,False,page5-179.svg,zFYDFvxH9t2tDdHCm,"['maybe like big scissors it has a white triangle between the two parts where it separates', 'its facing downwards']",19,[''],1,20,3,page4-204.svg
361,2,0.968518518518519,high,18,False,False,page5-49.svg,L7HWKMCN34jYNuKLd,"['triangle arrow shape', 'arrow pointing up']",6,[''],1,7,3,page4-229.svg
362,0,0.96,high,4,True,False,page5-143.svg,kEQDyJQsKjxqDe59g,['Looks like a really tall boat with a funnel on top and a wide base'],15,[''],1,16,2,page5-143.svg
363,1,0.845555555555556,low,26,False,False,page3-141.svg,RioKfCbKjZsCqiEW4,"['two big mountains at the bottom of a rectangle', 'big not small']",12,[''],1,13,3,page1-125.svg
364,3,0.955555555555556,high,4,True,False,page8-118.svg,87qTyjteqHhW7Tpkd,['palm tree'],2,[''],1,3,2,page8-118.svg
365,0,0.977777777777778,high,6,True,False,page7-184.svg,gMQBocS2BM9XmeiN2,['looks like a giant number one with an uneven bottom'],10,[''],1,11,2,page7-184.svg
366,2,0.555555555555556,low,7,True,False,page5-80.svg,wwLmWsuAJdu92R5Ww,['cat facing right'],3,[''],1,4,2,page5-80.svg
367,3,0.903703703703704,high,15,True,False,page5-0.svg,7aSBLC67wzDw4kuC6,"['Upside down rocket ship', 'Arrow facing down']",7,[''],1,8,3,page5-0.svg
368,0,0.9,high,4,True,False,page-C.svg,wwLmWsuAJdu92R5Ww,['A man with two hands up'],6,[''],1,7,2,page-C.svg
369,0,0.977777777777778,high,19,True,False,page7-234.svg,oC528mJu5HCE7rpuW,"['water fountain with the bottom on the right', 'bow and arrow']",11,[''],1,12,3,page7-234.svg
370,1,1.0,high,6,True,True,page6-135.svg,ysgn3qyCwn9CR8HiY,"['A mask with ears', 'large square tilted in the middle']",10,[''],1,11,3,page6-135.svg
371,1,0.777777777777778,low,11,True,False,page7-79.svg,3whbtG3epGkWgTWoq,"['triangle holding a mountain', 'the tip of the triangle is holding it']",12,[''],1,13,3,page7-79.svg
372,2,0.971969696969697,high,2,True,False,page5-31.svg,QrFwHQDosuyFWkzWx,['square with six sided shape inside'],6,[''],1,7,2,page5-31.svg
373,0,0.977777777777778,high,6,True,False,page5-182.svg,6nS7fWuc5xZoxKWvD,['it looks like a kings crown with a triangle sticking out the bottom right'],14,[''],1,15,2,page5-182.svg
374,2,0.97037037037037,high,8,True,True,page2-90.svg,6nS7fWuc5xZoxKWvD,"['Looks like a leg in a shoe', 'or a close up of a foot with a leg out the top']",20,[''],1,21,3,page2-90.svg
375,0,1.0,high,3,True,False,page6-208.svg,Hx9XTmMHdgbjpTQYw,"['looks like a ship', 'has pointy edges']",7,[''],1,8,3,page6-208.svg
376,0,0.982407407407407,high,7,False,False,page5-84.svg,9hFQyFjgEPjewnCCG,"['kind of looks like a bird that is staring down', 'triangle foot']",12,[''],1,13,3,page7-18.svg
377,0,1.0,high,20,True,False,page4-197.svg,ysgn3qyCwn9CR8HiY,['rectangle next to a tent'],5,[''],1,6,2,page4-197.svg
378,3,0.933333333333333,high,5,False,True,page7-194.svg,tvEfrizb6JsnuRojF,"['rectangle bottom and diamond top', 'and something in the middle']",10,[''],1,11,3,page7-86.svg
379,2,0.933333333333333,high,3,True,False,page5-87.svg,nneQrXMkMoBwsA39P,"['Looks like an plane', 'a plane']",6,[''],1,7,3,page5-87.svg
380,1,0.944444444444444,high,4,True,True,page2-37.svg,fykfQxfgLMTtPxajN,"['2 doors from a hallway view', '2 open doors']",9,[''],1,10,3,page2-37.svg
381,1,0.777777777777778,low,18,False,False,page5-87.svg,rMgoeNprYSWQMKzwi,['looks like a squirrel on its back tail in the air to the right pooping'],15,[''],1,16,2,page7-79.svg
382,2,0.977777777777778,high,4,True,True,page6-75.svg,6mBzCXSubi5F6rSsS,"['The wrong answer you chose when I gave bad descriptions', 'Triangles pointing right']",13,[''],1,14,3,page6-75.svg
383,0,0.851851851851852,high,8,True,True,page7-209.svg,Zs2cbSHmvytSeDxbp,['dog  head pointing up to the right'],8,[''],1,9,2,page7-209.svg
384,1,0.95,high,24,True,False,page7-169.svg,HXJ8rqCutqjpvfhNp,"['big triangle with a tail to the left', 'its broken']",10,[''],1,11,3,page7-169.svg
385,4,0.944444444444444,high,7,True,False,page4-60.svg,Kw6oSMYPaiajMaAK3,['Its that person with their legs up to the right again on their back'],14,[''],1,15,2,page4-60.svg
386,1,0.825925925925926,low,5,True,False,page2-148.svg,fJXmBEAisJikfujW6,"['Man praying to the right', 'to the left']",8,[''],1,9,3,page2-148.svg
387,0,0.777777777777778,low,16,True,False,page7-79.svg,F2GkaqGEehkz6K6eg,['It barely looks like anything its a bunch of mostly triangles and slightly taller at the right'],17,[''],1,18,2,page7-79.svg
388,2,0.961111111111111,high,10,True,False,page4-194.svg,NrMLccbNao9XPX7Pr,['thin bottom and triangle at top with small square on top of that'],13,[''],1,14,2,page4-194.svg
389,1,0.977777777777778,high,16,True,False,page1-148.svg,HXJ8rqCutqjpvfhNp,"['boat listing backwards to the right', 'with a flat bottom sticking up']",12,[''],1,13,3,page1-148.svg
390,0,0.974074074074074,high,7,True,False,page6-78.svg,rMgoeNprYSWQMKzwi,['A big gorilla looking to the right with his arm down'],11,[''],1,12,2,page6-78.svg
391,0,0.977777777777778,high,8,True,True,page4-202.svg,ovxMKmT3ueGohm4Gw,['large square   rectangle stuck to the side with some sharp points'],13,[''],1,14,2,page4-202.svg
392,0,0.87962962962963,high,7,True,False,page4-89.svg,fykfQxfgLMTtPxajN,"['Someone walking to the left', 'leg is up high']",9,[''],1,10,3,page4-89.svg
393,3,0.992592592592593,high,22,False,False,page7-218.svg,LYvnioYGtCpdKE5y2,"['The broken island piece gap at middle', 'Two paarts']",9,[''],1,10,3,page8-217.svg
394,3,0.957407407407408,high,1,True,False,page8-216.svg,ea6efpMT4GLuFawB2,"['6', 'six']",2,[''],1,3,3,page8-216.svg
395,0,0.877407407407408,high,10,True,False,page7-112.svg,nneQrXMkMoBwsA39P,['F facing backwards'],3,[''],1,4,2,page7-112.svg
396,1,0.968518518518519,high,21,False,False,page1-73.svg,WTDxTX72c7aqxSxqp,['Like a faucet or a spout'],6,[''],1,7,2,page4-97.svg
397,1,0.933333333333333,high,10,True,False,page8-235.svg,6nS7fWuc5xZoxKWvD,"['It looks like a pair of sun glasses', 'or some sort of lizardcreature facing the left']",16,[''],1,17,3,page8-235.svg
398,0,1.0,high,3,True,False,page6-162.svg,WXTckM4oJxEnFDFLe,['Arrow pointing down to a small triangle'],7,[''],1,8,2,page6-162.svg
399,4,0.777777777777778,low,5,True,False,page7-79.svg,rMgoeNprYSWQMKzwi,['Dead pooping squirrel with tail up on the right'],9,[''],1,10,2,page7-79.svg
400,3,1.0,high,4,True,False,page4-232.svg,nZKdYx449jxPJRmdo,"['tree no stem', 'good description']",5,[''],1,6,3,page4-232.svg
401,2,0.961111111111111,high,6,True,False,page7-16.svg,WYGLaqqjz2oKmegF5,"['crab claw', 'with house shape']",5,[''],1,6,3,page7-16.svg
402,0,1.0,high,6,True,False,page7-216.svg,GvKqmzaRNpoDLRkWv,['sword with diamond on end'],5,[''],1,6,2,page7-216.svg
403,0,0.777777777777778,low,13,True,False,page7-79.svg,rMgoeNprYSWQMKzwi,['Monster swimming to the right with long neck and a flipper'],11,[''],1,12,2,page7-79.svg
404,0,0.969444444444444,high,5,True,False,page5-160.svg,wwLmWsuAJdu92R5Ww,['A straight arrow in the middle of a hill'],9,[''],1,10,2,page5-160.svg
405,0,0.92962962962963,high,10,True,True,page6-218.svg,GvKqmzaRNpoDLRkWv,"['looks like a traingles with a trapezpid on top', 'reminds me of a mushroom']",14,[''],1,15,3,page6-218.svg
406,0,0.914417989417989,high,22,True,False,page6-80.svg,DKPcxC567vvBA4csd,['bird with its head pointing down to the right and small wings on top'],14,[''],1,15,2,page6-80.svg
407,0,0.976851851851852,high,4,True,False,page5-134.svg,Hx9XTmMHdgbjpTQYw,"['upside down pyramids', 'three triangles upside down']",7,[''],1,8,3,page5-134.svg
408,3,0.977777777777778,high,4,True,False,page7-17.svg,nZKdYx449jxPJRmdo,"['booy', 'boot']",2,[''],1,3,3,page7-17.svg
409,1,0.861111111111111,high,24,False,False,page8-148.svg,aLT3NYxYWHxNWHpsN,"['like a duck sitting with the tail feathers to the lower right and a tiny square head', 'the head is a tiny sqare turned in the top left']",28,[''],1,29,3,page7-52.svg
410,0,0.974074074074074,high,8,True,False,page1-65.svg,gMQBocS2BM9XmeiN2,['a long thick rectangle witha triangle base and two pointy triangles facing each way'],14,[''],1,15,2,page1-65.svg
411,0,0.859259259259259,high,7,True,False,page1-69.svg,wwLmWsuAJdu92R5Ww,['It looks like a lamp with a weird top'],9,[''],1,10,2,page1-69.svg
412,0,0.966666666666667,high,6,True,False,page3-123.svg,rMgoeNprYSWQMKzwi,['An anvil with a cone on the top'],8,[''],1,9,2,page3-123.svg
413,0,0.977777777777778,high,3,True,False,page8-179.svg,wwLmWsuAJdu92R5Ww,['It looks like a different kinD of U'],8,[''],1,9,2,page8-179.svg
414,0,0.977777777777778,high,12,True,True,page5-182.svg,rMgoeNprYSWQMKzwi,['looks like a crown with 3 points and then a ledge on the right'],14,[''],1,15,2,page5-182.svg
415,1,0.961111111111111,high,10,False,False,page4-64.svg,Hx9XTmMHdgbjpTQYw,"['person with bowed head facing right', 'wearing cloak']",8,[''],1,9,3,page4-194.svg
416,4,0.777777777777778,low,3,True,False,page5-145.svg,HXJ8rqCutqjpvfhNp,"['a bird', 'flying up']",4,[''],1,5,3,page5-145.svg
417,1,0.937037037037037,high,11,True,True,page5-72.svg,zFYDFvxH9t2tDdHCm,"['like an ostritch with a big long pointy head in the right direction', 'with wings up']",16,[''],1,17,3,page5-72.svg
418,0,0.861111111111111,high,15,True,False,page7-39.svg,nZKdYx449jxPJRmdo,['shaped like a boat but but a big triangle on the left and a diagional square onthe top left'],19,[''],1,20,2,page7-39.svg
419,0,0.931481481481482,high,12,True,True,page7-253.svg,Hx9XTmMHdgbjpTQYw,"['bird facing left', 'with two triangles for legs']",8,[''],1,9,3,page7-253.svg
420,2,1.0,high,3,True,False,page6-162.svg,WXTckM4oJxEnFDFLe,['this one is the arrow to the smaller triangle'],9,[''],1,10,2,page6-162.svg
421,1,0.644444444444445,low,4,True,False,page6-192.svg,vjTTSvQWvJTA9TZiu,"['a person praying', 'or kneeling']",5,[''],1,6,3,page6-192.svg
422,1,1.0,high,7,True,False,page5-188.svg,tvEfrizb6JsnuRojF,"['man with hat siting with lags up', 'legs']",8,[''],1,9,3,page5-188.svg
423,1,0.927777777777778,high,4,True,False,page2-24.svg,WYGLaqqjz2oKmegF5,"['has a square in the top right', 'm shape on bottom']",11,[''],1,12,3,page2-24.svg
424,3,0.825925925925926,low,12,True,False,page2-65.svg,jN767K8sXvqrSmFwu,"['man on a boat', 'diamond on a boat']",8,[''],1,9,3,page2-65.svg
425,4,0.900740740740741,high,1,True,False,page5-187.svg,9WG4gdhs3DhrN7nLB,"['Christmas tree shape with a triangle on top', 'Two white squares inside']",12,[''],1,13,3,page5-187.svg
426,1,0.977777777777778,high,3,True,False,page8-240.svg,Qg3XJk4dBFRrJE2WA,"['a dinosaur crouching down', 'looking right']",6,[''],1,7,3,page8-240.svg
427,4,1.0,high,6,False,True,page6-165.svg,2Zoc9x2DnwEc97y7m,['Like a fish 2 squares for body triangle for thin tail top left'],13,[''],1,14,2,page7-36.svg
428,4,0.844444444444445,low,4,True,False,page4-156.svg,LYvnioYGtCpdKE5y2,"['knife', 'Butcher knife']",3,[''],1,4,3,page4-156.svg
429,4,1.0,high,5,True,False,page6-208.svg,Hx9XTmMHdgbjpTQYw,"['boat with pointy edges', 'sail boat']",6,[''],1,7,3,page6-208.svg
430,2,1.0,high,2,True,False,page7-44.svg,gMQBocS2BM9XmeiN2,"['just a torso and feet', 'square']",6,[''],1,7,3,page7-44.svg
431,1,0.974074074074074,high,5,True,False,page6-78.svg,rMgoeNprYSWQMKzwi,['looks like a man hunched over to the right holding a handheld vacuum'],13,[''],1,14,2,page6-78.svg
432,0,0.946296296296296,high,11,True,False,page6-94.svg,zFYDFvxH9t2tDdHCm,['a dog thats upside down where its head is on the left side and its feet are facing upwards like head leaned back'],23,[''],1,24,2,page6-94.svg
433,0,0.97037037037037,high,11,False,False,page1-69.svg,YCC7eMxjeSSS3FTo2,['bumblebee from top view'],4,[''],1,5,2,page6-38.svg
434,1,0.744444444444444,low,14,True,False,page5-102.svg,7c2XQwFP7pYAuQRhh,"['a seahorse', 'looking towards left']",5,[''],1,6,3,page5-102.svg
435,0,0.977777777777778,high,11,True,False,page8-240.svg,7c2XQwFP7pYAuQRhh,"['looks like a flying pan with the handle on the right', 'and a stand beneath it']",16,[''],1,17,3,page8-240.svg
436,4,0.985185185185185,high,23,True,True,page6-92.svg,7c2XQwFP7pYAuQRhh,"['this is a weird one', 'there is a small triangle on top of it']",14,[''],1,15,3,page6-92.svg
437,1,0.935714285714286,high,20,True,False,page6-158.svg,7c2XQwFP7pYAuQRhh,"['looks like a rooster with a square on its head', 'or some other type of bird']",16,[''],1,17,3,page6-158.svg
438,2,0.977777777777778,high,9,True,False,page8-240.svg,7c2XQwFP7pYAuQRhh,"['looks like a frying pan', 'handle on the right']",9,[''],1,10,3,page8-240.svg
439,0,0.840740740740741,low,9,True,False,page4-16.svg,7c2XQwFP7pYAuQRhh,['looks like a man walking to the left'],8,[''],1,9,2,page4-16.svg
440,2,0.935714285714286,high,6,True,False,page6-158.svg,7c2XQwFP7pYAuQRhh,"['a roster with a square on its head', 'facing the left']",11,[''],1,12,3,page6-158.svg
441,2,1.0,high,3,True,False,page7-29.svg,7c2XQwFP7pYAuQRhh,"['you once said it doesnt look like anything', 'a W']",10,[''],1,11,3,page7-29.svg
442,4,0.935714285714286,high,6,True,False,page6-158.svg,7c2XQwFP7pYAuQRhh,['the roaster with a square on its head'],8,[''],1,9,2,page6-158.svg
443,3,1.0,high,7,True,False,page7-29.svg,7c2XQwFP7pYAuQRhh,['the same that doesnt look like anything  with a W on the bottom'],14,[''],1,15,2,page7-29.svg
444,4,0.577777777777778,low,4,True,True,page8-38.svg,stAWNxMZ7fqfPMY3Q,"['going up has a triangle indent on top', 'not bong']",10,[''],1,11,3,page8-38.svg
445,0,0.928333333333334,high,6,True,False,page8-181.svg,HvirHRMAT4tsSydCz,['It looks like a faucet with water coming out'],9,[''],1,10,2,page8-181.svg
446,1,0.983333333333333,high,9,True,False,page7-97.svg,z7aJn7tHDMNpNtMNH,"['flat to triangle on the top right', 'angles on bottom left']",11,[''],1,12,3,page7-97.svg
447,2,0.755555555555556,low,4,True,True,page7-41.svg,RwBE2er5sGcgxnt66,['like a boat with hut on it with triangle roof'],10,[''],1,11,2,page7-41.svg
