game_id,configuration_file,round_id,trial_index,block,target,snd_value,snd_class,chat_mode,speaker_id,listener_id,context,phase,description,time_to_message,sec_until_click,response,correct,context_id
G032,ref2_pilot5_binned_threads_54_phase2_3.json,R04907,28,4.0,page2-67.svg,0.9037037037037038,high,switch-bidirectional,301,86,"['page3-60.svg', 'page8-188.svg', 'page6-38.svg', 'page4-118.svg', 'page9-14.svg', 'page1-0.svg', 'page6-155.svg', 'page2-152.svg', 'page4-56.svg', 'page2-67.svg']",2,"['someone standing on one leg the other out behind, hands out in front']",[30],7.0,page2-67.svg,True,54
G150,ref2_pilot5_binned_threads_77_phase2_3.json,R01183,44,0.0,page6-121.svg,1.0,high,single-utterance-unidirectional,72,208,"['page6-121.svg', 'page7-70.svg', 'page6-96.svg', 'page5-179.svg', 'page8-65.svg', 'page2-67.svg', 'page7-106.svg', 'page5-123.svg', 'page7-35.svg', 'page3-153.svg']",3,"kinda like a knife, handle on right and sharp part on left",19,26.0,page6-121.svg,True,77
G081,ref2_pilot5_binned_threads_86_phase2_3.json,R00088,18,2.0,page2-24.svg,0.9277777777777778,high,switch-bidirectional,231,146,"['page7-10.svg', 'page4-220.svg', 'page2-24.svg', 'page5-220.svg', 'page7-16.svg', 'page7-92.svg', 'page7-105.svg', 'page9-11.svg', 'page4-177.svg', 'page5-199.svg']",2,['uneven white m shape underneath'],[29],8.0,page2-24.svg,True,86
G089,ref2_pilot5_binned_threads_50_phase2_3.json,R03991,18,2.0,page2-166.svg,0.977777777777778,high,switch-bidirectional,9,154,"['page3-59.svg', 'page7-166.svg', 'page2-166.svg', 'page7-209.svg', 'page4-156.svg', 'page5-74.svg', 'page3-128.svg', 'page6-23.svg', 'page4-194.svg', 'page8-22.svg']",2,['robot - 2 big flat feet'],[23],9.0,page2-166.svg,True,50
G135,ref2_pilot5_binned_threads_74_phase2_3.json,R04162,8,1.0,page2-19.svg,0.8481481481481481,low,switch-bidirectional,223,181,"['page6-113.svg', 'page4-65.svg', 'page6-168.svg', 'page4-59.svg', 'page4-142.svg', 'page8-207.svg', 'page2-166.svg', 'page4-16.svg', 'page8-39.svg', 'page2-19.svg']",2,['anvil'],[6],1.0,page2-19.svg,True,74
G004,ref2_pilot5_binned_threads_51_phase2_3.json,R03539,50,0.0,page3-8.svg,0.9537037037037038,high,single-utterance-unidirectional,271,133,"['page4-11.svg', 'page4-244.svg', 'page2-72.svg', 'page2-61.svg', 'page3-170.svg', 'page2-170.svg', 'page3-8.svg', 'page4-79.svg', 'page7-205.svg', 'page6-234.svg']",3,2 Dracula fangs,19,22.0,page3-8.svg,True,51
G104,ref2_pilot5_binned_threads_20_phase2_3.json,R02266,27,4.0,page9-17.svg,0.976851851851852,high,switch-bidirectional,209,99,"['page6-179.svg', 'page5-210.svg', 'page7-17.svg', 'page3-23.svg', 'page4-220.svg', 'page1-168.svg', 'page5-101.svg', 'page5-184.svg', 'page9-17.svg', 'page8-235.svg']",2,['FFFFFFFFFFFFFFFFFFFFFFFFF'],[7],4.0,page9-17.svg,True,20
G119,ref2_pilot5_binned_threads_66_phase2_3.json,R00753,2,0.0,page5-87.svg,0.9333333333333332,high,switch-bidirectional,77,168,"['page7-112.svg', 'page5-106.svg', 'page3-71.svg', 'page5-87.svg', 'page7-71.svg', 'page9-34.svg', 'page7-252.svg', 'page5-246.svg', 'page5-71.svg', 'page1-40.svg']",2,"['Looks like a fun but the handle is upwards', 'At the top of the handle is a triangle', 'The triangle is pointed upwards']","[27, 28, 13]",28.0,page7-252.svg,False,66
G141,ref2_pilot5_binned_threads_37_phase2_3.json,R00338,29,4.0,page7-29.svg,1.0,high,switch-bidirectional,117,167,"['page6-92.svg', 'page4-16.svg', 'page3-130.svg', 'page5-135.svg', 'page6-105.svg', 'page5-246.svg', 'page5-102.svg', 'page6-158.svg', 'page8-240.svg', 'page7-29.svg']",2,['The jagged bottom one with deep V cut in top'],[13],4.0,page7-29.svg,True,37
G101,ref2_pilot5_binned_threads_71_phase2_3.json,R06460,36,0.0,page8-158.svg,0.9425925925925928,high,single-utterance-unidirectional,121,281,"['page8-158.svg', 'page4-130.svg', 'page6-83.svg', 'page7-132.svg', 'page5-45.svg', 'page1-10.svg', 'page1-54.svg', 'page7-80.svg', 'page5-89.svg', 'page8-152.svg']",3,M,4,7.0,page8-158.svg,True,71
G081,ref2_pilot5_binned_threads_86_phase2_3.json,R04037,37,0.0,page3-193.svg,0.965277777777778,high,single-utterance-unidirectional,146,231,"['page8-11.svg', 'page7-4.svg', 'page3-193.svg', 'page7-96.svg', 'page8-180.svg', 'page1-45.svg', 'page4-180.svg', 'page2-155.svg', 'page4-220.svg', 'page4-135.svg']",3,"white quadrilateral at the bottom, diamond on top",31,51.0,page3-193.svg,True,86
G111,ref2_pilot5_binned_threads_68_phase2_3.json,R07447,3,0.0,page7-149.svg,0.9666666666666666,high,switch-bidirectional,4,286,"['page7-47.svg', 'page3-23.svg', 'page1-148.svg', 'page4-169.svg', 'page1-113.svg', 'page7-149.svg', 'page8-180.svg', 'page7-157.svg', 'page9-16.svg', 'page5-200.svg']",2,['Kinda looks like a pelicans beak faceing to the left'],[21],10.0,page7-149.svg,True,68
G118,ref2_pilot5_binned_threads_101_phase2_3.json,R07182,39,0.0,page4-74.svg,0.949074074074074,high,single-utterance-unidirectional,256,149,"['page4-74.svg', 'page2-4.svg', 'page5-134.svg', 'page1-147.svg', 'page7-41.svg', 'page1-88.svg', 'page2-65.svg', 'page2-166.svg', 'page5-193.svg', 'page2-67.svg']",3,"diamond, tow triangles on top of a bigger shape that is almost recyanfular",32,42.0,page4-74.svg,True,101
G103,ref2_pilot5_binned_threads_25_phase2_3.json,R04578,50,0.0,page4-16.svg,0.8407407407407407,low,single-utterance-unidirectional,293,299,"['page6-163.svg', 'page6-100.svg', 'page4-16.svg', 'page6-117.svg', 'page7-224.svg', 'page6-173.svg', 'page1-70.svg', 'page5-142.svg', 'page-F.svg', 'page5-220.svg']",3,man walking towards the left,13,23.0,page4-16.svg,True,25
G030,ref2_pilot5_binned_threads_56_phase2_3.json,R00043,28,4.0,page7-209.svg,0.8518518518518519,high,switch-bidirectional,251,157,"['page3-193.svg', 'page5-40.svg', 'page1-51.svg', 'page7-209.svg', 'page7-18.svg', 'page7-198.svg', 'page5-84.svg', 'page4-190.svg', 'page3-41.svg', 'page2-155.svg']",2,['block pointing to the right'],[19],9.0,page7-209.svg,True,56
G018,ref2_pilot5_binned_threads_73_phase2_3.json,R01112,36,0.0,page2-172.svg,0.9111111111111112,high,single-utterance-unidirectional,228,188,"['page5-102.svg', 'page8-222.svg', 'page6-130.svg', 'page8-215.svg', 'page2-172.svg', 'page8-184.svg', 'page3-56.svg', 'page1-90.svg', 'page5-64.svg', 'page5-186.svg']",3,axe flat side on left,15,20.0,page2-172.svg,True,73
G140,ref2_pilot5_binned_threads_59_phase2_3.json,R05629,11,1.0,page9-27.svg,0.9574074074074072,high,switch-bidirectional,84,124,"['page8-188.svg', 'page5-28.svg', 'page9-27.svg', 'page5-229.svg', 'page5-0.svg', 'page-B.svg', 'page4-238.svg', 'page3-44.svg', 'page4-156.svg', 'page7-146.svg']",2,['Looks like a funnel with a triangle bit at the bottom'],[14],8.0,page9-27.svg,True,59
G060,ref2_pilot5_binned_threads_62_phase2_3.json,R02936,20,3.0,page4-220.svg,0.987037037037037,high,switch-bidirectional,297,166,"['page6-72.svg', 'page2-34.svg', 'page5-49.svg', 'page2-155.svg', 'page4-161.svg', 'page4-220.svg', 'page4-140.svg', 'page4-229.svg', 'page3-130.svg', 'page1-186.svg']",2,['TIE SHAPED'],[9],3.0,page4-220.svg,True,62
G051,ref2_pilot5_binned_threads_103_phase2_3.json,R01682,30,4.0,page7-196.svg,0.9222222222222222,high,switch-bidirectional,23,126,"['page6-218.svg', 'page1-7.svg', 'page7-172.svg', 'page6-245.svg', 'page2-65.svg', 'page7-41.svg', 'page7-216.svg', 'page5-134.svg', 'page7-196.svg', 'page-C.svg']",2,['a half moon but not fully curled up'],[14],6.0,page7-196.svg,True,103
G036,ref2_pilot5_binned_threads_70_phase2_3.json,R03784,13,2.0,page4-9.svg,0.8333333333333334,low,switch-bidirectional,104,10,"['page5-57.svg', 'page4-9.svg', 'page4-192.svg', 'page7-154.svg', 'page7-88.svg', 'page1-112.svg', 'page6-245.svg', 'page4-156.svg', 'page6-219.svg', 'page2-80.svg']",2,['The man facing the left and kicking'],[9],4.0,page4-9.svg,True,70
G058,ref2_pilot5_binned_threads_83_phase2_3.json,R05193,42,0.0,page6-149.svg,0.9583333333333334,high,single-utterance-unidirectional,27,224,"['page2-88.svg', 'page9-11.svg', 'page6-83.svg', 'page7-143.svg', 'page6-106.svg', 'page5-178.svg', 'page3-32.svg', 'page4-89.svg', 'page6-239.svg', 'page6-149.svg']",3,looks like a suit with sharp edges,26,39.0,page6-149.svg,True,83
G120,ref2_pilot5_binned_threads_36_phase2_3.json,R03602,21,3.0,page7-22.svg,0.9935185185185184,high,switch-bidirectional,232,6,"['page7-234.svg', 'page7-22.svg', 'page3-166.svg', 'page2-145.svg', 'page1-128.svg', 'page5-58.svg', 'page7-219.svg', 'page8-240.svg', 'page3-45.svg', 'page5-178.svg']",2,['3 triangles on bottom. funnel on top'],[15],3.0,page7-22.svg,True,36
G062,ref2_pilot5_binned_threads_46_phase2_3.json,R04520,29,4.0,page4-156.svg,0.8444444444444447,low,switch-bidirectional,31,272,"['page6-168.svg', 'page7-149.svg', 'page8-217.svg', 'page8-156.svg', 'page6-192.svg', 'page5-198.svg', 'page7-33.svg', 'page4-156.svg', 'page7-218.svg', 'page8-235.svg']",2,"['knife', 'Butcher knife']","[17, 21]",4.0,page4-156.svg,True,46
G083,ref2_pilot5_binned_threads_89_phase2_3.json,R03420,23,3.0,page6-13.svg,0.977777777777778,high,switch-bidirectional,141,264,"['page1-125.svg', 'page3-34.svg', 'page4-81.svg', 'page8-153.svg', 'page4-197.svg', 'page6-13.svg', 'page1-165.svg', 'page2-166.svg', 'page5-207.svg', 'page8-207.svg']",2,['bird with wings open on branch'],[13],3.0,page6-13.svg,True,89
G099,ref2_pilot5_binned_threads_81_phase2_3.json,R05852,34,0.0,page4-16.svg,0.8407407407407407,low,single-utterance-unidirectional,64,187,"['page4-89.svg', 'page7-145.svg', 'page4-47.svg', 'page5-122.svg', 'page2-137.svg', 'page2-157.svg', 'page7-254.svg', 'page4-16.svg', 'page4-30.svg', 'page7-107.svg']",3,man walking right but with a tail,15,27.0,page4-16.svg,True,81
G078,ref2_pilot5_binned_threads_39_phase2_3.json,R01712,37,0.0,page4-127.svg,0.9666666666666666,high,single-utterance-unidirectional,268,30,"['page8-192.svg', 'page4-127.svg', 'page7-24.svg', 'page2-157.svg', 'page7-41.svg', 'page1-147.svg', 'page7-130.svg', 'page8-166.svg', 'page1-125.svg', 'page1-185.svg']",3,Looks like a Y that is puking out a diamond,14,38.0,page4-127.svg,True,39
G030,ref2_pilot5_binned_threads_56_phase2_3.json,R00199,1,0.0,page2-155.svg,0.8,low,switch-bidirectional,251,157,"['page3-193.svg', 'page5-40.svg', 'page1-51.svg', 'page7-209.svg', 'page7-18.svg', 'page7-198.svg', 'page5-84.svg', 'page4-190.svg', 'page3-41.svg', 'page2-155.svg']",2,['looks like a giraffe with a square body and square legs'],[26],4.0,page2-155.svg,True,56
G093,ref2_pilot5_binned_threads_26_phase2_3.json,R01539,3,0.0,page7-79.svg,0.7777777777777777,low,switch-bidirectional,36,143,"['page6-72.svg', 'page7-79.svg', 'page3-3.svg', 'page8-184.svg', 'page4-92.svg', 'page5-138.svg', 'page9-11.svg', 'page7-58.svg', 'page6-123.svg', 'page2-168.svg']",2,"['right it looks like 2 triangles with a square, right angle triangle in the bottom corner']",[36],19.0,page7-79.svg,True,26
G117,ref2_pilot5_binned_threads_97_phase2_3.json,R05391,4,0.0,page2-155.svg,0.8,low,switch-bidirectional,259,253,"['page8-215.svg', 'page1-95.svg', 'page3-143.svg', 'page1-63.svg', 'page7-147.svg', 'page3-193.svg', 'page6-200.svg', 'page2-155.svg', 'page9-31.svg', 'page4-5.svg']",2,"['Big Bird long neck', 'square feet?', 'turned to the left  yes square feet', 'I mean turned to the right', 'sorry']","[28, 18, 20, 28, 10]",23.0,page3-143.svg,False,97
G042,ref2_pilot5_binned_threads_80_phase2_3.json,R06844,28,4.0,page1-156.svg,0.888888888888889,high,switch-bidirectional,0,128,"['page6-171.svg', 'page1-42.svg', 'page7-65.svg', 'page6-80.svg', 'page5-107.svg', 'page6-82.svg', 'page1-156.svg', 'page7-17.svg', 'page1-90.svg', 'page4-130.svg']",2,['A ship or boat'],[12],3.0,page1-156.svg,True,80
G059,ref2_pilot5_binned_threads_32_phase2_3.json,R07337,17,2.0,page7-86.svg,0.9333333333333332,high,switch-bidirectional,120,134,"['page7-135.svg', 'page4-60.svg', 'page4-16.svg', 'page2-79.svg', 'page5-239.svg', 'page7-167.svg', 'page7-86.svg', 'page2-34.svg', 'page8-199.svg', 'page7-17.svg']",2,['Person with a diamond head and a cut in the body with no arms'],[35],9.0,page7-86.svg,True,32
G049,ref2_pilot5_binned_threads_94_phase2_3.json,R00884,42,0.0,page7-236.svg,0.9222222222222224,high,single-utterance-unidirectional,300,137,"['page4-95.svg', 'page7-236.svg', 'page2-59.svg', 'page3-101.svg', 'page8-56.svg', 'page7-220.svg', 'page1-129.svg', 'page7-76.svg', 'page1-162.svg', 'page2-88.svg']",3,A CHIMMNEY,11,20.0,page7-236.svg,True,94
G028,ref2_pilot5_binned_threads_30_phase2_3.json,R00972,2,0.0,page5-187.svg,0.9007407407407406,high,switch-bidirectional,131,267,"['page9-34.svg', 'page4-3.svg', 'page6-205.svg', 'page5-179.svg', 'page2-155.svg', 'page6-160.svg', 'page5-187.svg', 'page4-249.svg', 'page2-86.svg', 'page5-132.svg']",2,"[""Has a triangle on the top pointing upwards and a triangle on the bottom. Overall it's shape mostly points up.,""]",[35],11.0,page5-187.svg,True,30
G019,ref2_pilot5_binned_threads_57_phase2_3.json,R02664,24,3.0,page4-16.svg,0.8407407407407407,low,switch-bidirectional,211,200,"['page6-75.svg', 'page5-27.svg', 'page4-164.svg', 'page1-57.svg', 'page4-16.svg', 'page3-193.svg', 'page1-75.svg', 'page5-56.svg', 'page9-13.svg', 'page8-236.svg']",2,['person walking to left'],[8],4.0,page4-16.svg,True,57
G015,ref2_pilot5_binned_threads_23_phase2_3.json,R00815,36,0.0,page6-240.svg,0.9907407407407408,high,single-utterance-unidirectional,273,247,"['page8-46.svg', 'page4-92.svg', 'page3-168.svg', 'page8-204.svg', 'page4-157.svg', 'page6-240.svg', 'page4-238.svg', 'page5-185.svg', 'page1-182.svg', 'page3-157.svg']",3,Square on top,15,19.0,page6-240.svg,True,23
G020,ref2_pilot5_binned_threads_47_phase2_3.json,R01041,3,0.0,page8-236.svg,0.8925925925925926,high,switch-bidirectional,156,159,"['page1-90.svg', 'page2-174.svg', 'page5-121.svg', 'page8-236.svg', 'page5-18.svg', 'page7-191.svg', 'page2-90.svg', 'page5-182.svg', 'page8-207.svg', 'page8-235.svg']",2,['looks like a duck'],[13],5.0,page8-236.svg,True,47
G144,ref2_pilot5_binned_threads_69_phase2_3.json,R06579,3,0.0,page5-80.svg,0.5555555555555556,low,switch-bidirectional,239,298,"['page-C.svg', 'page5-80.svg', 'page9-4.svg', 'page5-160.svg', 'page8-179.svg', 'page3-38.svg', 'page1-69.svg', 'page6-23.svg', 'page5-6.svg', 'page6-245.svg']",2,"['what does it look likke', 'A cat facing the left side of the screen']","[7, 13]",2.0,page5-80.svg,True,69
G022,ref2_pilot5_binned_threads_34_phase2_3.json,R01911,45,0.0,page5-11.svg,0.9833333333333332,high,single-utterance-unidirectional,106,65,"['page9-42.svg', 'page5-11.svg', 'page6-171.svg', 'page4-249.svg', 'page1-162.svg', 'page5-174.svg', 'page3-46.svg', 'page1-133.svg', 'page4-101.svg', 'page4-59.svg']",3,Flat top with three points to the right and three points to the left,40,,,,34
G018,ref2_pilot5_binned_threads_73_phase2_3.json,R03259,44,0.0,page5-102.svg,0.7444444444444442,low,single-utterance-unidirectional,188,228,"['page4-203.svg', 'page7-205.svg', 'page5-102.svg', 'page5-33.svg', 'page2-131.svg', 'page3-43.svg', 'page3-168.svg', 'page5-155.svg', 'page3-92.svg', 'page5-60.svg']",3,symmetrical seahorse,8,10.0,page5-102.svg,True,73
G058,ref2_pilot5_binned_threads_83_phase2_3.json,R02278,23,3.0,page3-32.svg,0.9351851851851852,high,switch-bidirectional,27,224,"['page3-207.svg', 'page1-47.svg', 'page6-99.svg', 'page9-32.svg', 'page4-180.svg', 'page7-147.svg', 'page8-188.svg', 'page2-85.svg', 'page2-143.svg', 'page3-32.svg']",2,['rocket ship. triangle at the bottom'],[22],3.0,page3-32.svg,True,83
G148,ref2_pilot5_binned_threads_93_phase2_3.json,R04944,41,0.0,page3-207.svg,0.7388888888888889,low,single-utterance-unidirectional,190,287,"['page4-214.svg', 'page7-130.svg', 'page1-69.svg', 'page1-156.svg', 'page3-207.svg', 'page2-19.svg', 'page6-93.svg', 'page4-233.svg', 'page4-3.svg', 'page6-163.svg']",3,a man walking to the left,13,18.0,page3-207.svg,True,93
G118,ref2_pilot5_binned_threads_101_phase2_3.json,R06474,7,1.0,page7-196.svg,0.9222222222222222,high,switch-bidirectional,256,149,"['page3-99.svg', 'page7-17.svg', 'page7-76.svg', 'page7-196.svg', 'page4-232.svg', 'page-I.svg', 'page1-125.svg', 'page7-39.svg', 'page1-88.svg', 'page1-31.svg']",2,['looks like a finger directing someone in that direcrion'],[27],11.0,page7-196.svg,True,101
G098,ref2_pilot5_binned_threads_38_phase2_3.json,R03291,32,0.0,page7-15.svg,0.5935185185185186,low,single-utterance-unidirectional,266,145,"['page4-194.svg', 'page1-25.svg', 'page1-48.svg', 'page7-40.svg', 'page4-237.svg', 'page7-15.svg', 'page3-60.svg', 'page7-181.svg', 'page4-166.svg', 'page1-5.svg']",3,small mountins,12,15.0,page7-15.svg,True,38
G033,ref2_pilot5_binned_threads_91_phase2_3.json,R04149,13,2.0,page9-43.svg,0.977777777777778,high,switch-bidirectional,204,29,"['page3-59.svg', 'page-C.svg', 'page6-168.svg', 'page2-16.svg', 'page6-159.svg', 'page5-37.svg', 'page6-164.svg', 'page9-43.svg', 'page6-173.svg', 'page4-169.svg']",2,"['a pyramid followed by a box, from left to right']",[21],2.0,page9-43.svg,True,91
G148,ref2_pilot5_binned_threads_93_phase2_3.json,R06898,44,0.0,page4-110.svg,0.9444444444444444,high,single-utterance-unidirectional,190,287,"['page7-37.svg', 'page2-88.svg', 'page1-108.svg', 'page7-130.svg', 'page1-113.svg', 'page6-108.svg', 'page6-234.svg', 'page9-33.svg', 'page1-66.svg', 'page4-110.svg']",3,trophy with two hands on the side,21,30.0,page1-66.svg,False,93
G093,ref2_pilot5_binned_threads_26_phase2_3.json,R05317,50,0.0,page6-160.svg,0.5592592592592593,low,single-utterance-unidirectional,143,36,"['page6-234.svg', 'page6-160.svg', 'page8-195.svg', 'page5-87.svg', 'page7-70.svg', 'page7-40.svg', 'page1-79.svg', 'page8-184.svg', 'page7-28.svg', 'page1-70.svg']",3,pacman running right,9,22.0,page6-160.svg,True,26
G117,ref2_pilot5_binned_threads_97_phase2_3.json,R05887,39,0.0,page6-202.svg,0.9888888888888888,high,single-utterance-unidirectional,253,259,"['page4-177.svg', 'page1-36.svg', 'page4-220.svg', 'page2-106.svg', 'page1-10.svg', 'page1-79.svg', 'page3-122.svg', 'page6-200.svg', 'page6-202.svg', 'page5-252.svg']",3,triangle base with a diamond and pole,44,50.0,page1-36.svg,False,97
G044,ref2_pilot5_binned_threads_100_phase2_3.json,R05125,5,0.0,page2-32.svg,0.9185185185185184,high,switch-bidirectional,257,109,"['page6-245.svg', 'page2-188.svg', 'page6-43.svg', 'page4-17.svg', 'page4-16.svg', 'page6-224.svg', 'page2-32.svg', 'page5-175.svg', 'page1-33.svg', 'page4-130.svg']",2,['a table with the side looking like lifted hands'],[35],16.0,page2-32.svg,True,100
G079,ref2_pilot5_binned_threads_76_phase2_3.json,R05196,20,3.0,page8-235.svg,0.9333333333333332,high,switch-bidirectional,82,138,"['page1-69.svg', 'page1-73.svg', 'page3-86.svg', 'page1-125.svg', 'page8-235.svg', 'page7-111.svg', 'page3-26.svg', 'page4-97.svg', 'page6-135.svg', 'page5-151.svg']",2,['bra'],[5],2.0,page8-235.svg,True,76
G044,ref2_pilot5_binned_threads_100_phase2_3.json,R01055,1,0.0,page4-130.svg,0.8685185185185185,high,switch-bidirectional,257,109,"['page6-245.svg', 'page2-188.svg', 'page6-43.svg', 'page4-17.svg', 'page4-16.svg', 'page6-224.svg', 'page2-32.svg', 'page5-175.svg', 'page1-33.svg', 'page4-130.svg']",2,['a house with something sticking out of the right side'],[32],13.0,page4-130.svg,True,100
G104,ref2_pilot5_binned_threads_20_phase2_3.json,R04312,28,4.0,page8-235.svg,0.9333333333333332,high,switch-bidirectional,99,209,"['page6-179.svg', 'page5-184.svg', 'page4-220.svg', 'page8-235.svg', 'page3-23.svg', 'page1-168.svg', 'page5-210.svg', 'page9-17.svg', 'page7-17.svg', 'page5-101.svg']",2,['a bra on the floor'],[17],5.0,page8-235.svg,True,20
G066,ref2_pilot5_binned_threads_96_phase2_3.json,R03474,34,0.0,page8-249.svg,0.8444444444444444,low,single-utterance-unidirectional,220,205,"['page8-249.svg', 'page7-165.svg', 'page5-65.svg', 'page1-129.svg', 'page1-90.svg', 'page3-56.svg', 'page7-17.svg', 'page4-192.svg', 'page5-38.svg', 'page4-16.svg']",3,dog,9,13.0,page8-249.svg,True,96
G125,ref2_pilot5_binned_threads_49_phase2_3.json,R07505,47,0.0,page3-4.svg,0.962962962962963,high,single-utterance-unidirectional,66,269,"['page5-44.svg', 'page5-220.svg', 'page1-125.svg', 'page3-4.svg', 'page1-148.svg', 'page1-83.svg', 'page4-89.svg', 'page5-60.svg', 'page5-84.svg', 'page4-47.svg']",3,arrow facing upwards with a diamond above it,30,36.0,page3-4.svg,True,49
G063,ref2_pilot5_binned_threads_43_phase2_3.json,R06725,35,0.0,page7-65.svg,0.9,high,single-utterance-unidirectional,276,282,"['page5-84.svg', 'page8-169.svg', 'page3-193.svg', 'page7-157.svg', 'page1-112.svg', 'page1-79.svg', 'page6-114.svg', 'page2-155.svg', 'page1-51.svg', 'page7-65.svg']",3,flat top 1 right facing arm and leg,40,50.0,page7-65.svg,True,43
G022,ref2_pilot5_binned_threads_34_phase2_3.json,R06122,15,2.0,page4-16.svg,0.8407407407407407,low,switch-bidirectional,65,106,"['page2-152.svg', 'page4-150.svg', 'page3-8.svg', 'page3-206.svg', 'page4-16.svg', 'page5-174.svg', 'page6-245.svg', 'page1-150.svg', 'page2-187.svg', 'page5-0.svg']",2,['Someone kicking to the left'],[17],5.0,page4-16.svg,True,34
G079,ref2_pilot5_binned_threads_76_phase2_3.json,R03717,50,0.0,page4-110.svg,0.9444444444444444,high,single-utterance-unidirectional,138,82,"['page6-86.svg', 'page4-110.svg', 'page6-34.svg', 'page7-32.svg', 'page9-23.svg', 'page5-71.svg', 'page9-38.svg', 'page1-178.svg', 'page1-69.svg', 'page3-8.svg']",3,like a table but with 2 higher ends ontop of it,17,21.0,page4-110.svg,True,76
G088,ref2_pilot5_binned_threads_53_phase2_3.json,R07292,39,0.0,page7-58.svg,0.9611111111111112,high,single-utterance-unidirectional,7,225,"['page6-163.svg', 'page7-86.svg', 'page4-16.svg', 'page5-134.svg', 'page3-170.svg', 'page8-166.svg', 'page6-208.svg', 'page7-58.svg', 'page7-23.svg', 'page3-60.svg']",3,a tobacco pipe,15,24.0,,,53
G132,ref2_pilot5_binned_threads_31_phase2_3.json,R07497,24,3.0,page6-199.svg,0.8111111111111111,low,switch-bidirectional,199,48,"['page9-14.svg', 'page6-124.svg', 'page1-129.svg', 'page2-155.svg', 'page4-148.svg', 'page7-20.svg', 'page2-133.svg', 'page1-26.svg', 'page3-198.svg', 'page6-199.svg']",2,['christmas tree without a top'],[14],6.0,page6-199.svg,True,31
G079,ref2_pilot5_binned_threads_76_phase2_3.json,R05766,25,4.0,page3-26.svg,0.9833333333333334,high,switch-bidirectional,82,138,"['page1-69.svg', 'page1-73.svg', 'page3-86.svg', 'page1-125.svg', 'page8-235.svg', 'page7-111.svg', 'page3-26.svg', 'page4-97.svg', 'page6-135.svg', 'page5-151.svg']",2,['arrow pointing up with two things underneath'],[19],4.0,page3-26.svg,True,76
G132,ref2_pilot5_binned_threads_31_phase2_3.json,R04882,4,0.0,page4-148.svg,0.9851851851851852,high,switch-bidirectional,48,199,"['page4-148.svg', 'page9-14.svg', 'page6-124.svg', 'page1-26.svg', 'page2-155.svg', 'page6-199.svg', 'page3-198.svg', 'page1-129.svg', 'page7-20.svg', 'page2-133.svg']",2,['christmas tree with the top'],[21],17.0,page4-148.svg,True,31
G053,ref2_pilot5_binned_threads_52_phase2_3.json,R00394,29,4.0,page2-40.svg,0.874074074074074,high,switch-bidirectional,226,237,"['page1-88.svg', 'page7-169.svg', 'page6-82.svg', 'page1-148.svg', 'page5-145.svg', 'page2-67.svg', 'page9-16.svg', 'page7-36.svg', 'page2-40.svg', 'page3-128.svg']",2,['capital J with square'],[18],4.0,page2-40.svg,True,52
G113,ref2_pilot5_binned_threads_22_phase2_3.json,R01627,37,0.0,page5-64.svg,0.9833333333333334,high,single-utterance-unidirectional,105,250,"['page9-14.svg', 'page8-221.svg', 'page5-64.svg', 'page3-193.svg', 'page4-11.svg', 'page7-156.svg', 'page4-47.svg', 'page7-96.svg', 'page5-81.svg', 'page4-183.svg']",3,"Hard one, 3 sorts of shape put together with triangle on left, and a diamond on the right",31,44.0,page5-64.svg,True,22
G036,ref2_pilot5_binned_threads_70_phase2_3.json,R06902,9,1.0,page2-80.svg,0.9333333333333332,high,switch-bidirectional,10,104,"['page7-154.svg', 'page6-245.svg', 'page4-192.svg', 'page1-112.svg', 'page2-80.svg', 'page5-57.svg', 'page6-219.svg', 'page7-88.svg', 'page4-156.svg', 'page4-9.svg']",2,['kind of like a water faucet'],[30],3.0,page2-80.svg,True,70
G150,ref2_pilot5_binned_threads_77_phase2_3.json,R01727,9,1.0,page7-79.svg,0.7777777777777777,low,switch-bidirectional,208,72,"['page8-142.svg', 'page7-41.svg', 'page4-156.svg', 'page7-79.svg', 'page6-94.svg', 'page5-179.svg', 'page4-204.svg', 'page5-94.svg', 'page8-2.svg', 'page5-72.svg']",2,['looks like a mountain scape with a triangle on bottom right'],[15],4.0,page7-79.svg,True,77
G107,ref2_pilot5_binned_threads_99_phase2_3.json,R05621,49,0.0,page3-124.svg,0.9888888888888888,high,single-utterance-unidirectional,108,160,"['page3-124.svg', 'page7-248.svg', 'page1-76.svg', 'page8-58.svg', 'page1-70.svg', 'page6-121.svg', 'page4-192.svg', 'page4-188.svg', 'page1-66.svg', 'page8-16.svg']",3,Flatfish pointing to the top of the screen. White rectangle cut out.,25,37.0,page3-124.svg,True,99
G093,ref2_pilot5_binned_threads_26_phase2_3.json,R03920,34,0.0,page5-89.svg,0.8181818181818182,low,single-utterance-unidirectional,36,143,"['page5-89.svg', 'page5-152.svg', 'page8-180.svg', 'page3-47.svg', 'page6-21.svg', 'page3-101.svg', 'page7-73.svg', 'page3-50.svg', 'page5-81.svg', 'page8-184.svg']",3,a coat hook facing upwards,24,32.0,page3-101.svg,False,26
