file	column	before	after
data/full_data.csv	description	['.', 'a big triangle on the right side, than a smaller triangle', 'than a rectangle on the left', '.', 'slightly tilted', 'a rectangle on the left side, then two triangles']	['a big triangle on the right side, than a smaller triangle', 'than a rectangle on the left', 'slightly tilted', 'a rectangle on the left side, then two triangles']
data/full_data.csv	description	['.', 'a roster with a square on its head', 'facing the left']	['a roster with a square on its head', 'facing the left']
data/full_data.csv	description	like  a 7	like a 7
data/full_data.csv	description	['a seahorse', '.', 'looking towards left', '.']	['a seahorse', 'looking towards left']
data/full_data.csv	description	"['.', '.', ""lol it doesn't look like anything :)"", '.', 'there is a white space in the lower left corner that would look like a white square', 'hahaha', '.', '.', 'hm', '.', 'it has two peaks pointing downwards', 'like the letter W']"	"[""it doesn't look like anything"", 'there is a white space in the lower left corner that would look like a white square', 'it has two peaks pointing downwards', 'like the letter W']"
data/full_data.csv	description	['the roaster with a square on its head', 'this was fun']	['the roaster with a square on its head']
data/full_data.csv	description	['man walking to left  - the bigger man']	['man walking to left - the bigger man']
data/full_data.csv	description	['a person walking to the left, it looks like the person has a small tail :)', '.']	['a person walking to the left, it looks like the person has a small tail']
data/full_data.csv	description	['.', 'looks like a cock with its red comb on the head', 'cockerel', 'facing the left']	['looks like a cock with its red comb on the head', 'cockerel', 'facing the left']
data/full_data.csv	description	['.', '.', 'looks like a rooster with a square on its head', 'or some other type of bird']	['looks like a rooster with a square on its head', 'or some other type of bird']
data/full_data.csv	description	['.', '.', 'looks like a flying pan with the handle on the right', '.', 'and a stand beneath it']	['looks like a flying pan with the handle on the right', 'and a stand beneath it']
data/full_data.csv	description	['.', 'looks like a frying pan', 'handle on the right']	['looks like a frying pan', 'handle on the right']
data/full_data.csv	description	['the frying pan with the handle on the right', '.']	['the frying pan with the handle on the right']
data/full_data.csv	description	['a boat', '.']	['a boat']
data/full_data.csv	description	['.', 'you once said it doesnt look like anything', '.', 'a W?']	['you once said it doesnt look like anything', 'a W?']
data/full_data.csv	description	"[""the same, that doesn't look like anything :)"", 'with a W on the bottom']"	"[""the same, that doesn't look like anything"", 'with a W on the bottom']"
data/full_data.csv	description	"['like a pine tree being cut down', 'like part of it is falling down after being cut down', '.', ""it's falling towards the right""]"	"['like a pine tree being cut down', 'like part of it is falling down after being cut down', ""it's falling towards the right""]"
data/full_data.csv	description	['are you there?', 'looks like a man walking to the left']	['looks like a man walking to the left']
data/full_data.csv	description	A person launching into the air (to the right) and farting (lol)	A person launching into the air (to the right) and farting
data/full_data.csv	description	Hourglass  shape	Hourglass shape
data/full_data.csv	description	standing straight up and down with 2 legs and  2 arms	standing straight up and down with 2 legs and 2 arms
data/full_data.csv	description	Wheel barrow  2 squares at the bottom	Wheel barrow 2 squares at the bottom
data/full_data.csv	description	backward  - letter J	backward - letter J
data/full_data.csv	description	pick the one that looks like  boat with a diamond ontop of it	pick the one that looks like boat with a diamond ontop of it
data/full_data.csv	description	A  mix of shapes, square placed diagonally on the top, triangles below placed at different angles	A mix of shapes, square placed diagonally on the top, triangles below placed at different angles
data/full_data.csv	description	A hammer/mallet  with a broken handle	A hammer/mallet with a broken handle
data/full_data.csv	description	A phallic image balanced on top of a triangle.	
data/full_data.csv	description	Hi	
data/full_data.csv	description	It has a square on top  with a long square d	It has a square on top with a long square d
data/full_data.csv	description	looks like an H but with the left side  curving up	looks like an H but with the left side curving up
data/full_data.csv	description	It's a diamond on top of stacked  triangles, almost like a Christmas tree.	It's a diamond on top of stacked triangles, almost like a Christmas tree.
data/full_data.csv	description	looks like house with one large triangle on top left and small  one on right over sq	looks like house with one large triangle on top left and small one on right over sq
data/full_data.csv	description	looks like dinosaur  facing right with legs	looks like dinosaur facing right with legs
data/full_data.csv	description	hi	
data/full_data.csv	description	This looks likea  rectangle with the top left chunk removed	This looks likea rectangle with the top left chunk removed
data/full_data.csv	description	A swan/ dick  or maybe a kettle like object	
data/full_data.csv	description	A straight Arrow  facing the sky	A straight Arrow facing the sky
data/full_data.csv	description	"question mark without the ""."""	question mark without the
data/full_data.csv	description	A downward pointing arrow with a  rectanlge on the top left	A downward pointing arrow with a rectanlge on the top left
data/full_data.csv	description	long vertical rectangle  with 4 triangles pointing down	long vertical rectangle with 4 triangles pointing down
data/full_data.csv	description	It looks a bit like a water  pump, with a rectangle on right hand side.	It looks a bit like a water pump, with a rectangle on right hand side.
data/full_data.csv	description	Possibly a person knealing or a dripping tap.  A square diagonally i	Possibly a person knealing or a dripping tap. A square diagonally i
data/full_data.csv	description	a square in the middle with a smaller square on top and a triangele at the bottom and  triangle on the right had	a square in the middle with a smaller square on top and a triangele at the bottom and triangle on the right had
data/full_data.csv	description	a person walking to the right, and it looks like the forward leg is a vacuum cleaner.  A diamond shape	a person walking to the right, and it looks like the forward leg is a vacuum cleaner. A diamond shape
data/full_data.csv	description	a boat with a high wall to the left and a triangle on top of  a square pointing upwards	a boat with a high wall to the left and a triangle on top of a square pointing upwards
data/full_data.csv	description	penis hanging down!	
data/full_data.csv	description	it looks like  a set of steps	it looks like a set of steps
data/full_data.csv	description	a bit like some kind of wierd bird.  lots of triangles coming of the main body of it	a bit like some kind of wierd bird. lots of triangles coming of the main body of it
data/full_data.csv	description	a long flat try with  2 pointed legs	a long flat try with 2 pointed legs
data/full_data.csv	description	sitting facing left with legs out front  and straight head	sitting facing left with legs out front and straight head
data/full_data.csv	description	a boat sailing,  with a square on its ide on the top	a boat sailing, with a square on its ide on the top
data/full_data.csv	description	Hello, it kind of looks a bit like a cactus	it kind of looks a bit like a cactus
data/full_data.csv	description	Hello, it looks like a house with square on the	it looks like a house with square on the
data/full_data.csv	description	Letter F with  triangle at the bottom	Letter F with triangle at the bottom
data/full_data.csv	description	nearly rectangle  with a square and tringle on bottom	nearly rectangle with a square and tringle on bottom
data/full_data.csv	description	looks a bit like a dildo	
data/full_data.csv	description	Margot	[redacted]
data/full_data.csv	description	It looks like  a cooked chicken with only 2 legs instead of 4	It looks like a cooked chicken with only 2 legs instead of 4
data/full_data.csv	description	a person kneeling with arms out  at a right-angle	a person kneeling with arms out at a right-angle
data/full_data.csv	description	diagonal. like a  person falling.	diagonal. like a person falling.
data/full_data.csv	description	['have you left the building ?', 'or do we have tech issues ?', 'i cant hear you']	[]
data/full_data.csv	description	['spatula time ;)']	['spatula time']
data/full_data.csv	description	['bowl :)']	['bowl']
data/full_data.csv	description	['Hi', 'It looks like a mountain scape with a lake next to it']	['It looks like a mountain scape with a lake next to it']
data/full_data.csv	description	['[self-disclosed age redacted]', 'face with no nose']	['face with no nose']
data/full_data.csv	description	3  Arrows overlapping	3 Arrows overlapping
data/full_data.csv	description	['nice on that last one', 'this looks like a small bowl on top of a rock with a little cut at the bottom', 'this ones hard idk']	['this looks like a small bowl on top of a rock with a little cut at the bottom']
data/full_data.csv	description	['sorry they said cant repeat', 'its okay', 'cat facing left']	['cat facing left']
data/full_data.csv	description	['whale thing with triangle on top', 'sorry last time!']	['whale thing with triangle on top']
data/full_data.csv	description	['hey', 'This is a white diamond for a head, below that a triangle, then a black triangle, then a white triangle, then a black shape, then the bottom shape is a white triangle']	['This is a white diamond for a head, below that a triangle, then a black triangle, then a white triangle, then a black shape, then the bottom shape is a white triangle']
data/full_data.csv	description	['house', 'nicee']	['house']
data/full_data.csv	description	['boat with arrow pointing upwards', 'hello.....']	['boat with arrow pointing upwards']
data/full_data.csv	description	['haha', 'stealth not very stealthy tho', 'so the pointy one? or not', 'its not sharp']	['stealth not very stealthy tho', 'so the pointy one? or not', 'its not sharp']
data/full_data.csv	description	['Hi', 'Sorry, I am here now', 'aargh it another one that doesnt look like anything but has 3 triangles pointing up at top', 'No worries!']	['aargh it another one that doesnt look like anything but has 3 triangles pointing up at top']
data/full_data.csv	description	['bean lol']	['bean']
data/full_data.csv	description	['chimney', 'can you describe it a bit more? The Shape?', 'square top']	['chimney', 'square top']
data/full_data.csv	description	llama was a good description ahahha. this one is a giraffe or those dinosaurs with long necks	this one is a giraffe or those dinosaurs with long necks
data/full_data.csv	description	['hello', '\\looks like a big diamond on a small pyramid', 'top cut off']	['\\looks like a big diamond on a small pyramid', 'top cut off']
data/full_data.csv	description	['a mountain range with4 mountains and  a flat middle']	['a mountain range with4 mountains and a flat middle']
data/full_data.csv	description	['im m', 'age?', 'bird facing left']	['bird facing left']
data/full_data.csv	description	['a dog with a diamond head facing straight at you', 'rediscribe thanks', 'dog with 2 triangle legs']	['a dog with a diamond head facing straight at you', 'dog with 2 triangle legs']
data/full_data.csv	description	['haha too easy', 'big arrow pointing up']	['big arrow pointing up']
data/full_data.csv	description	['almost lost it there XD', 'Oooooh my turn :P', 'hahahaha struggling to be creative with the descriptions here xD', 'this one looks like a boat or a little sailor hat with a triangle in the middle']	['this one looks like a boat or a little sailor hat with a triangle in the middle']
data/full_data.csv	description	['rectangle  and']	['rectangle and']
data/full_data.csv	description	['hi', 'a mountain top poking through the clouds']	['a mountain top poking through the clouds']
data/full_data.csv	description	['haha', 'stealth bomber']	['stealth bomber']
data/full_data.csv	description	This one looks like a distorted W with an extra rectangle to the bottom right.  We have not done this one yet	This one looks like a distorted W with an extra rectangle to the bottom right. We have not done this one yet
data/full_data.csv	description	['hurry']	[]
data/full_data.csv	description	['Hi', 'It looks like an arrow pointing down']	['It looks like an arrow pointing down']
data/full_data.csv	description	['hahah that made me laugh', 'the one I thought was mountain poking through clouds']	['the one I thought was mountain poking through clouds']
data/full_data.csv	description	['Sorry about that', 'like a dragon with a little triangle pointing down', 'triangle balancking on its head!', 'balancing', 'sorry! really difficult', 'its like a big triangle with a much smaller one pointing down above']	['like a dragon with a little triangle pointing down', 'triangle balancking on its head!', 'balancing', 'its like a big triangle with a much smaller one pointing down above']
data/full_data.csv	description	['Spatula Time :O']	['Spatula Time']
data/full_data.csv	description	['yea that one', 'haha', 'bird flying looking right']	['yea that one', 'bird flying looking right']
data/full_data.csv	description	jagged bottom part, then something sticking up and to the right.  Looks like a saw	jagged bottom part, then something sticking up and to the right. Looks like a saw
data/full_data.csv	description	"[""sorry wouldn't let me type. basic rocketship.""]"	['basic rocketship.']
data/full_data.csv	description	['capital letter !']	['capital letter']
data/full_data.csv	description	['flame on top over a chevron', 'I dont see anything', 'describe the shapes from top to bottom']	['flame on top over a chevron']
data/full_data.csv	description	['Hi', 'any ideas']	[]
data/full_data.csv	description	['Its you go describe', 'Boat with a square on top rotated to the left']	['Boat with a square on top rotated to the left']
data/full_data.csv	description	['it looks like an egyptian pharoah', 'There are two that fit the description', 'it ooks like the thing they would sit on their head', 'is it the one that has hand-like', 'like king tut', '50/50', 'it has a white rectangle inside', 'and black trapezoid on the top', 'worth a shot']	['it looks like an egyptian pharoah', 'it ooks like the thing they would sit on their head', 'is it the one that has hand-like', 'like king tut', 'it has a white rectangle inside', 'and black trapezoid on the top']
data/full_data.csv	description	['pick the long necked animal facing left.. are you really playing now ?']	['pick the long necked animal facing left..']
data/full_data.csv	description	['a person sitting on a ledge defecating lol']	['a person sitting on a ledge defecating']
data/full_data.csv	description	a castle with two grooves on the top where the roof is.  it isn't the regular house	a castle with two grooves on the top where the roof is. it isn't the regular house
data/full_data.csv	description	['Little diamond on top right  fancy shape below', 'look like a man sitting facing left with his legs and feet?', 'yes']	['Little diamond on top right fancy shape below', 'look like a man sitting facing left with his legs and feet?', 'yes']
data/full_data.csv	description	['tres bien', 'This one looks like the right half of a diamond', 'But there is a point emerging from the right of the diamond']	['This one looks like the right half of a diamond', 'But there is a point emerging from the right of the diamond']
data/full_data.csv	description	['lol sorry', 'a little girl or devil with tree body']	['a little girl or devil with tree body']
data/full_data.csv	description	['an old fashioned smoking pipe you should be a writer']	['an old fashioned smoking pipe']
data/full_data.csv	description	blunt stealth bomber  nice to meet you	blunt stealth bomber
data/full_data.csv	description	['bean baby!!!', 'wooo!!!']	['bean baby!!!']
data/full_data.csv	description	['ru m or f?', 'the stealth bomber', 'f']	['the stealth bomber']
data/full_data.csv	description	['hahahaha triangle poops', 'Spatula time']	['triangle poops', 'Spatula time']
data/full_data.csv	description	['It looks like a faucet with water coming out', 'Hi']	['It looks like a faucet with water coming out']
data/full_data.csv	description	['I hear now', 'The bolded arrow']	['The bolded arrow']
data/full_data.csv	description	['sawblade', 'OKKK']	['sawblade']
data/full_data.csv	description	"['Just wanted to say good job', 'this one is the letter ""C""']"	"['this one is the letter ""C""']"
data/full_data.csv	description	['?', 'pointing up arrow']	['pointing up arrow']
data/full_data.csv	description	['my bad', 'castle']	['castle']
data/full_data.csv	description	['my bad', 'all good', 'a tent with a small bucket on top', 'tent with a small opening', 'at the bottom']	['a tent with a small bucket on top', 'tent with a small opening', 'at the bottom']
data/full_data.csv	description	['Like  a bird', 'pigeon', 'head pointing to left']	['Like a bird', 'pigeon', 'head pointing to left']
data/full_data.csv	description	"[""a weird 'W' shape with a small triangle coming off the bottom"", 'anything?']"	"[""a weird 'W' shape with a small triangle coming off the bottom""]"
data/full_data.csv	description	['A person sitting on the wall', 'Back on the wall', 'You there?']	['A person sitting on the wall', 'Back on the wall']
data/full_data.csv	description	['It looks like a horseshoe', 'Hello']	['It looks like a horseshoe']
data/full_data.csv	description	['where ru from?', 'christmas tree but top right part is missing']	['christmas tree but top right part is missing']
data/full_data.csv	description	['weird leaf, the one we both get stuck on ahahah']	['weird leaf, the one we both get stuck on']
data/full_data.csv	description	['Thanks i got it', 'This image looks like an arrow pointing towards the bottom left']	['This image looks like an arrow pointing towards the bottom left']
data/full_data.csv	description	['i hear', 'This is a bat, or possibly 4 mountain peaks', 'I love how we have names for each object now lmao']	['This is a bat, or possibly 4 mountain peaks']
data/full_data.csv	description	['Booyah!', 'This one looks like the strange V that is melting on the left']	['This one looks like the strange V that is melting on the left']
data/full_data.csv	description	['dog lying flat facing  to the left']	['dog lying flat facing to the left']
data/full_data.csv	description	['an arch  or hook']	['an arch or hook']
data/full_data.csv	description	Number 7 !	Number 7
data/full_data.csv	description	['Right of the fish looking thing', 'there isnt one on the right', 'looks like an arrow', 'uhhhh']	['Right of the fish looking thing', 'there isnt one on the right', 'looks like an arrow']
data/full_data.csv	description	['looks like  a water closet with 2 triangular legs']	['looks like a water closet with 2 triangular legs']
data/full_data.csv	description	a house with a pathway leading off of it (I timed out on the last one so dunno if i got it)	a house with a pathway leading off of it
data/full_data.csv	description	['weird X tilted again', 'the rules said like no connection to before so please leave out AGAIN']	['weird X tilted again']
data/full_data.csv	description	['A rhino head', 'Can you describe more?', 'Or a dinosaur head', 'Is it symetrical?', 'big solid and black', 'no', 'The points at the top?', '*Three', 'yep']	['A rhino head', 'Or a dinosaur head', 'Is it symetrical?', 'big solid and black', 'no', 'The points at the top?', '*Three', 'yep']
data/full_data.csv	description	['hello?', 'points left']	['points left']
data/full_data.csv	description	['Okay this is actually a lot easier than I thought it would be ahaha', 'This one looks like a man either praying or getting up off of a toilet, possibly pooping']	['This one looks like a man either praying or getting up off of a toilet, possibly pooping']
data/full_data.csv	description	"['your turn', ""okay it's the prism shape we had before, with a head shape coming out to the right""]"	"[""okay it's the prism shape we had before, with a head shape coming out to the right""]"
data/full_data.csv	description	['hey', 'hello', 'This one is a black shape with many triangles and a black diamond for the head of the shape with white triangles for feet']	['This one is a black shape with many triangles and a black diamond for the head of the shape with white triangles for feet']
data/full_data.csv	description	['Hello. I have a long horizontal animal facing right. Stood on 4 legs (2 visible)', 'Hi send me the description when you are ready.']	['I have a long horizontal animal facing right. Stood on 4 legs (2 visible)']
data/full_data.csv	description	['are you still there ?', 'gone to sleep ?']	[]
data/full_data.csv	description	it looks like a whale that has surfaced and facing to the right  or some kind of boat	it looks like a whale that has surfaced and facing to the right or some kind of boat
data/full_data.csv	description	['Hi', 'a man runing to the left']	['a man runing to the left']
data/full_data.csv	description	['hmm, wheres my broomstick. flyin left']	['wheres my broomstick. flyin left']
data/full_data.csv	description	['Weird Diamond', 'panicked a bit there D:']	['Weird Diamond']
data/full_data.csv	description	['captain hook lol', 'goblet witha large rim sitting on a triangle', 'ok']	['captain hook', 'goblet witha large rim sitting on a triangle', 'ok']
data/full_data.csv	description	['>:)', 'saw blade!!']	['saw blade!!']
data/full_data.csv	description	"[""the 'lobster claw' thing again haha""]"	"[""the 'lobster claw' thing again""]"
data/full_data.csv	description	['hey!', 'hello', 'A boat, facing its left']	['A boat, facing its left']
data/full_data.csv	description	['spatula time woop woop', 'i hear']	['spatula time woop woop']
data/full_data.csv	description	['person facing the left with one leg up', 'well done on the last  one']	['person facing the left with one leg up']
data/full_data.csv	description	['you have to type', 'mountain tops in the dystance']	['mountain tops in the dystance']
data/full_data.csv	description	['what does it look like?', 'pick the largest image with crossed feet']	['pick the largest image with crossed feet']
data/full_data.csv	description	['One with small triangle at top pointing down onto a bigger triangle', 'sorry!', 'these are difficult', 'Hi', 'Hello', 'Still waiting']	['One with small triangle at top pointing down onto a bigger triangle']
data/full_data.csv	description	['ugh', 'real mountain range']	['real mountain range']
data/full_data.csv	description	['we got thisss', 'looks like a bird flying']	['looks like a bird flying']
data/full_data.csv	description	['a soup ladle  with 2 short legs']	['a soup ladle with 2 short legs']
data/full_data.csv	description	"[""hahaha we're getting all the bonuses"", 'This is a stealth bomber going downward']"	['This is a stealth bomber going downward']
data/full_data.csv	description	"['Very nie.', ""Congrats! I'm sure we'll get these all right now lol"", 'This one looks like the capital letter E', 'As long as chat works']"	['This one looks like the capital letter E']
data/full_data.csv	description	"['oh boy', ""okay there's only like two we haven't done"", 'uh looks like a random shape but it has a triangle at the bottom']"	['looks like a random shape but it has a triangle at the bottom']
data/full_data.csv	description	['hello', 'Looks like a man with triangles for feet']	['Looks like a man with triangles for feet']
data/full_data.csv	description	it looks kind of like a person laying on their back with toes pointing up and triangle breasts. Their head has 2 triangles on it	
data/full_data.csv	description	A girl with a boob	
data/full_data.csv	description	['looks like  a square with two legs pointing out in different directions']	['looks like a square with two legs pointing out in different directions']
data/full_data.csv	description	been dreading this one... a bit like a spanner/wrench, or maybe a cartoon dinosaur facing left with its square mouth wide open	a bit like a spanner/wrench, or maybe a cartoon dinosaur facing left with its square mouth wide open
data/full_data.csv	description	['chicken facing left', 'right', 'sorry']	['chicken facing left', 'right']
data/full_data.csv	description	['a goblet with a base of a triangle', 'which one', 'if we need more time, just talk', 'the previous one or the diamond?', 'sorry, it opens up with a large top', 'not the diamond']	['a goblet with a base of a triangle', 'the previous one or the diamond?', 'it opens up with a large top', 'not the diamond']
data/full_data.csv	description	"[""don't want to say age!"", 'haha ok', 'mountain range']"	['mountain range']
data/full_data.csv	description	['diagonal image like a face with a crown on top', '?', 'small 3 point crown on top of diagonal image', 'do you mean the ghost with tail pointing right', 'perfect crown with tail going right bottom right?', 'Base is a triangle with  a trapezoid on top', 'then the small three point crown']	['diagonal image like a face with a crown on top', 'small 3 point crown on top of diagonal image', 'do you mean the ghost with tail pointing right', 'perfect crown with tail going right bottom right?', 'Base is a triangle with a trapezoid on top', 'then the small three point crown']
data/full_data.csv	description	['Hi', 'How do you do?', 'hi', 'This one is a black square on the top', 'good u?']	['This one is a black square on the top']
data/full_data.csv	description	['hello?', 'triangle base with hat']	['triangle base with hat']
data/full_data.csv	description	['hello?', 'image facing right with two small triangles at the bottom right']	['image facing right with two small triangles at the bottom right']
data/full_data.csv	description	"['has a triangle at the bottom then a big shape above it', ""i didn't realize it would change that fast."", 'np']"	['has a triangle at the bottom then a big shape above it']
data/full_data.csv	description	['Someone holding  a tray out to the right']	['Someone holding a tray out to the right']
data/full_data.csv	description	['please describe the chosen image', 'Hello. The first image looks like a head with two legs facing left and right']	['The first image looks like a head with two legs facing left and right']
data/full_data.csv	description	['either tech issues or.....', 'part of the game ?']	[]
data/full_data.csv	description	['I was wondering the same thing', 'not sure i believe you haha...', 'factory with pointy roof :)', 'perfect score!', 'The duck laying on eggs was what i was wondering if someone would understand lol. thank you']	['factory with pointy roof', 'The duck laying on eggs was what i was wondering if someone would understand']
data/full_data.csv	description	['The one with three triangles pointing up a top', 'Hello', 'Hi']	['The one with three triangles pointing up a top']
data/full_data.csv	description	['this is entertaining', 'stealth bomber']	['stealth bomber']
data/full_data.csv	description	"['are you there', 'time running down', 'are you ok', ""i'll have a cup of tea if you're making one"", 'pick anything just for fun']"	[]
data/full_data.csv	description	['the chart with the little triangle on top (good description!!)']	['the chart with the little triangle on top']
data/full_data.csv	description	['cool', 'one foot!!!']	['one foot!!!']
data/full_data.csv	description	['hey', '?', 'Are you going to describe it lol?', 'Hello, I think the chat is delayed', 'Oh then I guess we lose. :P', 'This one looks like a spatula with a very abnormal handle. The left of the spatula looks like a right angle triangle']	['This one looks like a spatula with a very abnormal handle. The left of the spatula looks like a right angle triangle']
data/full_data.csv	description	"['New one, it looks like an animal with no feet. It has a face pointing right with ears', 'triangular head with a trapezoid ear', 'its fat', 'uhhhh', 'it looks like a rabbit in my opinion', 'does it look like a whale?', 'or a dog sitting?', 'its just a large round object but it has a triangle head and a trapezoid sticking up like ears', ""ok i'm going to guess""]"	"['New one, it looks like an animal with no feet. It has a face pointing right with ears', 'triangular head with a trapezoid ear', 'its fat', 'it looks like a rabbit in my opinion', 'does it look like a whale?', 'or a dog sitting?', 'its just a large round object but it has a triangle head and a trapezoid sticking up like ears', ""ok i'm going to guess""]"
data/full_data.csv	description	This one looks like a human bending towards the left. it's legs kinda look like a spanner lol	This one looks like a human bending towards the left. it's legs kinda look like a spanner
data/full_data.csv	description	['a weird disjointed arrow pointing north haha', 'lol']	['a weird disjointed arrow pointing north']
data/full_data.csv	description	['Hi', 'It looks like a bird flying']	['It looks like a bird flying']
data/full_data.csv	description	This one looks like an upside down scorpion with its tail in the air.  There is a random triangle above the upside down scorpion.	This one looks like an upside down scorpion with its tail in the air. There is a random triangle above the upside down scorpion.
data/full_data.csv	description	['Dove with triangle head', 'Hi you still there']	['Dove with triangle head']
data/full_data.csv	description	"['This one is a black triangle on top', 'hey', 'it looks like a robot', ""it's all black""]"	"['This one is a black triangle on top', 'it looks like a robot', ""it's all black""]"
data/full_data.csv	description	the regular house with a crooked roof. also good job partner	the regular house with a crooked roof.
data/full_data.csv	description	!!!!! lounge chair	lounge chair
data/full_data.csv	description	['Fancier boat pointing up left', '?', 'positioned diagonally', 'top left to bottom right', 'more info pls']	['Fancier boat pointing up left', 'positioned diagonally', 'top left to bottom right']
data/full_data.csv	description	['Person facing the left, with leg up', 'ice skater', 'nearly finished... have i been interacting with a human or a robot?', 'human']	['Person facing the left, with leg up', 'ice skater']
data/full_data.csv	description	['a crooked thing pointing north', 'does it look like a christmas tree with the top right cut off?', 'oh wait', 'no like a spear', 'sorry', 'lol']	['a crooked thing pointing north', 'does it look like a christmas tree with the top right cut off?', 'wait', 'no like a spear']
data/full_data.csv	description	A rectangle like a factory with  chimneys pointing north and north east	A rectangle like a factory with chimneys pointing north and north east
data/full_data.csv	description	['goose', 'my bad']	['goose']
data/full_data.csv	description	['we did pretty good', 'hammer with a small triangle on the body', 'ur awesome', 'ggs', 'so are you']	['hammer with a small triangle on the body']
data/full_data.csv	description	oh god the spiky one we haven't done that has four points and is pretty flat on the bottom	the spiky one we haven't done that has four points and is pretty flat on the bottom
data/full_data.csv	description	['the one with the pointy triangles on top!', 'getting easier now']	['the one with the pointy triangles on top!']
data/full_data.csv	description	['great to have met you -- very busy christmas tree not completely symetric pointing north']	['very busy christmas tree not completely symetric pointing north']
data/full_data.csv	description	"['A duck laying on its eggs, head to the right', ""i've been waiting ages for that one to come up :D""]"	['A duck laying on its eggs, head to the right']
data/full_data.csv	description	Like  a drilling tool, with a flat bottom	Like a drilling tool, with a flat bottom
data/full_data.csv	description	['arrow looking thing at the bottom', 'flat or spoon', 'leaf', 'you called it', 'last time']	['arrow looking thing at the bottom', 'flat or spoon', 'leaf', 'last time']
data/full_data.csv	description	['Hi', 'Hi', 'Looks like a person sitting to the right]']	['Looks like a person sitting to the right]']
data/full_data.csv	description	['a heart <3', 'i dont get it', 'with  tringle']	['a heart <3', 'i dont get it', 'with tringle']
data/full_data.csv	description	['Alright so this is the one I thought it was', 'it looks like an animal with a triangle head']	['it looks like an animal with a triangle head']
data/full_data.csv	description	['oh I was the speaker sorry.  Short bowl']	['Short bowl']
data/full_data.csv	description	['need more description', 'this is hard to explain. like a lobster claw. shape starts on the bottom right and hoes up and then left']	['like a lobster claw. shape starts on the bottom right and hoes up and then left']
data/full_data.csv	description	['i hear', 'bolded arrow :D']	['bolded arrow']
data/full_data.csv	description	oh it looks like a bird with a long tail on the bottom	it looks like a bird with a long tail on the bottom
data/full_data.csv	description	['?', 'triangle base inverted diamond on top']	['triangle base inverted diamond on top']
data/full_data.csv	description	['Hello', 'a rectangle with a slope facing left', 'Hi']	['a rectangle with a slope facing left']
data/full_data.csv	description	"['It kind of looks like a dreidel', 'wHats that?', ""Oh it's like the Jewish top""]"	"['It kind of looks like a dreidel', 'wHats that?', ""it's like the Jewish top""]"
data/full_data.csv	description	['cat head :_', ':)']	['cat head']
data/full_data.csv	description	bench. four points facing down - this is hard!	bench. four points facing down
data/full_data.csv	description	['hi', 'cat head silhouette']	['cat head silhouette']
data/full_data.csv	description	['that works for me', 'chalice', ':)']	['that works for me', 'chalice']
data/full_data.csv	description	['long low bench, also hi! :)', 'hi, are there two points on the bottom of the bench?', 'yes']	['long low bench', 'are there two points on the bottom of the bench?', 'yes']
data/full_data.csv	description	['looks like a person on their side', 'cube all the way on the left', 'sitting down?', 'no', 'ahh, fishy one?', 'cube all the way on the left is only connected to one point']	['looks like a person on their side', 'cube all the way on the left', 'sitting down?', 'no', 'fishy one?', 'cube all the way on the left is only connected to one point']
data/full_data.csv	description	['haha yes, fox wouldve been a better way to see that', ':)', 'oh shoot didnt realize i was speaker', 'l', 'haha, dont worry', 'two triangles pointing right, left side flat']	['two triangles pointing right, left side flat']
data/full_data.csv	description	chicken thing- i know! this is hard!	chicken thing
data/full_data.csv	description	[':)', 'two triangles pointing right on the right side, left side is completely flat. not the one w/ the square on top']	['two triangles pointing right on the right side, left side is completely flat. not the one w/ the square on top']
data/full_data.csv	description	"['hi', 'you there?', '.', 'Take your time i can reset the timer by typing a message', '.', '.', ""here now, page wouldn't load"", 'no prob!', 'large lump of black on left, with 2 protrusions', 'what shape protrusions', 'triangle at very top', 'and which direction are they facing?', 'parallelogram halfway down', 'pointing to the right', 'bottom of shape is a point', 'is the tip of the triangle on the top pointing right?', 'yes', 'ok']"	['large lump of black on left, with 2 protrusions', 'what shape protrusions', 'triangle at very top', 'and which direction are they facing?', 'parallelogram halfway down', 'pointing to the right', 'bottom of shape is a point', 'is the tip of the triangle on the top pointing right?', 'yes', 'ok']
data/full_data.csv	description	['chicken thing lol']	['chicken thing']
data/full_data.csv	description	['.', '.', '.', 'kinda chicken looking shape, two horns pointing to right, lower than that is a triangle pointing down, bottom is a parrallelogram', 'ok on the top', 'topmost shape is a square', 'is there a square?', 'ok']	['kinda chicken looking shape, two horns pointing to right, lower than that is a triangle pointing down, bottom is a parrallelogram', 'ok on the top', 'topmost shape is a square', 'is there a square?', 'ok']
data/full_data.csv	description	['.', 'symmetrical, looks a bit like candlestick', 'base is triangle pointing up', 'on the top are there points on either side?', 'yes']	['symmetrical, looks a bit like candlestick', 'base is triangle pointing up', 'on the top are there points on either side?', 'yes']
data/full_data.csv	description	['cat head :)']	['cat head']
data/full_data.csv	description	[':)', 'square at top with a point facing to the right, right below the square', 'guy sitting down?', 'no', 'chicken?']	['square at top with a point facing to the right, right below the square', 'guy sitting down?', 'no', 'chicken?']
data/full_data.csv	description	Hi, please pick the image of a close up man with a hat on.	please pick the image of a close up man with a hat on.
data/full_data.csv	description	Hi, please pick the image which looks like a stick with a tail to it's right.	please pick the image which looks like a stick with a tail to it's right.
data/full_data.csv	description	Hi, please pick the image with the person walking to the right.	please pick the image with the person walking to the right.
